InstitutionCode,CollectionCode,CatalogNumber,IndividualCount,ScientificName,Family,PreparationType,Tissues,Latitude,Longitude,decimalLatitude,decimalLongitude,CoordinateUncertaintyInMeters,HorizontalDatum,Country,StateProvince,County,Island,IslandGroup,Locality,VerbatimElevation,VerbatimDepth,YearCollected,MonthCollected,DayCollected,Collector,GeorefMethod,LatLongComments,BasisOfRecord,Remarks,DateLastModified
CAS,ICH,45192,46,Basilichthys australis,Atherinopsidae,alc-75% EtOH,,-36.8282270000,-73.0078270000,-36.8282270000,-73.0078270000,1601.00000000000000,,Chile,,,,,"Rio Nongen, Concepcion.",,,1919,3,20,"Eigenmann, Carl H.",,Polygon covers Estero Nonguen around Concepcion.,PreservedSpecimen,"Publ.: Mem. Natl. Acad. Sci. Wash., v.22(mem.2): 59, pl.12 (fig.3), 14 (fig.5).",2013-06-28 00:00:00.0
CAS,ICH,45200,36,Cauque mauleanum,Atherinopsidae,alc-75% EtOH; C&S-glycerine,,-39.8268070000,-73.2347170000,-39.8268070000,-73.2347170000,3913.00000000000000,,Chile,,,,,Valdivia.,,,1919,2,18,"Eigenmann, Carl H.",,Coordinates at Valdivia.,PreservedSpecimen,,1995-11-30 00:00:00.0
CAS,ICH,45201,26,Cauque mauleanum,Atherinopsidae,alc-75% EtOH; C&S-glycerine,,-39.8268070000,-73.2347170000,-39.8268070000,-73.2347170000,3913.00000000000000,,Chile,,,,,Valdivia.,,,1919,2,18,"Eigenmann, Carl H.",,Coordinates at Valdivia.,PreservedSpecimen,1 of 27 specs. removed to CAS 83559.,1995-11-30 00:00:00.0
CAS,ICH,45203,4,Cauque mauleanum,Atherinopsidae,alc-75% EtOH,,-40.5833330000,-73.1500000000,-40.5833330000,-73.1500000000,,,Chile,Los Lagos,,,,"R. Rahue, Osorno; 25 m elev.",,,1919,3,14,"Eigenmann, Carl H.",,,PreservedSpecimen,Irwin Expedition.,2003-12-05 14:49:11.0
CAS,SU,16460,3,Brachygalaxias bullocki,Galaxiidae,alc-75% EtOH,,-41.3000000000,-72.9500000000,-41.3000000000,-72.9500000000,,,Chile,Los Lagos,,,,"Puerto Varas (74 m elev.): either creek through town, or estero into Lago Llanquihue",,,1919,3,12,"Eigenmann, Carl H.",,,PreservedSpecimen,Irwin Expedition,2015-11-17 19:09:18.0
CAS,SU,16461,3,Galaxias maculatus,Galaxiidae,alc-75% EtOH,,-41.4666670000,-72.9500000000,-41.4666670000,-72.9500000000,,,Chile,Los Lagos,,,,"Puerto Montt (5 m elev.): either Estero Pilluco, small brook west of town or larger one east of town",,,1919,2,22,"Eigenmann, Carl H.",,,PreservedSpecimen,Irwin Expedition.,2015-11-17 19:09:19.0
CAS,ICH,49903,1,Galaxias globiceps,Galaxiidae,alc-75% EtOH; radiograph,,-41.4000000000,-72.9000000000,-41.4000000000,-72.9000000000,,,Chile,Los Lagos,,,,Abtao; brook on heights between Puerto Varas and Puerto Montt; ca. 107 m elev.,,,1919,2,23,"Eigenmann, Carl H.",,,PreservedSpecimen,Irwin Expedition in Chile,2012-03-21 18:45:48.0
CAS,ICH,49904,7,Galaxias globiceps,Galaxiidae,alc-75% EtOH,,-41.4000000000,-72.9000000000,-41.4000000000,-72.9000000000,,,Chile,Los Lagos,,,,Abtao; brook on heights between Puerto Varas and Puerto Montt; ca. 107 m elev.,,,1919,2,23,"Eigenmann, Carl H.",,,PreservedSpecimen,"Publ.: Mem. Natl. Acad. Sci., Washl., v.22(Mem.2): 51; coll. date not 23 Mar 1919;",2013-06-28 00:00:00.0
CAS,ICH,49916,2,Cauque brevianalis,Atherinopsidae,alc-75% EtOH,,-29.9137550000,-71.2750280000,-29.9137550000,-71.2750280000,6862.00000000000000,,Chile,Coquimbo,,,,La Serena.,,,1919,4,8,"Eigenmann, Carl H.",,,PreservedSpecimen,,2013-06-28 00:00:00.0
CAS,ICH,49919,1,Percilia irwini,Perciliidae,alc-75% EtOH; radiograph,,-36.8166670000,-73.0500000000,-36.8166670000,-73.0500000000,,,Chile,Biobio Region,,,,"Lower end of Estero Nonguen, into Rio Andalien on grounds of agricultural college at edge of Concepcion; 90 m elev.",,,1919,3,20,"Eigenmann, Carl H.",,,PreservedSpecimen,Irwin Expedition,2013-06-28 00:00:00.0
