"taxa.list$scientificName_Old","usageKey","scientificName","canonicalName","rank","status","type","formattedName","matchType","confidence","timeTaken","kingdom","phylum","order","family","kingdomKey","phylumKey","orderKey","familyKey","value","verbatim_name","verbatim_rank","authorship","code","genericName","specificEpithet","genus","species","genusKey","speciesKey","note","unranked","unrankedKey","class","classKey","infraspecificEpithet","subspecies","subspeciesKey"
"Prolatilus jugularis","2387103","Prolatilus jugularis (Valenciennes, 1833)","Prolatilus jugularis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Prolatilus</i> <i>jugularis</i> (Valenciennes, 1833)","EXACT",99,6,"Animalia","Chordata","Perciformes","Pinguipedidae","1","44","587","8589",FALSE,"Prolatilus jugularis","higher","(Valenciennes, 1833)","ZOOLOGICAL","Prolatilus","jugularis","Prolatilus","Prolatilus jugularis","2387102","2387103",NA,NA,NA,NA,NA,NA,NA,NA
"Prolatilus jugularis (Valenciennes, 1833)","2387103","Prolatilus jugularis (Valenciennes, 1833)","Prolatilus jugularis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Prolatilus</i> <i>jugularis</i> (Valenciennes, 1833)","EXACT",100,5,"Animalia","Chordata","Perciformes","Pinguipedidae","1","44","587","8589",FALSE,"Prolatilus jugularis (Valenciennes, 1833)","higher","(Valenciennes, 1833)","ZOOLOGICAL","Prolatilus","jugularis","Prolatilus","Prolatilus jugularis","2387102","2387103",NA,NA,NA,NA,NA,NA,NA,NA
"Protomyctophum chilense Wisner, 1971","2406361","Protomyctophum chilense Wisner, 1971","Protomyctophum chilense","SPECIES","ACCEPTED","SCIENTIFIC","<i>Protomyctophum</i> <i>chilense</i> Wisner, 1971","EXACT",100,18,"Animalia","Chordata","Myctophiformes","Myctophidae","1","44","1306","4217",FALSE,"Protomyctophum chilense Wisner, 1971","higher","Wisner, 1971","ZOOLOGICAL","Protomyctophum","chilense","Protomyctophum","Protomyctophum chilense","2406338","2406361",NA,NA,NA,NA,NA,NA,NA,NA
"Psychrolutes Günther, 1861","2334899","Psychrolutes Günther, 1861","Psychrolutes","GENUS","ACCEPTED","SCIENTIFIC","<i>Psychrolutes</i> Günther, 1861","HIGHERRANK",99,20,"Animalia","Chordata","Scorpaeniformes","Psychrolutidae","1","44","590","8631",FALSE,"Psychrolutes Günther, 1861","higher","Günther, 1861","ZOOLOGICAL",NA,NA,"Psychrolutes",NA,"2334899",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psychrolutes marmoratus","2334910","Psychrolutes marmoratus (Gill, 1889)","Psychrolutes marmoratus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Psychrolutes</i> <i>marmoratus</i> (Gill, 1889)","EXACT",99,13,"Animalia","Chordata","Scorpaeniformes","Psychrolutidae","1","44","590","8631",FALSE,"Psychrolutes marmoratus","higher","(Gill, 1889)","ZOOLOGICAL","Psychrolutes","marmoratus","Psychrolutes","Psychrolutes marmoratus","2334899","2334910",NA,NA,NA,NA,NA,NA,NA,NA
"Psychrolutes marmoratus (Gill, 1889)","2334910","Psychrolutes marmoratus (Gill, 1889)","Psychrolutes marmoratus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Psychrolutes</i> <i>marmoratus</i> (Gill, 1889)","EXACT",100,15,"Animalia","Chordata","Scorpaeniformes","Psychrolutidae","1","44","590","8631",FALSE,"Psychrolutes marmoratus (Gill, 1889)","higher","(Gill, 1889)","ZOOLOGICAL","Psychrolutes","marmoratus","Psychrolutes","Psychrolutes marmoratus","2334899","2334910",NA,NA,NA,NA,NA,NA,NA,NA
"Psychrolutes sio Nelson, 1980","2334919","Psychrolutes sio Nelson, 1980","Psychrolutes sio","SPECIES","ACCEPTED","SCIENTIFIC","<i>Psychrolutes</i> <i>sio</i> Nelson, 1980","EXACT",100,10,"Animalia","Chordata","Scorpaeniformes","Psychrolutidae","1","44","590","8631",FALSE,"Psychrolutes sio Nelson, 1980","higher","Nelson, 1980","ZOOLOGICAL","Psychrolutes","sio","Psychrolutes","Psychrolutes sio","2334899","2334919",NA,NA,NA,NA,NA,NA,NA,NA
"Psychrolutidae","8631","Psychrolutidae","Psychrolutidae","FAMILY","ACCEPTED","SCIENTIFIC","<i>Psychrolutidae</i>","HIGHERRANK",94,9,"Animalia","Chordata","Scorpaeniformes","Psychrolutidae","1","44","590","8631",FALSE,"Psychrolutidae","higher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pterophyllum trichomatosum Villar de Seoane 2001","8547685","Pterophyllum trichomatosum Villar de Seoane, 2001","Pterophyllum trichomatosum","SPECIES","ACCEPTED","SCIENTIFIC","<i>Pterophyllum</i> <i>trichomatosum</i> Villar de Seoane, 2001","EXACT",100,8,"Plantae","Tracheophyta",NA,"Williamsoniaceae","6","7707728",NA,"4891679",FALSE,"Pterophyllum trichomatosum Villar de Seoane 2001","higher","Villar de Seoane, 2001","ZOOLOGICAL","Pterophyllum","trichomatosum","Pterophyllum","Pterophyllum trichomatosum","3230433","8547685",NA,NA,NA,"Cycadopsida","228",NA,NA,NA
"Ramnogaster arcuata (Jenyns, 1842)","2412781","Ramnogaster arcuata (Jenyns, 1842)","Ramnogaster arcuata","SPECIES","ACCEPTED","SCIENTIFIC","<i>Ramnogaster</i> <i>arcuata</i> (Jenyns, 1842)","EXACT",100,11,"Animalia","Chordata","Clupeiformes","Clupeidae","1","44","538","7332",FALSE,"Ramnogaster arcuata (Jenyns, 1842)","higher","(Jenyns, 1842)","ZOOLOGICAL","Ramnogaster","arcuata","Ramnogaster","Ramnogaster arcuata","2412775","2412781",NA,NA,NA,NA,NA,NA,NA,NA
"Regalecus russellii","2400584","Regalecus russelii (Cuvier, 1816)","Regalecus russelii","SPECIES","ACCEPTED","SCIENTIFIC","<i>Regalecus</i> <i>russelii</i> (Cuvier, 1816)","VARIANT",96,11,"Animalia","Chordata","Lampriformes","Regalecidae","1","44","1166","3715",FALSE,"Regalecus russellii","higher","(Cuvier, 1816)","ZOOLOGICAL","Regalecus","russelii","Regalecus","Regalecus russelii","2400526","2400584",NA,NA,NA,NA,NA,NA,NA,NA
"Salilota","2417050","Salilota Günther, 1887","Salilota","GENUS","ACCEPTED","SCIENTIFIC","<i>Salilota</i> Günther, 1887","HIGHERRANK",94,4,"Animalia","Chordata","Gadiformes","Moridae","1","44","549","3704",FALSE,"Salilota","higher","Günther, 1887","ZOOLOGICAL",NA,NA,"Salilota",NA,"2417050",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salilota australis","2417051","Salilota australis (Günther, 1878)","Salilota australis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Salilota</i> <i>australis</i> (Günther, 1878)","EXACT",99,10,"Animalia","Chordata","Gadiformes","Moridae","1","44","549","3704",FALSE,"Salilota australis","higher","(Günther, 1878)","ZOOLOGICAL","Salilota","australis","Salilota","Salilota australis","2417050","2417051",NA,NA,NA,NA,NA,NA,NA,NA
"Salilota australis (Günther, 1878)","2417051","Salilota australis (Günther, 1878)","Salilota australis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Salilota</i> <i>australis</i> (Günther, 1878)","EXACT",100,12,"Animalia","Chordata","Gadiformes","Moridae","1","44","549","3704",FALSE,"Salilota australis (Günther, 1878)","higher","(Günther, 1878)","ZOOLOGICAL","Salilota","australis","Salilota","Salilota australis","2417050","2417051",NA,NA,NA,NA,NA,NA,NA,NA
"Salmo gairdnerii Richardson, 1836","2351467","Salmo gairdnerii Richardson, 1836","Salmo gairdnerii","SPECIES","SYNONYM","SCIENTIFIC","<i>Salmo</i> <i>gairdnerii</i> Richardson, 1836","EXACT",100,11,"Animalia","Chordata","Salmoniformes","Salmonidae","1","44","1313","8615",TRUE,"Salmo gairdnerii Richardson, 1836","higher","Richardson, 1836","ZOOLOGICAL","Salmo","gairdnerii","Oncorhynchus","Oncorhynchus mykiss","2351426","5204019",NA,NA,NA,NA,NA,NA,NA,NA
"Salmo salar","7595433","Salmo salar Linnaeus, 1758","Salmo salar","SPECIES","ACCEPTED","SCIENTIFIC","<i>Salmo</i> <i>salar</i> Linnaeus, 1758","EXACT",99,14,"Animalia","Chordata","Salmoniformes","Salmonidae","1","44","1313","8615",FALSE,"Salmo salar","higher","Linnaeus, 1758","ZOOLOGICAL","Salmo","salar","Salmo","Salmo salar","2347608","7595433",NA,NA,NA,NA,NA,NA,NA,NA
"Salmo salar Linnaeus, 1758","7595433","Salmo salar Linnaeus, 1758","Salmo salar","SPECIES","ACCEPTED","SCIENTIFIC","<i>Salmo</i> <i>salar</i> Linnaeus, 1758","EXACT",100,11,"Animalia","Chordata","Salmoniformes","Salmonidae","1","44","1313","8615",FALSE,"Salmo salar Linnaeus, 1758","higher","Linnaeus, 1758","ZOOLOGICAL","Salmo","salar","Salmo","Salmo salar","2347608","7595433",NA,NA,NA,NA,NA,NA,NA,NA
"Salmo trutta","8215487","Salmo trutta Linnaeus, 1758","Salmo trutta","SPECIES","ACCEPTED","SCIENTIFIC","<i>Salmo</i> <i>trutta</i> Linnaeus, 1758","EXACT",99,2,"Animalia","Chordata","Salmoniformes","Salmonidae","1","44","1313","8615",FALSE,"Salmo trutta","higher","Linnaeus, 1758","ZOOLOGICAL","Salmo","trutta","Salmo","Salmo trutta","2347608","8215487",NA,NA,NA,NA,NA,NA,NA,NA
"Salmo trutta Linnaeus, 1758","8215487","Salmo trutta Linnaeus, 1758","Salmo trutta","SPECIES","ACCEPTED","SCIENTIFIC","<i>Salmo</i> <i>trutta</i> Linnaeus, 1758","EXACT",100,2,"Animalia","Chordata","Salmoniformes","Salmonidae","1","44","1313","8615",FALSE,"Salmo trutta Linnaeus, 1758","higher","Linnaeus, 1758","ZOOLOGICAL","Salmo","trutta","Salmo","Salmo trutta","2347608","8215487",NA,NA,NA,NA,NA,NA,NA,NA
"Salmo trutta fario","6169666","Salmo trutta fario Linnaeus, 1758","Salmo trutta fario","SUBSPECIES","SYNONYM","SCIENTIFIC","<i>Salmo</i> <i>trutta</i> <i>fario</i> Linnaeus, 1758","EXACT",98,10,"Animalia","Chordata","Salmoniformes","Salmonidae","1","44","1313","8615",TRUE,"Salmo trutta fario","higher","Linnaeus, 1758","ZOOLOGICAL","Salmo","trutta","Salmo","Salmo trutta","2347608","8215487",NA,NA,NA,NA,NA,"fario",NA,NA
"Salmo trutta fario Linnaeus, 1758","6169666","Salmo trutta fario Linnaeus, 1758","Salmo trutta fario","SUBSPECIES","SYNONYM","SCIENTIFIC","<i>Salmo</i> <i>trutta</i> <i>fario</i> Linnaeus, 1758","EXACT",100,12,"Animalia","Chordata","Salmoniformes","Salmonidae","1","44","1313","8615",TRUE,"Salmo trutta fario Linnaeus, 1758","higher","Linnaeus, 1758","ZOOLOGICAL","Salmo","trutta","Salmo","Salmo trutta","2347608","8215487",NA,NA,NA,NA,NA,"fario",NA,NA
"Salmonidae","8615","Salmonidae","Salmonidae","FAMILY","ACCEPTED","SCIENTIFIC","<i>Salmonidae</i>","HIGHERRANK",94,2,"Animalia","Chordata","Salmoniformes","Salmonidae","1","44","1313","8615",FALSE,"Salmonidae","higher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmoninae",NA,NA,NA,NA,NA,NA,NA,"NONE",100,3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Salmoninae","higher",NA,NA,NA,NA,NA,NA,NA,NA,"No match because of too little confidence",NA,NA,NA,NA,NA,NA,NA
"Salvelinus alpinus (Linnaeus, 1758)","4284021","Salvelinus alpinus (Linnaeus, 1758)","Salvelinus alpinus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Salvelinus</i> <i>alpinus</i> (Linnaeus, 1758)","EXACT",100,13,"Animalia","Chordata","Salmoniformes","Salmonidae","1","44","1313","8615",FALSE,"Salvelinus alpinus (Linnaeus, 1758)","higher","(Linnaeus, 1758)","ZOOLOGICAL","Salvelinus","alpinus","Salvelinus","Salvelinus alpinus","2351241","4284021",NA,NA,NA,NA,NA,NA,NA,NA
"Salvelinus fontinalis","2351271","Salvelinus fontinalis (Mitchill, 1814)","Salvelinus fontinalis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Salvelinus</i> <i>fontinalis</i> (Mitchill, 1814)","EXACT",99,14,"Animalia","Chordata","Salmoniformes","Salmonidae","1","44","1313","8615",FALSE,"Salvelinus fontinalis","higher","(Mitchill, 1814)","ZOOLOGICAL","Salvelinus","fontinalis","Salvelinus","Salvelinus fontinalis","2351241","2351271",NA,NA,NA,NA,NA,NA,NA,NA
"Salvelinus fontinalis (Mitchill, 1814)","2351271","Salvelinus fontinalis (Mitchill, 1814)","Salvelinus fontinalis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Salvelinus</i> <i>fontinalis</i> (Mitchill, 1814)","EXACT",100,13,"Animalia","Chordata","Salmoniformes","Salmonidae","1","44","1313","8615",FALSE,"Salvelinus fontinalis (Mitchill, 1814)","higher","(Mitchill, 1814)","ZOOLOGICAL","Salvelinus","fontinalis","Salvelinus","Salvelinus fontinalis","2351241","2351271",NA,NA,NA,NA,NA,NA,NA,NA
"Salvelinus namaycush","2351327","Salvelinus namaycush (Walbaum, 1792)","Salvelinus namaycush","SPECIES","ACCEPTED","SCIENTIFIC","<i>Salvelinus</i> <i>namaycush</i> (Walbaum, 1792)","EXACT",99,13,"Animalia","Chordata","Salmoniformes","Salmonidae","1","44","1313","8615",FALSE,"Salvelinus namaycush","higher","(Walbaum, 1792)","ZOOLOGICAL","Salvelinus","namaycush","Salvelinus","Salvelinus namaycush","2351241","2351327",NA,NA,NA,NA,NA,NA,NA,NA
"Sardinops sagax","2412583","Sardinops sagax (Jenyns, 1842)","Sardinops sagax","SPECIES","ACCEPTED","SCIENTIFIC","<i>Sardinops</i> <i>sagax</i> (Jenyns, 1842)","EXACT",99,12,"Animalia","Chordata","Clupeiformes","Clupeidae","1","44","538","7332",FALSE,"Sardinops sagax","higher","(Jenyns, 1842)","ZOOLOGICAL","Sardinops","sagax","Sardinops","Sardinops sagax","2412582","2412583",NA,NA,NA,NA,NA,NA,NA,NA
"Scomber japonicus Houttuyn, 1782","7599552","Scomber japonicus Houttuyn, 1782","Scomber japonicus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Scomber</i> <i>japonicus</i> Houttuyn, 1782","EXACT",100,9,"Animalia","Chordata","Perciformes","Scombridae","1","44","587","8596",FALSE,"Scomber japonicus Houttuyn, 1782","higher","Houttuyn, 1782","ZOOLOGICAL","Scomber","japonicus","Scomber","Scomber japonicus","2374148","7599552",NA,NA,NA,NA,NA,NA,NA,NA
"Scorpaenidae","4508","Scorpaenidae","Scorpaenidae","FAMILY","ACCEPTED","SCIENTIFIC","<i>Scorpaenidae</i>","HIGHERRANK",94,9,"Animalia","Chordata","Scorpaeniformes","Scorpaenidae","1","44","590","4508",FALSE,"Scorpaenidae","higher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sebastes","2333712","Sebastes Cuvier, 1829","Sebastes","GENUS","ACCEPTED","SCIENTIFIC","<i>Sebastes</i> Cuvier, 1829","HIGHERRANK",94,39,"Animalia","Chordata","Scorpaeniformes","Sebastidae","1","44","590","8633",FALSE,"Sebastes","higher","Cuvier, 1829","ZOOLOGICAL",NA,NA,"Sebastes",NA,"2333712",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sebastes Cuvier, 1829","2333712","Sebastes Cuvier, 1829","Sebastes","GENUS","ACCEPTED","SCIENTIFIC","<i>Sebastes</i> Cuvier, 1829","HIGHERRANK",99,36,"Animalia","Chordata","Scorpaeniformes","Sebastidae","1","44","590","8633",FALSE,"Sebastes Cuvier, 1829","higher","Cuvier, 1829","ZOOLOGICAL",NA,NA,"Sebastes",NA,"2333712",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sebastes capensis","2335537","Sebastes capensis (Gmelin, 1789)","Sebastes capensis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Sebastes</i> <i>capensis</i> (Gmelin, 1789)","EXACT",99,9,"Animalia","Chordata","Scorpaeniformes","Sebastidae","1","44","590","8633",FALSE,"Sebastes capensis","higher","(Gmelin, 1789)","ZOOLOGICAL","Sebastes","capensis","Sebastes","Sebastes capensis","2333712","2335537",NA,NA,NA,NA,NA,NA,NA,NA
"Sebastes capensis (Gmelin, 1789)","2335537","Sebastes capensis (Gmelin, 1789)","Sebastes capensis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Sebastes</i> <i>capensis</i> (Gmelin, 1789)","EXACT",100,9,"Animalia","Chordata","Scorpaeniformes","Sebastidae","1","44","590","8633",FALSE,"Sebastes capensis (Gmelin, 1789)","higher","(Gmelin, 1789)","ZOOLOGICAL","Sebastes","capensis","Sebastes","Sebastes capensis","2333712","2335537",NA,NA,NA,NA,NA,NA,NA,NA
"Sebastes oculatus","2335413","Sebastes oculatus Valenciennes, 1833","Sebastes oculatus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Sebastes</i> <i>oculatus</i> Valenciennes, 1833","EXACT",99,18,"Animalia","Chordata","Scorpaeniformes","Sebastidae","1","44","590","8633",FALSE,"Sebastes oculatus","higher","Valenciennes, 1833","ZOOLOGICAL","Sebastes","oculatus","Sebastes","Sebastes oculatus","2333712","2335413",NA,NA,NA,NA,NA,NA,NA,NA
"Sebastes oculatus Valenciennes, 1833","2335413","Sebastes oculatus Valenciennes, 1833","Sebastes oculatus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Sebastes</i> <i>oculatus</i> Valenciennes, 1833","EXACT",100,11,"Animalia","Chordata","Scorpaeniformes","Sebastidae","1","44","590","8633",FALSE,"Sebastes oculatus Valenciennes, 1833","higher","Valenciennes, 1833","ZOOLOGICAL","Sebastes","oculatus","Sebastes","Sebastes oculatus","2333712","2335413",NA,NA,NA,NA,NA,NA,NA,NA
"Sebastidae","8633","Sebastidae","Sebastidae","FAMILY","ACCEPTED","SCIENTIFIC","<i>Sebastidae</i>","HIGHERRANK",94,1,"Animalia","Chordata","Scorpaeniformes","Sebastidae","1","44","590","8633",FALSE,"Sebastidae","higher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seriolella Guichenot, 1848","2398105","Seriolella Guichenot, 1848","Seriolella","GENUS","ACCEPTED","SCIENTIFIC","<i>Seriolella</i> Guichenot, 1848","HIGHERRANK",99,16,"Animalia","Chordata","Perciformes","Centrolophidae","1","44","587","8515",FALSE,"Seriolella Guichenot, 1848","higher","Guichenot, 1848","ZOOLOGICAL",NA,NA,"Seriolella",NA,"2398105",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seriolella caerulea Guichenot, 1848","2398112","Seriolella caerulea Guichenot, 1848","Seriolella caerulea","SPECIES","ACCEPTED","SCIENTIFIC","<i>Seriolella</i> <i>caerulea</i> Guichenot, 1848","EXACT",100,16,"Animalia","Chordata","Perciformes","Centrolophidae","1","44","587","8515",FALSE,"Seriolella caerulea Guichenot, 1848","higher","Guichenot, 1848","ZOOLOGICAL","Seriolella","caerulea","Seriolella","Seriolella caerulea","2398105","2398112",NA,NA,NA,NA,NA,NA,NA,NA
"Seriolella porosa","2398111","Seriolella porosa Guichenot, 1848","Seriolella porosa","SPECIES","ACCEPTED","SCIENTIFIC","<i>Seriolella</i> <i>porosa</i> Guichenot, 1848","EXACT",99,10,"Animalia","Chordata","Perciformes","Centrolophidae","1","44","587","8515",FALSE,"Seriolella porosa","higher","Guichenot, 1848","ZOOLOGICAL","Seriolella","porosa","Seriolella","Seriolella porosa","2398105","2398111",NA,NA,NA,NA,NA,NA,NA,NA
"Seriolella porosa Guichenot, 1848","2398111","Seriolella porosa Guichenot, 1848","Seriolella porosa","SPECIES","ACCEPTED","SCIENTIFIC","<i>Seriolella</i> <i>porosa</i> Guichenot, 1848","EXACT",100,11,"Animalia","Chordata","Perciformes","Centrolophidae","1","44","587","8515",FALSE,"Seriolella porosa Guichenot, 1848","higher","Guichenot, 1848","ZOOLOGICAL","Seriolella","porosa","Seriolella","Seriolella porosa","2398105","2398111",NA,NA,NA,NA,NA,NA,NA,NA
"Seriolella punctata (Forster, 1801)","2398107","Seriolella punctata (Forster, 1801)","Seriolella punctata","SPECIES","ACCEPTED","SCIENTIFIC","<i>Seriolella</i> <i>punctata</i> (Forster, 1801)","EXACT",100,7,"Animalia","Chordata","Perciformes","Centrolophidae","1","44","587","8515",FALSE,"Seriolella punctata (Forster, 1801)","higher","(Forster, 1801)","ZOOLOGICAL","Seriolella","punctata","Seriolella","Seriolella punctata","2398105","2398107",NA,NA,NA,NA,NA,NA,NA,NA
"Seriolella violacea Guichenot, 1848","2398110","Seriolella violacea Guichenot, 1848","Seriolella violacea","SPECIES","ACCEPTED","SCIENTIFIC","<i>Seriolella</i> <i>violacea</i> Guichenot, 1848","EXACT",100,13,"Animalia","Chordata","Perciformes","Centrolophidae","1","44","587","8515",FALSE,"Seriolella violacea Guichenot, 1848","higher","Guichenot, 1848","ZOOLOGICAL","Seriolella","violacea","Seriolella","Seriolella violacea","2398105","2398110",NA,NA,NA,NA,NA,NA,NA,NA
"Sicyases sanguineus","2411337","Sicyases sanguineus Müller & Troschel, 1843","Sicyases sanguineus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Sicyases</i> <i>sanguineus</i> Müller & Troschel, 1843","EXACT",99,11,"Animalia","Chordata","Gobiesociformes","Gobiesocidae","1","44","1163","7668",FALSE,"Sicyases sanguineus","higher","Müller & Troschel, 1843","ZOOLOGICAL","Sicyases","sanguineus","Sicyases","Sicyases sanguineus","2411336","2411337",NA,NA,NA,NA,NA,NA,NA,NA
"Sprattus fuegensis","2413473","Sprattus fuegensis (Jenyns, 1842)","Sprattus fuegensis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Sprattus</i> <i>fuegensis</i> (Jenyns, 1842)","EXACT",99,11,"Animalia","Chordata","Clupeiformes","Clupeidae","1","44","538","7332",FALSE,"Sprattus fuegensis","higher","(Jenyns, 1842)","ZOOLOGICAL","Sprattus","fuegensis","Sprattus","Sprattus fuegensis","2413443","2413473",NA,NA,NA,NA,NA,NA,NA,NA
"Sprattus fuegensis (Jenyns, 1842)","2413473","Sprattus fuegensis (Jenyns, 1842)","Sprattus fuegensis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Sprattus</i> <i>fuegensis</i> (Jenyns, 1842)","EXACT",100,7,"Animalia","Chordata","Clupeiformes","Clupeidae","1","44","538","7332",FALSE,"Sprattus fuegensis (Jenyns, 1842)","higher","(Jenyns, 1842)","ZOOLOGICAL","Sprattus","fuegensis","Sprattus","Sprattus fuegensis","2413443","2413473",NA,NA,NA,NA,NA,NA,NA,NA
"Stomias","2346851","Stomias Cuvier, 1816","Stomias","GENUS","ACCEPTED","SCIENTIFIC","<i>Stomias</i> Cuvier, 1816","HIGHERRANK",94,36,"Animalia","Chordata","Stomiiformes","Stomiidae","1","44","774","2225",FALSE,"Stomias","higher","Cuvier, 1816","ZOOLOGICAL",NA,NA,"Stomias",NA,"2346851",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stomias Cuvier, 1816","2346851","Stomias Cuvier, 1816","Stomias","GENUS","ACCEPTED","SCIENTIFIC","<i>Stomias</i> Cuvier, 1816","HIGHERRANK",99,47,"Animalia","Chordata","Stomiiformes","Stomiidae","1","44","774","2225",FALSE,"Stomias Cuvier, 1816","higher","Cuvier, 1816","ZOOLOGICAL",NA,NA,"Stomias",NA,"2346851",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stomias stomias","2346851","Stomias Cuvier, 1816","Stomias","GENUS","ACCEPTED","SCIENTIFIC","<i>Stomias</i> Cuvier, 1816","HIGHERRANK",94,14,"Animalia","Chordata","Stomiiformes","Stomiidae","1","44","774","2225",FALSE,"Stomias stomias","higher","Cuvier, 1816","ZOOLOGICAL",NA,NA,"Stomias",NA,"2346851",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strangomera bentincki","2413034","Strangomera bentincki (Norman, 1936)","Strangomera bentincki","SPECIES","ACCEPTED","SCIENTIFIC","<i>Strangomera</i> <i>bentincki</i> (Norman, 1936)","EXACT",99,15,"Animalia","Chordata","Clupeiformes","Clupeidae","1","44","538","7332",FALSE,"Strangomera bentincki","higher","(Norman, 1936)","ZOOLOGICAL","Strangomera","bentincki","Strangomera","Strangomera bentincki","9581966","2413034",NA,NA,NA,NA,NA,NA,NA,NA
