"taxa.list$scientificName_Old","usageKey","scientificName","canonicalName","rank","status","type","formattedName","matchType","confidence","timeTaken","kingdom","phylum","order","family","kingdomKey","phylumKey","orderKey","familyKey","value","verbatim_name","verbatim_rank","authorship","code","genericName","specificEpithet","genus","species","genusKey","speciesKey","note","unranked","unrankedKey","class","classKey","infraspecificEpithet","subspecies","subspeciesKey"
"Paraliparis anarthractae Stein & Tompkins, 1989","2336130","Paraliparis anarthractae Stein & Tompkins, 1989","Paraliparis anarthractae","SPECIES","SYNONYM","SCIENTIFIC","<i>Paraliparis</i> <i>anarthractae</i> Stein & Tompkins, 1989","EXACT",100,14,"Animalia","Chordata","Scorpaeniformes","Liparidae","1","44","590","8627",TRUE,"Paraliparis anarthractae Stein & Tompkins, 1989","higher","Stein & Tompkins, 1989","ZOOLOGICAL","Paraliparis","anarthractae","Praematoliparis","Praematoliparis anarthractae","2336128","2336129",NA,NA,NA,NA,NA,NA,NA,NA
"Paraliparis eltanini Stein & Tompkins, 1989","2336335","Paraliparis eltanini Stein & Tompkins, 1989","Paraliparis eltanini","SPECIES","ACCEPTED","SCIENTIFIC","<i>Paraliparis</i> <i>eltanini</i> Stein & Tompkins, 1989","EXACT",100,14,"Animalia","Chordata","Scorpaeniformes","Liparidae","1","44","590","8627",FALSE,"Paraliparis eltanini Stein & Tompkins, 1989","higher","Stein & Tompkins, 1989","ZOOLOGICAL","Paraliparis","eltanini","Paraliparis","Paraliparis eltanini","2336274","2336335",NA,NA,NA,NA,NA,NA,NA,NA
"Paraliparis membranaceus Günther, 1887","2336329","Paraliparis membranaceus Günther, 1887","Paraliparis membranaceus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Paraliparis</i> <i>membranaceus</i> Günther, 1887","EXACT",100,20,"Animalia","Chordata","Scorpaeniformes","Liparidae","1","44","590","8627",FALSE,"Paraliparis membranaceus Günther, 1887","higher","Günther, 1887","ZOOLOGICAL","Paraliparis","membranaceus","Paraliparis","Paraliparis membranaceus","2336274","2336329",NA,NA,NA,NA,NA,NA,NA,NA
"Paraliparis sp","2336274","Paraliparis Collett, 1879","Paraliparis","GENUS","ACCEPTED","SCIENTIFIC","<i>Paraliparis</i> Collett, 1879","HIGHERRANK",94,37,"Animalia","Chordata","Scorpaeniformes","Liparidae","1","44","590","8627",FALSE,"Paraliparis sp","higher","Collett, 1879","ZOOLOGICAL",NA,NA,"Paraliparis",NA,"2336274",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paranotothenia angustata (Hutton, 1875)","2385924","Paranotothenia angustata (Hutton, 1875)","Paranotothenia angustata","SPECIES","SYNONYM","SCIENTIFIC","<i>Paranotothenia</i> <i>angustata</i> (Hutton, 1875)","EXACT",100,17,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",TRUE,"Paranotothenia angustata (Hutton, 1875)","higher","(Hutton, 1875)","ZOOLOGICAL","Paranotothenia","angustata","Notothenia","Notothenia angustata","2385918","2385923",NA,NA,NA,NA,NA,NA,NA,NA
"Paranotothenia magellanica","2385936","Paranotothenia magellanica (Forster, 1801)","Paranotothenia magellanica","SPECIES","ACCEPTED","SCIENTIFIC","<i>Paranotothenia</i> <i>magellanica</i> (Forster, 1801)","EXACT",99,16,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Paranotothenia magellanica","higher","(Forster, 1801)","ZOOLOGICAL","Paranotothenia","magellanica","Paranotothenia","Paranotothenia magellanica","2385935","2385936",NA,NA,NA,NA,NA,NA,NA,NA
"Paranotothenia magellanica (Forster, 1801)","2385936","Paranotothenia magellanica (Forster, 1801)","Paranotothenia magellanica","SPECIES","ACCEPTED","SCIENTIFIC","<i>Paranotothenia</i> <i>magellanica</i> (Forster, 1801)","EXACT",100,10,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Paranotothenia magellanica (Forster, 1801)","higher","(Forster, 1801)","ZOOLOGICAL","Paranotothenia","magellanica","Paranotothenia","Paranotothenia magellanica","2385935","2385936",NA,NA,NA,NA,NA,NA,NA,NA
"Patagonotothen","2385854","Patagonotothen Balushkin, 1976","Patagonotothen","GENUS","ACCEPTED","SCIENTIFIC","<i>Patagonotothen</i> Balushkin, 1976","HIGHERRANK",94,30,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Patagonotothen","higher","Balushkin, 1976","ZOOLOGICAL",NA,NA,"Patagonotothen",NA,"2385854",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patagonotothen Balushkin, 1976","2385854","Patagonotothen Balushkin, 1976","Patagonotothen","GENUS","ACCEPTED","SCIENTIFIC","<i>Patagonotothen</i> Balushkin, 1976","HIGHERRANK",99,35,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Patagonotothen Balushkin, 1976","higher","Balushkin, 1976","ZOOLOGICAL",NA,NA,"Patagonotothen",NA,"2385854",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patagonotothen brevicauda","4284943","Patagonotothen brevicauda (Lönnberg, 1905)","Patagonotothen brevicauda","SPECIES","ACCEPTED","SCIENTIFIC","<i>Patagonotothen</i> <i>brevicauda</i> (Lönnberg, 1905)","EXACT",99,8,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Patagonotothen brevicauda","higher","(Lönnberg, 1905)","ZOOLOGICAL","Patagonotothen","brevicauda","Patagonotothen","Patagonotothen brevicauda","2385854","4284943",NA,NA,NA,NA,NA,NA,NA,NA
"Patagonotothen brevicauda (Lönnberg, 1905)","4284943","Patagonotothen brevicauda (Lönnberg, 1905)","Patagonotothen brevicauda","SPECIES","ACCEPTED","SCIENTIFIC","<i>Patagonotothen</i> <i>brevicauda</i> (Lönnberg, 1905)","EXACT",100,16,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Patagonotothen brevicauda (Lönnberg, 1905)","higher","(Lönnberg, 1905)","ZOOLOGICAL","Patagonotothen","brevicauda","Patagonotothen","Patagonotothen brevicauda","2385854","4284943",NA,NA,NA,NA,NA,NA,NA,NA
"Patagonotothen brevicauda brevicauda","7059169","Patagonotothen brevicauda brevicauda","Patagonotothen brevicauda brevicauda","SUBSPECIES","SYNONYM","SCIENTIFIC","<i>Patagonotothen</i> <i>brevicauda</i> <i>brevicauda</i>","EXACT",98,22,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",TRUE,"Patagonotothen brevicauda brevicauda","higher",NA,NA,"Patagonotothen","brevicauda","Patagonotothen","Patagonotothen brevicauda","2385854","4284943",NA,NA,NA,NA,NA,"brevicauda",NA,NA
"Patagonotothen canina (Smitt, 1897)","5962212","Patagonotothen canina (Smitt, 1897)","Patagonotothen canina","SPECIES","ACCEPTED","SCIENTIFIC","<i>Patagonotothen</i> <i>canina</i> (Smitt, 1897)","EXACT",100,6,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Patagonotothen canina (Smitt, 1897)","higher","(Smitt, 1897)","ZOOLOGICAL","Patagonotothen","canina","Patagonotothen","Patagonotothen canina","2385854","5962212",NA,NA,NA,NA,NA,NA,NA,NA
"Patagonotothen cornucola","2385859","Patagonotothen cornucola (Richardson, 1844)","Patagonotothen cornucola","SPECIES","ACCEPTED","SCIENTIFIC","<i>Patagonotothen</i> <i>cornucola</i> (Richardson, 1844)","EXACT",99,15,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Patagonotothen cornucola","higher","(Richardson, 1844)","ZOOLOGICAL","Patagonotothen","cornucola","Patagonotothen","Patagonotothen cornucola","2385854","2385859",NA,NA,NA,NA,NA,NA,NA,NA
"Patagonotothen cornucola (Richardson, 1844)","2385859","Patagonotothen cornucola (Richardson, 1844)","Patagonotothen cornucola","SPECIES","ACCEPTED","SCIENTIFIC","<i>Patagonotothen</i> <i>cornucola</i> (Richardson, 1844)","EXACT",100,17,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Patagonotothen cornucola (Richardson, 1844)","higher","(Richardson, 1844)","ZOOLOGICAL","Patagonotothen","cornucola","Patagonotothen","Patagonotothen cornucola","2385854","2385859",NA,NA,NA,NA,NA,NA,NA,NA
"Patagonotothen guntheri (Norman, 1937)","2385868","Patagonotothen guntheri (Norman, 1937)","Patagonotothen guntheri","SPECIES","ACCEPTED","SCIENTIFIC","<i>Patagonotothen</i> <i>guntheri</i> (Norman, 1937)","EXACT",100,14,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Patagonotothen guntheri (Norman, 1937)","higher","(Norman, 1937)","ZOOLOGICAL","Patagonotothen","guntheri","Patagonotothen","Patagonotothen guntheri","2385854","2385868",NA,NA,NA,NA,NA,NA,NA,NA
"Patagonotothen longipes","2385857","Patagonotothen longipes (Steindachner, 1876)","Patagonotothen longipes","SPECIES","ACCEPTED","SCIENTIFIC","<i>Patagonotothen</i> <i>longipes</i> (Steindachner, 1876)","EXACT",99,15,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Patagonotothen longipes","higher","(Steindachner, 1876)","ZOOLOGICAL","Patagonotothen","longipes","Patagonotothen","Patagonotothen longipes","2385854","2385857",NA,NA,NA,NA,NA,NA,NA,NA
"Patagonotothen longipes (Steindachner, 1876)","2385857","Patagonotothen longipes (Steindachner, 1876)","Patagonotothen longipes","SPECIES","ACCEPTED","SCIENTIFIC","<i>Patagonotothen</i> <i>longipes</i> (Steindachner, 1876)","EXACT",100,17,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Patagonotothen longipes (Steindachner, 1876)","higher","(Steindachner, 1876)","ZOOLOGICAL","Patagonotothen","longipes","Patagonotothen","Patagonotothen longipes","2385854","2385857",NA,NA,NA,NA,NA,NA,NA,NA
"Patagonotothen longipes ramsayi","6169301","Patagonotothen longipes ramsayi (Regan, 1913)","Patagonotothen longipes ramsayi","SUBSPECIES","SYNONYM","SCIENTIFIC","<i>Patagonotothen</i> <i>longipes</i> <i>ramsayi</i> (Regan, 1913)","EXACT",98,18,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",TRUE,"Patagonotothen longipes ramsayi","higher","(Regan, 1913)","ZOOLOGICAL","Patagonotothen","longipes","Patagonotothen","Patagonotothen ramsayi","2385854","2385878",NA,NA,NA,NA,NA,"ramsayi",NA,NA
"Patagonotothen longipes ramsayi (Regan, 1913)","6169301","Patagonotothen longipes ramsayi (Regan, 1913)","Patagonotothen longipes ramsayi","SUBSPECIES","SYNONYM","SCIENTIFIC","<i>Patagonotothen</i> <i>longipes</i> <i>ramsayi</i> (Regan, 1913)","EXACT",100,7,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",TRUE,"Patagonotothen longipes ramsayi (Regan, 1913)","higher","(Regan, 1913)","ZOOLOGICAL","Patagonotothen","longipes","Patagonotothen","Patagonotothen ramsayi","2385854","2385878",NA,NA,NA,NA,NA,"ramsayi",NA,NA
"Patagonotothen ramsayi","2385878","Patagonotothen ramsayi (Regan, 1913)","Patagonotothen ramsayi","SPECIES","ACCEPTED","SCIENTIFIC","<i>Patagonotothen</i> <i>ramsayi</i> (Regan, 1913)","EXACT",99,12,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Patagonotothen ramsayi","higher","(Regan, 1913)","ZOOLOGICAL","Patagonotothen","ramsayi","Patagonotothen","Patagonotothen ramsayi","2385854","2385878",NA,NA,NA,NA,NA,NA,NA,NA
"Patagonotothen ramsayi (Regan, 1913)","2385878","Patagonotothen ramsayi (Regan, 1913)","Patagonotothen ramsayi","SPECIES","ACCEPTED","SCIENTIFIC","<i>Patagonotothen</i> <i>ramsayi</i> (Regan, 1913)","EXACT",100,12,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Patagonotothen ramsayi (Regan, 1913)","higher","(Regan, 1913)","ZOOLOGICAL","Patagonotothen","ramsayi","Patagonotothen","Patagonotothen ramsayi","2385854","2385878",NA,NA,NA,NA,NA,NA,NA,NA
"Patagonotothen sima","2385864","Patagonotothen sima (Richardson, 1845)","Patagonotothen sima","SPECIES","ACCEPTED","SCIENTIFIC","<i>Patagonotothen</i> <i>sima</i> (Richardson, 1845)","EXACT",99,11,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Patagonotothen sima","higher","(Richardson, 1845)","ZOOLOGICAL","Patagonotothen","sima","Patagonotothen","Patagonotothen sima","2385854","2385864",NA,NA,NA,NA,NA,NA,NA,NA
"Patagonotothen sima (Richardson, 1845)","2385864","Patagonotothen sima (Richardson, 1845)","Patagonotothen sima","SPECIES","ACCEPTED","SCIENTIFIC","<i>Patagonotothen</i> <i>sima</i> (Richardson, 1845)","EXACT",100,6,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Patagonotothen sima (Richardson, 1845)","higher","(Richardson, 1845)","ZOOLOGICAL","Patagonotothen","sima","Patagonotothen","Patagonotothen sima","2385854","2385864",NA,NA,NA,NA,NA,NA,NA,NA
"Patagonotothen sp","2385854","Patagonotothen Balushkin, 1976","Patagonotothen","GENUS","ACCEPTED","SCIENTIFIC","<i>Patagonotothen</i> Balushkin, 1976","HIGHERRANK",94,22,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Patagonotothen sp","higher","Balushkin, 1976","ZOOLOGICAL",NA,NA,"Patagonotothen",NA,"2385854",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patagonotothen squamiceps","2385855","Patagonotothen squamiceps (Peters, 1877)","Patagonotothen squamiceps","SPECIES","ACCEPTED","SCIENTIFIC","<i>Patagonotothen</i> <i>squamiceps</i> (Peters, 1877)","EXACT",99,7,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Patagonotothen squamiceps","higher","(Peters, 1877)","ZOOLOGICAL","Patagonotothen","squamiceps","Patagonotothen","Patagonotothen squamiceps","2385854","2385855",NA,NA,NA,NA,NA,NA,NA,NA
"Patagonotothen squamiceps (Peters, 1877)","2385855","Patagonotothen squamiceps (Peters, 1877)","Patagonotothen squamiceps","SPECIES","ACCEPTED","SCIENTIFIC","<i>Patagonotothen</i> <i>squamiceps</i> (Peters, 1877)","EXACT",100,17,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Patagonotothen squamiceps (Peters, 1877)","higher","(Peters, 1877)","ZOOLOGICAL","Patagonotothen","squamiceps","Patagonotothen","Patagonotothen squamiceps","2385854","2385855",NA,NA,NA,NA,NA,NA,NA,NA
"Patagonotothen tessellata","2385875","Patagonotothen tessellata (Richardson, 1845)","Patagonotothen tessellata","SPECIES","ACCEPTED","SCIENTIFIC","<i>Patagonotothen</i> <i>tessellata</i> (Richardson, 1845)","EXACT",99,13,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Patagonotothen tessellata","higher","(Richardson, 1845)","ZOOLOGICAL","Patagonotothen","tessellata","Patagonotothen","Patagonotothen tessellata","2385854","2385875",NA,NA,NA,NA,NA,NA,NA,NA
"Patagonotothen tessellata (Richardson, 1845)","2385875","Patagonotothen tessellata (Richardson, 1845)","Patagonotothen tessellata","SPECIES","ACCEPTED","SCIENTIFIC","<i>Patagonotothen</i> <i>tessellata</i> (Richardson, 1845)","EXACT",100,15,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Patagonotothen tessellata (Richardson, 1845)","higher","(Richardson, 1845)","ZOOLOGICAL","Patagonotothen","tessellata","Patagonotothen","Patagonotothen tessellata","2385854","2385875",NA,NA,NA,NA,NA,NA,NA,NA
"Patagonotothen wiltoni","2385862","Patagonotothen wiltoni (Regan, 1913)","Patagonotothen wiltoni","SPECIES","ACCEPTED","SCIENTIFIC","<i>Patagonotothen</i> <i>wiltoni</i> (Regan, 1913)","EXACT",99,14,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Patagonotothen wiltoni","higher","(Regan, 1913)","ZOOLOGICAL","Patagonotothen","wiltoni","Patagonotothen","Patagonotothen wiltoni","2385854","2385862",NA,NA,NA,NA,NA,NA,NA,NA
"Patagonotothen wiltoni (Regan, 1913)","2385862","Patagonotothen wiltoni (Regan, 1913)","Patagonotothen wiltoni","SPECIES","ACCEPTED","SCIENTIFIC","<i>Patagonotothen</i> <i>wiltoni</i> (Regan, 1913)","EXACT",100,6,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Patagonotothen wiltoni (Regan, 1913)","higher","(Regan, 1913)","ZOOLOGICAL","Patagonotothen","wiltoni","Patagonotothen","Patagonotothen wiltoni","2385854","2385862",NA,NA,NA,NA,NA,NA,NA,NA
"Pennaclinus racemarius","8736392","Pennaclinus racemarius de Buen, 1962","Pennaclinus racemarius","SPECIES","ACCEPTED","SCIENTIFIC","<i>Pennaclinus</i> <i>racemarius</i> de Buen, 1962","EXACT",99,8,"Animalia","Chordata","Perciformes","Clinidae","1","44","587","4261",FALSE,"Pennaclinus racemarius","higher","de Buen, 1962","ZOOLOGICAL","Pennaclinus","racemarius","Pennaclinus","Pennaclinus racemarius","4840981","8736392",NA,NA,NA,NA,NA,NA,NA,NA
"Pennaclinus racemarius de Buen, 1962","8736392","Pennaclinus racemarius de Buen, 1962","Pennaclinus racemarius","SPECIES","ACCEPTED","SCIENTIFIC","<i>Pennaclinus</i> <i>racemarius</i> de Buen, 1962","EXACT",100,13,"Animalia","Chordata","Perciformes","Clinidae","1","44","587","4261",FALSE,"Pennaclinus racemarius de Buen, 1962","higher","de Buen, 1962","ZOOLOGICAL","Pennaclinus","racemarius","Pennaclinus","Pennaclinus racemarius","4840981","8736392",NA,NA,NA,NA,NA,NA,NA,NA
"Percichthys chilensis","2380437","Percichthys chilensis Girard, 1855","Percichthys chilensis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Percichthys</i> <i>chilensis</i> Girard, 1855","EXACT",99,12,"Animalia","Chordata","Perciformes","Percichthyidae","1","44","587","8574",FALSE,"Percichthys chilensis","higher","Girard, 1855","ZOOLOGICAL","Percichthys","chilensis","Percichthys","Percichthys chilensis","2380432","2380437",NA,NA,NA,NA,NA,NA,NA,NA
"Percichthys laevis (Jenyns, 1840)","2380433","Percichthys laevis (Jenyns, 1840)","Percichthys laevis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Percichthys</i> <i>laevis</i> (Jenyns, 1840)","EXACT",100,11,"Animalia","Chordata","Perciformes","Percichthyidae","1","44","587","8574",FALSE,"Percichthys laevis (Jenyns, 1840)","higher","(Jenyns, 1840)","ZOOLOGICAL","Percichthys","laevis","Percichthys","Percichthys laevis","2380432","2380433",NA,NA,NA,NA,NA,NA,NA,NA
"Percichthys melanops","2380444","Percichthys melanops Girard, 1855","Percichthys melanops","SPECIES","ACCEPTED","SCIENTIFIC","<i>Percichthys</i> <i>melanops</i> Girard, 1855","EXACT",99,7,"Animalia","Chordata","Perciformes","Percichthyidae","1","44","587","8574",FALSE,"Percichthys melanops","higher","Girard, 1855","ZOOLOGICAL","Percichthys","melanops","Percichthys","Percichthys melanops","2380432","2380444",NA,NA,NA,NA,NA,NA,NA,NA
"Percichthys melanops Girard, 1855","2380444","Percichthys melanops Girard, 1855","Percichthys melanops","SPECIES","ACCEPTED","SCIENTIFIC","<i>Percichthys</i> <i>melanops</i> Girard, 1855","EXACT",100,13,"Animalia","Chordata","Perciformes","Percichthyidae","1","44","587","8574",FALSE,"Percichthys melanops Girard, 1855","higher","Girard, 1855","ZOOLOGICAL","Percichthys","melanops","Percichthys","Percichthys melanops","2380432","2380444",NA,NA,NA,NA,NA,NA,NA,NA
"Percichthys trucha","2380438","Percichthys trucha (Valenciennes, 1833)","Percichthys trucha","SPECIES","ACCEPTED","SCIENTIFIC","<i>Percichthys</i> <i>trucha</i> (Valenciennes, 1833)","EXACT",99,5,"Animalia","Chordata","Perciformes","Percichthyidae","1","44","587","8574",FALSE,"Percichthys trucha","higher","(Valenciennes, 1833)","ZOOLOGICAL","Percichthys","trucha","Percichthys","Percichthys trucha","2380432","2380438",NA,NA,NA,NA,NA,NA,NA,NA
"Percichthys trucha (Valenciennes, 1833)","2380438","Percichthys trucha (Valenciennes, 1833)","Percichthys trucha","SPECIES","ACCEPTED","SCIENTIFIC","<i>Percichthys</i> <i>trucha</i> (Valenciennes, 1833)","EXACT",100,11,"Animalia","Chordata","Perciformes","Percichthyidae","1","44","587","8574",FALSE,"Percichthys trucha (Valenciennes, 1833)","higher","(Valenciennes, 1833)","ZOOLOGICAL","Percichthys","trucha","Percichthys","Percichthys trucha","2380432","2380438",NA,NA,NA,NA,NA,NA,NA,NA
"Perciformes","587","Perciformes","Perciformes","ORDER","ACCEPTED","SCIENTIFIC","<i>Perciformes</i>","HIGHERRANK",94,10,"Animalia","Chordata","Perciformes",NA,"1","44","587",NA,FALSE,"Perciformes","higher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phucocoetes latitans Jenyns, 1842","2381017","Phucocoetes latitans Jenyns, 1842","Phucocoetes latitans","SPECIES","ACCEPTED","SCIENTIFIC","<i>Phucocoetes</i> <i>latitans</i> Jenyns, 1842","EXACT",100,5,"Animalia","Chordata","Perciformes","Zoarcidae","1","44","587","5079",FALSE,"Phucocoetes latitans Jenyns, 1842","higher","Jenyns, 1842","ZOOLOGICAL","Phucocoetes","latitans","Phucocoetes","Phucocoetes latitans","2381016","2381017",NA,NA,NA,NA,NA,NA,NA,NA
"Phucocoetes variegatus Smitt, 1898","4353601","Phucocoetes variegatus Smitt, 1898","Phucocoetes variegatus","SPECIES","SYNONYM","SCIENTIFIC","<i>Phucocoetes</i> <i>variegatus</i> Smitt, 1898","EXACT",100,14,"Animalia","Chordata","Perciformes","Zoarcidae","1","44","587","5079",TRUE,"Phucocoetes variegatus Smitt, 1898","higher","Smitt, 1898","ZOOLOGICAL","Phucocoetes","variegatus","Iluocoetes","Iluocoetes fimbriatus","2380849","2380854",NA,NA,NA,NA,NA,NA,NA,NA
"Pinguipes chilensis","2387112","Pinguipes chilensis Valenciennes, 1833","Pinguipes chilensis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Pinguipes</i> <i>chilensis</i> Valenciennes, 1833","EXACT",99,12,"Animalia","Chordata","Perciformes","Pinguipedidae","1","44","587","8589",FALSE,"Pinguipes chilensis","higher","Valenciennes, 1833","ZOOLOGICAL","Pinguipes","chilensis","Pinguipes","Pinguipes chilensis","2387108","2387112",NA,NA,NA,NA,NA,NA,NA,NA
"Pinguipes chilensis Valenciennes, 1833","2387112","Pinguipes chilensis Valenciennes, 1833","Pinguipes chilensis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Pinguipes</i> <i>chilensis</i> Valenciennes, 1833","EXACT",100,12,"Animalia","Chordata","Perciformes","Pinguipedidae","1","44","587","8589",FALSE,"Pinguipes chilensis Valenciennes, 1833","higher","Valenciennes, 1833","ZOOLOGICAL","Pinguipes","chilensis","Pinguipes","Pinguipes chilensis","2387108","2387112",NA,NA,NA,NA,NA,NA,NA,NA
"Platea insignis Steindachner, 1898","5209349","Platea insignis Steindachner, 1898","Platea insignis","SPECIES","SYNONYM","SCIENTIFIC","<i>Platea</i> <i>insignis</i> Steindachner, 1898","EXACT",100,9,"Animalia","Chordata","Perciformes","Zoarcidae","1","44","587","5079",TRUE,"Platea insignis Steindachner, 1898","higher","Steindachner, 1898","ZOOLOGICAL","Platea","insignis","Dadyanos","Dadyanos insignis","2380700","2380701",NA,NA,NA,NA,NA,NA,NA,NA
"Pleuronectiformes","588","Pleuronectiformes","Pleuronectiformes","ORDER","ACCEPTED","SCIENTIFIC","<i>Pleuronectiformes</i>","HIGHERRANK",94,11,"Animalia","Chordata","Pleuronectiformes",NA,"1","44","588",NA,FALSE,"Pleuronectiformes","higher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pogonolycus elegans Norman, 1937","2380895","Pogonolycus elegans Norman, 1937","Pogonolycus elegans","SPECIES","ACCEPTED","SCIENTIFIC","<i>Pogonolycus</i> <i>elegans</i> Norman, 1937","EXACT",100,12,"Animalia","Chordata","Perciformes","Zoarcidae","1","44","587","5079",FALSE,"Pogonolycus elegans Norman, 1937","higher","Norman, 1937","ZOOLOGICAL","Pogonolycus","elegans","Pogonolycus","Pogonolycus elegans","2380892","2380895",NA,NA,NA,NA,NA,NA,NA,NA
"Pogonolycus marinae","2380893","Pogonolycus marinae (Lloris, 1988)","Pogonolycus marinae","SPECIES","ACCEPTED","SCIENTIFIC","<i>Pogonolycus</i> <i>marinae</i> (Lloris, 1988)","EXACT",99,12,"Animalia","Chordata","Perciformes","Zoarcidae","1","44","587","5079",FALSE,"Pogonolycus marinae","higher","(Lloris, 1988)","ZOOLOGICAL","Pogonolycus","marinae","Pogonolycus","Pogonolycus marinae","2380892","2380893",NA,NA,NA,NA,NA,NA,NA,NA
"Pogonolycus marinae (Lloris, 1988)","2380893","Pogonolycus marinae (Lloris, 1988)","Pogonolycus marinae","SPECIES","ACCEPTED","SCIENTIFIC","<i>Pogonolycus</i> <i>marinae</i> (Lloris, 1988)","EXACT",100,11,"Animalia","Chordata","Perciformes","Zoarcidae","1","44","587","5079",FALSE,"Pogonolycus marinae (Lloris, 1988)","higher","(Lloris, 1988)","ZOOLOGICAL","Pogonolycus","marinae","Pogonolycus","Pogonolycus marinae","2380892","2380893",NA,NA,NA,NA,NA,NA,NA,NA
"Porichthys margaritatus","2350825","Porichthys margaritatus (Richardson, 1844)","Porichthys margaritatus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Porichthys</i> <i>margaritatus</i> (Richardson, 1844)","EXACT",99,13,"Animalia","Chordata","Batrachoidiformes","Batrachoididae","1","44","1106","7187",FALSE,"Porichthys margaritatus","higher","(Richardson, 1844)","ZOOLOGICAL","Porichthys","margaritatus","Porichthys","Porichthys margaritatus","2350811","2350825",NA,NA,NA,NA,NA,NA,NA,NA
"Porichthys margaritatus (Richardson, 1844)","2350825","Porichthys margaritatus (Richardson, 1844)","Porichthys margaritatus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Porichthys</i> <i>margaritatus</i> (Richardson, 1844)","EXACT",100,14,"Animalia","Chordata","Batrachoidiformes","Batrachoididae","1","44","1106","7187",FALSE,"Porichthys margaritatus (Richardson, 1844)","higher","(Richardson, 1844)","ZOOLOGICAL","Porichthys","margaritatus","Porichthys","Porichthys margaritatus","2350811","2350825",NA,NA,NA,NA,NA,NA,NA,NA
"Praematoliparis anarthractae (Stein & Tompkins, 1989)","2336129","Praematoliparis anarthractae (Stein & Tompkins, 1989)","Praematoliparis anarthractae","SPECIES","ACCEPTED","SCIENTIFIC","<i>Praematoliparis</i> <i>anarthractae</i> (Stein & Tompkins, 1989)","EXACT",100,16,"Animalia","Chordata","Scorpaeniformes","Liparidae","1","44","590","8627",FALSE,"Praematoliparis anarthractae (Stein & Tompkins, 1989)","higher","(Stein & Tompkins, 1989)","ZOOLOGICAL","Praematoliparis","anarthractae","Praematoliparis","Praematoliparis anarthractae","2336128","2336129",NA,NA,NA,NA,NA,NA,NA,NA
