"id_CC","occurrenceID_master","datasetName_tmp","canonicalName","year","eventDate","locality","decimalLatitude","decimalLongitude","bibliographicCitation","catalogNumber","institutionCode","Duplicate","Comment","Remove_from_master",".references",".associatedReferences",".decimalLat",".decimalLon",".locality",".year",".eventDate",".bibliographicCitation",".canonicalName",".scientificName",".catalogNumber",".recordedBy",".occurrenceID"
6243,"MAguilar.Lit.Review.800","agui","salmo salar",2006,NA,"l.gral carrera",-46.4709722222,-72.7224166671,"Habit, E., Gonzalez,","800",NA,1,"associatedreference: (Cussac et al., 2020)",NA,NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6244,"MAguilar.Lit.Review.569","agui","salmo salar",NA,NA,"l.gral carrera",-46.4709722222,-72.7224166671,"Cussac, V.E.; Barran","569",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6245,"MAguilar.Lit.Review.798","agui","salmo trutta",2006,NA,"l.gral carrera",-46.4709722222,-72.7224166671,"Habit, E., Gonzalez,","798",NA,1,"associatedReference: (Cussac et al., 2020)",NA,NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6246,"MAguilar.Lit.Review.567","agui","salmo trutta",NA,NA,"l.gral carrera",-46.4709722222,-72.7224166671,"Cussac, V.E.; Barran","567",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6293,"MAguilar.Lit.Review.1373","agui","galaxias platei",NA,NA,"lago riesco",-45.4666666668,-72.7166666672,"Zama A. y Cárdenas E","1373",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6295,"MAguilar.Lit.Review.1090","agui","geotria australis",NA,NA,"puerto piedra",-42.3999999997,-72.7166666672,"Rademacher K. 2007. ","1090",NA,0,"change coordinates to -45.400000, -72.725000",NA,NA,NA,-45.4,-72.725,NA,NA,NA,NA,NA,NA,NA,NA,NA
6296,"MAguilar.Lit.Review.794","agui","oncorhynchus mykiss",2006,NA,"lago los palos",-44.9446111112,-72.716638889,"Habit, E., Gonzalez,","794",NA,NA,"change coordinates to : -45.323117, -72.694578

",NA,NA,NA,-45.323117,-72.694578,NA,NA,NA,NA,NA,NA,NA,NA,NA
6297,"MAguilar.Lit.Review.793","agui","salmo trutta",2006,NA,"lago los palos",-44.9446111112,-72.716638889,"Habit, E., Gonzalez,","793",NA,NA,"change coordinates to : -45.323117, -72.694578

",NA,NA,NA,-45.323117,-72.694578,NA,NA,NA,NA,NA,NA,NA,NA,NA
6324,"SUBPESCA.PecesContinentales2019.14866","subpesca-1","galaxias platei",2008,NA,NA,-47.350022,-72.713941,"CEA (NA) Linea Base ","14866",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6327,"SUBPESCA.PecesContinentales2019.15947","subpesca-1","odontesthes hatcheri",2010,NA,NA,-47.350022,-72.713941,"CEA (NA) Linea Base ","15947",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6335,"SUBPESCA.PecesContinentales2019.15968","subpesca-1","percichthys trucha",2010,NA,NA,-47.350022,-72.713941,"CEA (NA) Linea Base ","15968",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6341,"SUBPESCA.PecesContinentales2019.14862","subpesca-1","galaxias platei",2008,NA,NA,-46.441502,-72.713738,"CEA (NA) Linea Base ","14862",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6343,"SUBPESCA.PecesContinentales2019.4766","subpesca-1","galaxias platei",2009,NA,NA,-46.441502,-72.713738,"CEA (NA) Proyecto Hi","4766",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6365,"SUBPESCA.PecesContinentales2019.16200","subpesca-1","odontesthes hatcheri",2011,NA,NA,-47.349943,-72.713136,"CEA (NA) Monitoreo L","16200",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6366,"SUBPESCA.PecesContinentales2019.21539","subpesca-1","odontesthes hatcheri",2012,NA,NA,-47.349943,-72.713136,"CEA (NA) Monitoreo L","21539",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6369,"SUBPESCA.PecesContinentales2019.16248","subpesca-1","percichthys trucha",2011,NA,NA,-47.349943,-72.713136,"CEA (NA) Monitoreo L","16248",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6370,"SUBPESCA.PecesContinentales2019.21541","subpesca-1","percichthys trucha",2012,NA,NA,-47.349943,-72.713136,"CEA (NA) Monitoreo L","21541",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6436,"MAguilar.Lit.Review.306","agui","galaxias platei",2007,NA,"laguna alta",-45.5347000001,-72.7086000003,"CORREA, C., BRAVO, A","306",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6445,"SUBPESCA.PecesContinentales2019.21530","subpesca-1","galaxias platei",2012,NA,NA,-47.133062,-72.708332,"CEA (NA) Monitoreo L","21530",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6475,"MAguilar.Lit.Review.713","agui","galaxias maculatus",2013,NA,"río cisnes",-44.7530555559,-72.7063888893,"Górski K, Habit EM a","713",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6588,"SUBPESCA.PecesContinentales2019.4781","subpesca-1","eleginops maclovinus",2009,NA,NA,-46.842361,-72.703534,"CEA (NA) Proyecto Hi","4781",NA,NA,"Remove. There are no Eleginops maclovinus in General Carrera Lake.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6647,"Correa.Boisjoly.collection.000355","fish database correa-boisjoly","animalia",2007,"2007-02-21","lago palos",-45.320933,-72.702733,"Correa, Cristián, Ma",NA,NA,NA,"Change canonicalName to Galaxias",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galaxias",NA,NA,NA,NA
6656,"ANGBF22346-19","gbif","aplochiton taeniatus",2007,"2007-01-01",NA,-45.3209,-72.7027,NA,NA,"mined from genbank, ncbi",0,"Came from Alo et al. 2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6657,"MAguilar.Lit.Review.280","agui","aplochiton zebra",2007,NA,"lago los palos",-45.3208999999,-72.7026999998,"Correa, C. and Hendr","280",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6658,"MAguilar.Lit.Review.281","agui","galaxias maculatus",2007,NA,"lago los palos",-45.3208999999,-72.7026999998,"Correa, C. and Hendr","281",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6659,"MAguilar.Lit.Review.318","agui","galaxias platei",2007,NA,"lago los palos",-45.3208999999,-72.7026999998,"CORREA, C., BRAVO, A","318",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6660,"MAguilar.Lit.Review.338","agui","salmo trutta",2007,NA,"lago los palos",-45.3208999999,-72.7026999998,"CORREA, C., BRAVO, A","338",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6668,"MMA:ICT:0001976","mma2","galaxias maculatus",2013,"2013-09-26","rio cisnes. llanura aerodromo. rio cisnes entre rio grande esperanza y desembocadura",-44.756,-72.702,"OrigenReg: Base Dato",NA,NA,1,"associated References: (Górski et al. 2015)",NA,NA,"Górski et al. 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6693,"SUBPESCA.PecesContinentales2019.16170","subpesca-1","aplochiton zebra",2011,NA,NA,-47.280682,-72.701194,"CEA (NA) Monitoreo L","16170",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6694,"SUBPESCA.PecesContinentales2019.16186","subpesca-1","galaxias platei",2011,NA,NA,-47.280682,-72.701194,"CEA (NA) Monitoreo L","16186",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6695,"SUBPESCA.PecesContinentales2019.16198","subpesca-1","odontesthes hatcheri",2011,NA,NA,-47.280682,-72.701194,"CEA (NA) Monitoreo L","16198",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6698,"SUBPESCA.PecesContinentales2019.21526","subpesca-1","percichthys trucha",2012,NA,NA,-47.280682,-72.701194,"CEA (NA) Monitoreo L","21526",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6708,"MMA:ICT:0001975","mma2","galaxias maculatus",2013,"2013-09-26","rio cisnes. estuario puerto cisnes. rio cisnes entre rio grande esperanza y desembocadura",-44.744,-72.701,"OrigenReg: Base Dato",NA,NA,1,"associated References: (Górski et al. 2015)",NA,NA,"Górski et al. 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6709,"SUBPESCA.PecesContinentales2019.4893","subpesca-1","galaxias platei",2009,NA,NA,-47.280144,-72.700821,"CEA (NA) Proyecto Hi","4893",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6713,"SUBPESCA.PecesContinentales2019.15917","subpesca-1","percichthys trucha",2010,NA,NA,-47.280144,-72.700821,"CEA (NA) Linea Base ","15917",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6724,"MAguilar.Lit.Review.1058","agui","aplochiton zebra",NA,NA,"aysén",-45.4166666669,-72.7000000003,"Rademacher K. 2007. ","1058",NA,0,"From Zama and Cardenas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6726,"MAguilar.Lit.Review.1377","agui","geotria australis",NA,NA,"puerto aysén",-45.4166666669,-72.7000000003,"Zama A. y Cárdenas E","1377",NA,1,"associatedReference: (Rademacher 2007)",NA,NA,"Rademacher 2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6727,"MAguilar.Lit.Review.1091","agui","geotria australis",NA,NA,"puerto aysén",-45.4,-72.7000000003,"Rademacher K. 2007. ","1091",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6728,"MAguilar.Lit.Review.139","agui","aplochiton taeniatus",2007,NA,"aysén-palos",-45.3199999998,-72.7000000003,"Alò D, Correa C, Sam","139",NA,0,"Same reference as from Alo et al. 2013.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6729,"MAguilar.Lit.Review.144","agui","galaxias platei",2007,NA,"aysén-palos",-45.3199999998,-72.7000000003,"Alò D, Correa C, Sam","144",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6730,"MAguilar.Lit.Review.145","agui","salmo trutta",2007,NA,"aysén-palos",-45.3199999998,-72.7000000003,"Alò D, Correa C, Sam","145",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6734,"MAguilar.Lit.Review.297","agui","salmo trutta",2007,NA,"lago palos",-45.3186026458,-72.6997482612,"Correa, C. and Hendr","297",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6764,"SUBPESCA.PecesContinentales2019.14939","subpesca-1","galaxias platei",2008,NA,NA,-47.131512,-72.694776,"CEA (NA) Linea Base ","14939",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6765,"SUBPESCA.PecesContinentales2019.4847","subpesca-1","galaxias platei",2009,NA,NA,-47.131512,-72.694776,"CEA (NA) Proyecto Hi","4847",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6782,"MMA:ICT:0002743","mma2","hatcheria macraei",NA,NA,"lago  general carrera. costeras entre rio avellano y rio murta",-46.468,-72.694,"OrigenReg: Publicaci",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6832,"MMA:ICT:0000214","mma2","aplochiton zebra",NA,NA,"laguna sofía. en pequeños arroyos que fluyen hacia la laguna sofía. costeras entre rio prat chico y puerto condor",-51.511,-72.686,"FuenteReg: McDowall ",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6961,"MAguilar.Lit.Review.1241","agui","aplochiton zebra",2009,"2009-04-14","lenca",-41.6049999998,-72.6820000003,"Vanhaecke D, Garcia ","1241",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6970,"SUBPESCA.PecesContinentales2019.4627","subpesca-1","galaxias platei",2007,NA,NA,-47.314161,-72.681694,"CEA (NA) Proyecto Hi","4627",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6999,"MAguilar.Lit.Review.1258","agui","aplochiton zebra",NA,NA,"lenca",-41.6100000002,-72.6799999998,"Vanhaecke, D., Garci","1258",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,"MAguilar.Lit.Review.1264","agui","galaxias maculatus",NA,NA,"lenca",-41.6100000002,-72.6799999998,"Vanhaecke, D., Garci","1264",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7001,"MAguilar.Lit.Review.1269","agui","oncorhynchus mykiss",NA,NA,"río lenca",-41.6100000002,-72.6799999998,"Vanhaecke, D., Garci","1269",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7002,"MAguilar.Lit.Review.1271","agui","salmo trutta",NA,NA,"río lenca",-41.6100000002,-72.6799999998,"Vanhaecke, D., Garci","1271",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7006,"MAguilar.Lit.Review.781","agui","oncorhynchus mykiss",2006,NA,"lago toro",-51.2378459998,-72.6795190001,"Habit, E., Gonzalez,","781",NA,1,"associated Reference: (Cussac et al., 2020)",NA,NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7008,"MAguilar.Lit.Review.561","agui","oncorhynchus mykiss",NA,NA,"lago toro",-51.2378459998,-72.6795190001,"Cussac, V.E.; Barran","561",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7009,"MAguilar.Lit.Review.782","agui","oncorhynchus tshawytscha",2006,NA,"lago toro",-51.2378459998,-72.6795190001,"Habit, E., Gonzalez,","782",NA,1,"associatedReferences: (Cussac et al. 2020)",NA,NA,"Cussac et al. 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7010,"MAguilar.Lit.Review.562","agui","oncorhynchus tshawytscha",NA,NA,"lago toro",-51.2378459998,-72.6795190001,"Cussac, V.E.; Barran","562",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7011,"MAguilar.Lit.Review.780","agui","salmo trutta",2006,NA,"lago toro",-51.2378459998,-72.6795190001,"Habit, E., Gonzalez,","780",NA,1,"associatedReferences: (Ortiz-Sandoval et al. 2017) | (Cussac et al. 2020)",NA,NA,"Ortiz-Sandoval et al. 2017) | (Cussac et al. 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7012,"MAguilar.Lit.Review.1015","agui","salmo trutta",2007,NA,"lago toro",-51.2378459998,-72.6795190001,"Ortiz-Sandoval, J., ","1015",NA,0,"associatedReferences: (Cussac et al. 2020)",NA,NA,"Cussac et al. 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7013,"MAguilar.Lit.Review.563","agui","salmo trutta",NA,NA,"lago toro",-51.2378459998,-72.6795190001,"Cussac, V.E.; Barran","563",NA,0,"associatedReferences: (Ortiz-Sandoval et al. 2017) | (Cussac et al. 2020)",NA,NA,"Ortiz-Sandoval et al. 2017) | (Cussac et al. 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7016,"SUBPESCA.PecesContinentales2019.7094","subpesca-1","mordacia lapicida",2009,NA,NA,-43.997104,-72.679487,"GESAM (NA) Sistema D","7094",NA,NA,"Only record in Aysén",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7025,"SUBPESCA.PecesContinentales2019.15158","subpesca-1","galaxias maculatus",2008,NA,NA,-45.497945,-72.677913,"CEA (NA) Linea De Ba","15158",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7082,"SUBPESCA.PecesContinentales2019.14650","subpesca-1","galaxias platei",2007,NA,NA,-45.533424,-72.673302,"CEA (NA) Linea De Ba","14650",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7148,"SUBPESCA.PecesContinentales2019.14649","subpesca-1","galaxias platei",2007,NA,NA,-45.539743,-72.667111,"CEA (NA) Linea De Ba","14649",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7187,"MAguilar.Lit.Review.270","agui","oncorhynchus mykiss",2007,NA,"río pangal",-41.4800000001,-72.6602999996,"Consuegra, S., Phill","270",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7203,"SUBPESCA.PescaInvestigacion2012-2023.014","subpesca-2","aplochiton zebra",2014,"2014-03-01","chaicas",-41.610767,-72.653978,"Gaman Limno Studies ",NA,NA,NA,"Change Locality to Río Lenca",NA,NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA
7204,"SUBPESCA.PescaInvestigacion2012-2023.015","subpesca-2","galaxias maculatus",2014,"2014-03-01","chaicas",-41.610767,-72.653978,"Gaman Limno Studies ",NA,NA,NA,"Change Locality to Río Lenca",NA,NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA
7205,"SUBPESCA.PescaInvestigacion2012-2023.023","subpesca-2","galaxias maculatus",2014,"2014-07-01","chaicas",-41.610767,-72.653978,"Gaman Limno Studies ",NA,NA,NA,"Change Locality to Río Lenca",NA,NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA
7206,"SUBPESCA.PescaInvestigacion2012-2023.013","subpesca-2","salmo salar",2014,"2014-03-01","chaicas",-41.610767,-72.653978,"Gaman Limno Studies ",NA,NA,1,"Change Locality to Río Lenca",NA,NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA
7210,"SUBPESCA.PecesContinentales2019.31201","subpesca-1","salmo salar",2014,NA,NA,-41.610766667,-72.653977778,"Gaman Limno Studies ","31201",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7213,"CIMAR1_88_sp16","gbif","atheriniformes",1995,"1995-10-27",NA,-44.51,-72.6533,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7215,"SUBPESCA.PescaInvestigacion2012-2023.020","subpesca-2","salmo salar",2014,"2014-07-01","chaicas",-41.608119,-72.652683,"Gaman Limno Studies ",NA,NA,1,"Change Locality to Río Lenca",NA,NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA
7217,"SUBPESCA.PescaInvestigacion2012-2023.012","subpesca-2","salmo trutta",2014,"2014-03-01","chaicas",-41.608119,-72.652683,"Gaman Limno Studies ",NA,NA,NA,"Change Locality to Río Lenca",NA,NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA
7218,"SUBPESCA.PescaInvestigacion2012-2023.022","subpesca-2","salmo trutta",2014,"2014-07-01","chaicas",-41.608119,-72.652683,"Gaman Limno Studies ",NA,NA,NA,"Change Locality to Río Lenca",NA,NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA
7219,"SUBPESCA.PecesContinentales2019.31203","subpesca-1","salmo salar",2014,NA,NA,-41.608119444,-72.652518333,"Gaman Limno Studies ","31203",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7223,"SUBPESCA.PecesContinentales2019.21492","subpesca-1","galaxias platei",2012,NA,NA,-47.32774,-72.652074,"CEA (NA) Monitoreo L","21492",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7247,"SUBPESCA.PecesContinentales2019.4902","subpesca-1","galaxias platei",2009,NA,NA,-47.327269,-72.651473,"CEA (NA) Proyecto Hi","4902",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7272,"urn:catalog:CAS:ICH:55141","idig","aplochiton zebra",1968,"1968-02-10","patagonian chile",-51.527707,-72.646889,NA,"55141","cas",1,"change locality to Laguna Sofia",NA,NA,NA,NA,NA,"Laguna Sofia",NA,NA,NA,NA,NA,NA,NA,NA
7280,"SUBPESCA.PecesContinentales2019.4881","subpesca-1","galaxias platei",2009,NA,NA,-47.228767,-72.64534,"CEA (NA) Proyecto Hi","4881",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7289,"SUBPESCA.PecesContinentales2019.31199","subpesca-1","salmo salar",2014,NA,NA,-41.606275,-72.645333333,"Gaman Limno Studies ","31199",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7296,"SUBPESCA.PescaInvestigacion2012-2023.018","subpesca-2","salmo salar",2014,"2014-07-01","chaicas",-41.606275,-72.645333,"Gaman Limno Studies ",NA,NA,1,"Change Locality to Río Lenca",NA,NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA
7297,"SUBPESCA.PescaInvestigacion2012-2023.011","subpesca-2","salmo trutta",2014,"2014-03-01","chaicas",-41.606275,-72.645333,"Gaman Limno Studies ",NA,NA,NA,"Change Locality to Río Lenca",NA,NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA
7298,"SUBPESCA.PescaInvestigacion2012-2023.019","subpesca-2","salmo trutta",2014,"2014-07-01","chaicas",-41.606275,-72.645333,"Gaman Limno Studies ",NA,NA,NA,"Change Locality to Río Lenca",NA,NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA
7319,"SUBPESCA.PecesContinentales2019.21467","subpesca-1","galaxias platei",2012,NA,NA,-47.228932,-72.641568,"CEA (NA) Monitoreo L","21467",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7321,"SUBPESCA.PecesContinentales2019.16195","subpesca-1","hatcheria macraei",2011,NA,NA,-47.228932,-72.641568,"CEA (NA) Monitoreo L","16195",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7325,"SUBPESCA.PecesContinentales2019.21472","subpesca-1","percichthys trucha",2012,NA,NA,-47.228932,-72.641568,"CEA (NA) Monitoreo L","21472",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7331,"MAguilar.Lit.Review.271","agui","oncorhynchus mykiss",2007,NA,"bco. correntoso",-41.3940000002,-72.6411000001,"Consuegra, S., Phill","271",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7344,"MAguilar.Lit.Review.381","agui","aplochiton zebra",NA,NA,"lago sofía",-51.2666666669,-72.6333333326,"Cussac, V., Ortubay,","381",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7345,"MAguilar.Lit.Review.477","agui","galaxias platei",NA,NA,"lago sofía",-51.2666666669,-72.6333333326,"Cussac, V., Ortubay,","477",NA,0,"Change coordinates to -51.526421, -72.655984",NA,NA,NA,-51.526421,-72.655984,NA,NA,NA,NA,NA,NA,NA,NA,NA
7348,"SUBPESCA.PecesContinentales2019.16185","subpesca-1","galaxias platei",2011,NA,NA,-47.211245,-72.632236,"CEA (NA) Monitoreo L","16185",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7349,"SUBPESCA.PecesContinentales2019.16194","subpesca-1","hatcheria macraei",2011,NA,NA,-47.211245,-72.632236,"CEA (NA) Monitoreo L","16194",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7443,"SUBPESCA.PecesContinentales2019.16169","subpesca-1","aplochiton zebra",2011,NA,NA,-47.198685,-72.628438,"CEA (NA) Monitoreo L","16169",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7444,"SUBPESCA.PecesContinentales2019.21441","subpesca-1","galaxias platei",2012,NA,NA,-47.198685,-72.628438,"CEA (NA) Monitoreo L","21441",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7446,"SUBPESCA.PecesContinentales2019.16193","subpesca-1","hatcheria macraei",2011,NA,NA,-47.198685,-72.628438,"CEA (NA) Monitoreo L","16193",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7447,"SUBPESCA.PecesContinentales2019.21442","subpesca-1","hatcheria macraei",2012,NA,NA,-47.198685,-72.628438,"CEA (NA) Monitoreo L","21442",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7476,"SUBPESCA.PecesContinentales2019.15201","subpesca-1","geotria australis",2008,NA,NA,-45.47078,-72.619375,"CEA (NA) Linea De Ba","15201",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7482,"SUBPESCA.PecesContinentales2019.31198","subpesca-1","salmo salar",2014,NA,NA,-41.602375,-72.616436111,"Gaman Limno Studies ","31198",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7485,"SUBPESCA.PescaInvestigacion2012-2023.017","subpesca-2","salmo trutta",2014,"2014-07-01","chaicas",-41.602375,-72.616436,"Gaman Limno Studies ",NA,NA,NA,"Change Locality to Río Lenca",NA,NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA
7617,"SUBPESCA.PecesContinentales2019.15200","subpesca-1","geotria australis",2008,NA,NA,-45.463658,-72.610235,"CEA (NA) Linea De Ba","15200",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7904,"CIMAR1_89_sp16","gbif","atheriniformes",1995,"1995-10-27",NA,-44.415,-72.6033,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8085,"SUBPESCA.PescaInvestigacion2012-2023.007","subpesca-2","salmo trutta",2014,"2014-03-01","chaicas",-41.598,-72.600556,"Gaman Limno Studies ",NA,NA,NA,"Change Locality to Río Lenca",NA,NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA
