"id_CC","occurrenceID_master","datasetName_tmp","canonicalName","year","eventDate","locality","decimalLatitude","decimalLongitude","bibliographicCitation","catalogNumber","institutionCode","Duplicate","Comment","Remove_from_master",".references",".associatedReferences",".decimalLat",".decimalLon",".locality",".year",".eventDate",".bibliographicCitation",".canonicalName",".scientificName",".catalogNumber",".recordedBy",".occurrenceID"
316,"MAguilar.Lit.Review.1234","agui","aplochiton taeniatus",2007,"2007-11-29","u25, chiloé",-41.8139999999,-73.9710000003,"Vanhaecke D, Garcia ","1234",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,"MAguilar.Lit.Review.1063","agui","eleginops maclovinus",NA,NA,"laguna san rafael",-46.6666666671,-73.9666666674,"Rademacher K. 2007. ","1063",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,"MAguilar.Lit.Review.387","agui","galaxias globiceps",NA,NA,"río cipresales",-42.6166666671,-73.9666666674,"Cussac, V., Ortubay,","387",NA,0,"Remove. bad coordinates. See other record from Rio Cipresal","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,"MAguilar.Lit.Review.1236","agui","aplochiton taeniatus",2007,"2007-11-30","u26, chiloé",-41.8859999999,-73.9619999999,"Vanhaecke D, Garcia ","1236",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,"MAguilar.Lit.Review.769","agui","oncorhynchus mykiss",2006,NA,"lago tepuhueico",-42.7930189998,-73.9600109999,"Habit, E., Gonzalez,","769",NA,1,"associatedReference: (Cussac et al., 2020)",NA,NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,"MAguilar.Lit.Review.526","agui","oncorhynchus mykiss",NA,NA,"lago tepuhueico",-42.7930189998,-73.9600109999,"Cussac, V.E.; Barran","526",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,"MAguilar.Lit.Review.768","agui","salmo trutta",2006,NA,"lago tepuhueico",-42.7930189998,-73.9600109999,"Habit, E., Gonzalez,","768",NA,1,"associatedsReference: (Cussac et al., 2020)",NA,NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,"MAguilar.Lit.Review.527","agui","salmo trutta",NA,NA,"lago tepuhueico",-42.7930189998,-73.9600109999,"Cussac, V.E.; Barran","527",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,"MAguilar.Lit.Review.1237","agui","aplochiton taeniatus",2007,"2007-11-30","u27, chiloé",-41.8929999998,-73.959,"Vanhaecke D, Garcia ","1237",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,"CIMAR1_96_sp16","gbif","atheriniformes",1995,"1995-10-26",NA,-44.5633,-73.955,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,"MAguilar.Lit.Review.828","agui","odontesthes brevianalis",NA,NA,"lago huillinco",-42.6599999999,-73.9499999996,"Hughes, LC, Cardoso,","828",NA,NA,"associatedReference: (Habit et al. 2012)",NA,NA,"Habit et al. 2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,"MAguilar.Lit.Review.763","agui","oncorhynchus mykiss",2006,NA,"lago huillinco",-42.670143,-73.9482679998,"Habit, E., Gonzalez,","763",NA,1,"associatedReference: (Cussac et al., 2020)",NA,NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,"MAguilar.Lit.Review.520","agui","oncorhynchus mykiss",NA,NA,"lago huillinco",-42.670143,-73.9482679998,"Cussac, V.E.; Barran","520",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,"MAguilar.Lit.Review.762","agui","salmo trutta",2006,NA,"lago huillinco",-42.670143,-73.9482679998,"Habit, E., Gonzalez,","762",NA,1,"associatedsReference: (Cussac et al., 2020)",NA,NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,"MAguilar.Lit.Review.521","agui","salmo trutta",NA,NA,"lago huillinco",-42.670143,-73.9482679998,"Cussac, V.E.; Barran","521",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,"MMA:ICT:0001882","mma2","galaxias maculatus",2007,"2007-12-22","lago tepuhueico. en lodge tepuhueico. costera vertiente oeste entre rio cucao (incluido) y rio medina (incluido)",-42.803,-73.924,"OrigenReg: Base Dato",NA,NA,NA,"associatedReference: (Habit et al. 2012)",NA,NA,"Habit et al. 2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,"MAguilar.Lit.Review.273","agui","oncorhynchus mykiss",2007,NA,"sitio de muestreo granja 2, chiloé",-42.4206,-73.9194999996,"Consuegra, S., Phill","273",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,"http://id.smns-bw.org/smns/collection/781779/1243849/785891","gbif","diplomystes chilensis",1853,"1853-07","water body: into southeastern pacific ocean; chiloè island, flüsse/rivers",-42.5,-73.91667,NA,"smns-z-pi-000357 / 1243849 / smns-z-pi-000357","smns",NA,"Remove. Preserved specimen. Most likely not from Chiloé, as Poeppig did not sample in Chiloé.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MAguilar.Lit.Review.1072","agui","eleginops maclovinus",NA,NA,"canales de chiloé",-42.666666667,-73.9166666666,"Rademacher K. 2007. ","1072",NA,0,"Remove","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,"MAguilar.Lit.Review.1081","agui","galaxias maculatus",NA,NA,"canales de chiloé",-42.666666667,-73.9166666666,"Rademacher K. 2007. ","1081",NA,0,"Remove","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,"CIMAR1_95_sp16","gbif","atheriniformes",1995,"1995-10-26",NA,-44.47,-73.9033,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
846,"MMA:ICT:0001856","mma2","galaxias maculatus",2006,"2006-07-17","lago huillinco. costera vertiente oeste entre rio cucao (incluido) y rio medina (incluido)",-42.67,-73.897,"OrigenReg: Base Dato",NA,NA,NA,"associatedReference: (Habit et al. 2012)",NA,NA,"Habit et al. 2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
862,"CIMAR1_73_sp16","gbif","atheriniformes",1995,"1995-11-03",NA,-45.4567,-73.88,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,"CIMAR1_62_sp16","gbif","atheriniformes",1995,"1995-11-02",NA,-45.7233,-73.8717,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,"CIMAR1_33_sp16","gbif","atheriniformes",1995,"1995-10-25",NA,-43.7083,-73.85,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,"CIMAR1_74_sp16","gbif","atheriniformes",1995,"1995-11-01",NA,-45.5933,-73.8383,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,"SUBPESCA.PecesContinentales2019.5445","subpesca-1","galaxias globiceps",2008,NA,NA,-42.100911,-73.832383,"INGENDESA (NA) Minic","5445",NA,NA,"Remove. most likely G. platei. Record from estudio de impacto ambiental.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,"MAguilar.Lit.Review.765","agui","oncorhynchus mykiss",2006,NA,"lago natri",-42.79468,-73.8136410003,"Habit, E., Gonzalez,","765",NA,1,"associatedsReference: (Cussac et al., 2020)",NA,NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,"MAguilar.Lit.Review.522","agui","oncorhynchus mykiss",NA,NA,"lago natri",-42.79468,-73.8136410003,"Cussac, V.E.; Barran","522",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,"MAguilar.Lit.Review.764","agui","salmo trutta",2006,NA,"lago natri",-42.79468,-73.8136410003,"Habit, E., Gonzalez,","764",NA,1,"associatedsReference: (Cussac et al., 2020)",NA,NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,"MAguilar.Lit.Review.523","agui","salmo trutta",NA,NA,"lago natri",-42.79468,-73.8136410003,"Cussac, V.E.; Barran","523",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,"MMA:ICT:0000886","mma2","brachygalaxias bullocki",2002,NA,"río puntra. rio chepu",-42.118,-73.809,"FuenteReg: Gonzalez ",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
926,"MMA:ICT:0001115","mma2","cheirodon australe",2002,NA,"río puntra. rio chepu",-42.118,-73.809,"FuenteReg: Gonzalez ",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
927,"MMA:ICT:0002494","mma2","galaxias platei",2002,NA,"río puntra. rio chepu",-42.118,-73.809,"FuenteReg: Gonzalez ",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
928,"MMA:ICT:0005199","mma2","trichomycterus areolatus",2002,NA,"río puntra. rio chepu",-42.118,-73.809,"FuenteReg: Gonzalez ",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
946,"MMA:ICT:0001118","mma2","cheirodon australe",1993,NA,"lago tarahuín. en zona litoral. costera vertiente oeste entre rio cucao (incluido) y rio medina (incluido)",-42.717,-73.8,"FuenteReg: Campos et",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
978,"MMA:ICT:0001863","mma2","galaxias maculatus",2006,"2006-12-22","lago tarahuin. costera vertiente oeste entre rio cucao (incluido) y rio medina (incluido)",-42.722,-73.781,"OrigenReg: Base Dato",NA,NA,NA,"associatedReference: (Habit et al. 2012)",NA,NA,"Habit et al. 2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1054,"MMA:ICT:0001858","mma2","galaxias maculatus",2006,"2006-07-17","lago natri. costeras vertientes este entre punta ahoni y punta yatac",-42.804,-73.778,"OrigenReg: Base Dato",NA,NA,NA,"associatedReference: (Habit et al. 2012)",NA,NA,"Habit et al. 2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1063,"CIMAR1_52_sp16","gbif","atheriniformes",1995,"1995-11-01",NA,-46.4483,-73.7767,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098,"MAguilar.Lit.Review.959","agui","mugil cephalus",NA,NA,"isla grande de chiloé",-42.4902777778,-73.7591666673,"Ministerior de Medio","959",NA,NA,"Remove: Imprecise record coming from a pers. com. with G. Pequeño, but no single waterbody is precised. Imprecise record.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1105,"SUBPESCA.PecesContinentales2019.28440","subpesca-1","oncorhynchus gorbuscha",2014,NA,NA,-42.858276,-73.752141,"Econometric S.A. (20","28440",NA,NA,"Remove. From 2014: there are no O. gorbusha in Chile in 2014.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1108,"MAguilar.Lit.Review.1070","agui","eleginops maclovinus",NA,NA,"isla huemules",-45.9666666667,-73.75,"Rademacher K. 2007. ","1070",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1110,"MAguilar.Lit.Review.1083","agui","galaxias maculatus",NA,NA,"isla huemules",-45.9666666667,-73.75,"Rademacher K. 2007. ","1083",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1112,"MAguilar.Lit.Review.1298","agui","aplochiton taeniatus",NA,NA,"río aysén",-45.4999999998,-73.75,"Vila I. Veloso A. Sc","1298",NA,NA,"Remove record: imprecise. Waypoint located in the fjords, but locality is Puerto Aysén. Most likely, this reference is citing fish fauna from the river without including sampling.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1113,"MAguilar.Lit.Review.1299","agui","galaxias maculatus",NA,NA,"río aysén",-45.4999999998,-73.75,"Vila I. Veloso A. Sc","1299",NA,NA,"Remove record: imprecise. Waypoint located in the fjords, but locality is Puerto Aysén. Most likely, this reference is citing fish fauna from the river without including sampling.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1114,"MAguilar.Lit.Review.1300","agui","galaxias platei",NA,NA,"río aysén",-45.4999999998,-73.75,"Vila I. Veloso A. Sc","1300",NA,NA,"Remove record: imprecise. Waypoint located in the fjords, but locality is Puerto Aysén. Most likely, this reference is citing fish fauna from the river without including sampling.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1115,"MAguilar.Lit.Review.1301","agui","hatcheria macraei",NA,NA,"río aysén",-45.4999999998,-73.75,"Vila I. Veloso A. Sc","1301",NA,NA,"Remove record: imprecise. Waypoint located in the fjords, but locality is Puerto Aysén. Most likely, this reference is citing fish fauna from the river without including sampling.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1143,"MAguilar.Lit.Review.767","agui","oncorhynchus mykiss",2006,NA,"lago tarahuin",-42.7157139998,-73.733813,"Habit, E., Gonzalez,","767",NA,1,"associatedReference: (Cussac et al., 2020)",NA,NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1144,"MAguilar.Lit.Review.524","agui","oncorhynchus mykiss",NA,NA,"lago tarahuin",-42.7157139998,-73.733813,"Cussac, V.E.; Barran","524",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1145,"MAguilar.Lit.Review.766","agui","salmo trutta",2006,NA,"lago tarahuin",-42.7157139998,-73.733813,"Habit, E., Gonzalez,","766",NA,1,"associatedsReference: (Cussac et al., 2020)",NA,NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1146,"MAguilar.Lit.Review.525","agui","salmo trutta",NA,NA,"lago tarahuin",-42.7157139998,-73.733813,"Cussac, V.E.; Barran","525",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1162,"CIMAR1_19_sp16","gbif","atheriniformes",1995,"1995-10-21",NA,-42.5833,-73.7233,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1181,"CIMAR1_75_sp16","gbif","atheriniformes",1995,"1995-11-03",NA,-45.43,-73.71,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1210,"MAguilar.Lit.Review.377","agui","aplochiton zebra",NA,NA,"ancud",-41.8833333329,-73.7000000001,"Cussac, V., Ortubay,","377",NA,NA,"Unprecise waypoint: should be 15km west of Ancud (McDowall 1971)",NA,NA,"McDowall 1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,"CIMAR1_94_sp16","gbif","atheriniformes",1995,"1995-10-26",NA,-44.46,-73.695,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1237,"MAguilar.Lit.Review.384","agui","brachygalaxias bullocki",NA,NA,"río puntra",-42.283333333,-73.6833333332,"Cussac, V., Ortubay,","384",NA,NA,"Change coordinate to -42.165898, -73.725420  Coordinates located in river Butalcura, not Puntra. Also, could not check the original record in McDowall et al. 1971, where B bulloki is not mentionned in rio Puntra",NA,NA,NA,-42.165898,-73.72542,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281,"CIMAR1_50_sp16","gbif","atheriniformes",1995,"1995-10-31",NA,-46.19,-73.6683,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1282,"http://id.smns-bw.org/smns/collection/772135/1234205/776247","gbif","odontesthes mauleanum",1975,"1975-10-08","lago huillinco/huillinco lake, at huillinco, beach, chiloe island",-41.88306,-73.66583,NA,"smns-z-pi-008120 / 1234205 / smns-z-pi-008120","smns",NA,"change coordinates to: -42.667464, -73.941358",NA,NA,NA,-42.667464,-73.941358,NA,NA,NA,NA,NA,NA,NA,NA,NA
1287,"CIMAR1_42_sp16","gbif","atheriniformes",1995,"1995-10-30",NA,-45.205,-73.66,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1308,"MAguilar.Lit.Review.1235","agui","aplochiton taeniatus",2019,"2019-03-18","huicha",-41.8789999999,-73.6519999998,"Vanhaecke D, Garcia ","1235",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1309,"MAguilar.Lit.Review.1242","agui","aplochiton zebra",2019,"2019-03-18","huicha",-41.8789999999,-73.6519999998,"Vanhaecke D, Garcia ","1242",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1313,"CIMAR1_45_sp16","gbif","atheriniformes",1995,"1995-10-30",NA,-45.365,-73.6517,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1319,"CIMAR1_41_sp16","gbif","atheriniformes",1995,"1995-10-30",NA,-45.115,-73.6483,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1322,"CIMAR1_44_sp16","gbif","atheriniformes",1995,"1995-10-30",NA,-45.3267,-73.6433,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1330,"MAguilar.Lit.Review.272","agui","oncorhynchus mykiss",2007,NA,"sitio de muestreo granja 1, chiloé",-43.1164000001,-73.6322999996,"Consuegra, S., Phill","272",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1345,"CIMAR1_32_sp16","gbif","atheriniformes",1995,"1995-10-25",NA,-43.6183,-73.6283,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1346,"Correa.Boisjoly.collection.006533","fish database correa-boisjoly","animalia",2017,"2017-02-13","río huicha",-41.88564797,-73.62790396,"Correa, Cristián, Ma",NA,NA,NA,"Change canonicalName to Galaxias",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galaxias",NA,NA,NA,NA
1353,"CIMAR1_34_sp16","gbif","atheriniformes",1995,"1995-10-24",NA,-43.8,-73.6267,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1364,"CIMAR1_20_sp16","gbif","atheriniformes",1995,"1995-10-22",NA,-42.6817,-73.62,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1372,"CIMAR1_57_sp16","gbif","atheriniformes",1995,"1995-10-31",NA,-46.3067,-73.6117,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387,"MAguilar.Lit.Review.1350","agui","aplochiton marinus",NA,NA,"laguna ventisquero",-48.2499999997,-73.6000000003,"Zama A. y Cárdenas E","1350",NA,1,"eventDate=1982-01-01; year=1982; locality=Laguna Ventisquero, Estero Ventisquero",NA,NA,NA,NA,NA,"Laguna Ventisquero, Estero Ventisquero",1982,"1982-01-01",NA,NA,NA,NA,NA,NA
1391,"CIMAR1_48_sp16","gbif","atheriniformes",1995,"1995-10-30",NA,-45.875,-73.5933,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1395,"MMA:ICT:0000002","mma2","aplochiton marinus",1982,"1982-01-01","estero ventisquero. costeras del canal baker",-48.25,-73.585,"OrigenReg: Zama, A.,",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1396,"MAguilar.Lit.Review.905","agui","aplochiton taeniatus",1982,NA,"estero ventisquero",-48.2499999997,-73.5833333334,"McDowall, R., & Naka","905",NA,1,"Change species to Aplochiton marinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aplochiton marinus","Aplochiton marinus Eigenmann, 1928",NA,NA,NA
1397,"MAguilar.Lit.Review.385","agui","brachygalaxias bullocki",NA,NA,"lago tarahuín",-42.7499999999,-73.5833333334,"Cussac, V., Ortubay,","385",NA,1,"change coordinates to -42.714240, -73.731099, also in Campos 1996",NA,NA,"Campos 1996",-42.71424,-73.731099,NA,NA,NA,NA,NA,NA,NA,NA,NA
1398,"MAguilar.Lit.Review.401","agui","galaxias maculatus",NA,NA,"lago tarahuín",-42.7499999999,-73.5833333334,"Cussac, V., Ortubay,","401",NA,1,"change coordinates to -42.714240, -73.731099, also in Campos 1996",NA,NA,"Campos 1996",-42.71424,-73.731099,NA,NA,NA,NA,NA,NA,NA,NA,NA
1406,"MAguilar.Lit.Review.264","agui","oncorhynchus mykiss",2007,NA,"u37, chiloé",-43.0331999998,-73.5744999998,"Consuegra, S., Phill","264",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1414,"SUBPESCA.PecesContinentales2019.4740","subpesca-1","eleginops maclovinus",2008,NA,NA,-47.794323,-73.570398,"CEA (NA) Proyecto Hi","4740",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1416,"SUBPESCA.PecesContinentales2019.5029","subpesca-1","eleginops maclovinus",2009,NA,NA,-47.794323,-73.570398,"CEA (NA) Proyecto Hi","5029",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1418,"SUBPESCA.PecesContinentales2019.15875","subpesca-1","galaxias platei",2010,NA,NA,-47.794323,-73.570398,"CEA (NA) Linea Base ","15875",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1428,"SUBPESCA.PecesContinentales2019.21990","subpesca-1","eleginops maclovinus",2012,NA,NA,-47.794413,-73.570382,"CEA (NA) Monitoreo L","21990",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1429,"SUBPESCA.PecesContinentales2019.21989","subpesca-1","galaxias maculatus",2012,NA,NA,-47.794413,-73.570382,"CEA (NA) Monitoreo L","21989",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1448,"MAguilar.Lit.Review.265","agui","oncorhynchus mykiss",2007,NA,"aitoy, chiloé",-42.7572000001,-73.5653,"Consuegra, S., Phill","265",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1451,"CIMAR1_47_sp16","gbif","atheriniformes",1995,"1995-10-30",NA,-45.7183,-73.5633,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1457,"CIMAR1_17_sp16","gbif","atheriniformes",1995,"1995-10-21",NA,-42.515,-73.5517,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1458,"MAguilar.Lit.Review.352","agui","oncorhynchus tshawytscha",2004,"2004-03-13","tortel",-47.8166666666,-73.5500000004,"Correa, C., Gross, M","352",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1459,"MAguilar.Lit.Review.1068","agui","eleginops maclovinus",NA,NA,"isla casma",-45.4166666669,-73.5500000004,"Rademacher K. 2007. ","1068",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1460,"CIMAR1_54_sp16","gbif","atheriniformes",1995,"1995-10-31",NA,-46.235,-73.5483,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1467,"MAguilar.Lit.Review.266","agui","oncorhynchus mykiss",2007,NA,"u23, chiloé",-42.3320999999,-73.5475000002,"Consuegra, S., Phill","266",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1473,"SUBPESCA.PecesContinentales2019.4530","subpesca-1","aplochiton zebra",2007,NA,NA,-47.777544,-73.54615,"CEA (NA) Proyecto Hi","4530",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1476,"SUBPESCA.PecesContinentales2019.4531","subpesca-1","eleginops maclovinus",2007,NA,NA,-47.777544,-73.54615,"CEA (NA) Proyecto Hi","4531",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1477,"SUBPESCA.PecesContinentales2019.15478","subpesca-1","eleginops maclovinus",2009,NA,NA,-47.777544,-73.54615,"CEA (NA) Linea Base ","15478",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1494,"SUBPESCA.PecesContinentales2019.5370","subpesca-1","galaxias maculatus",2008,NA,NA,-41.899857,-73.541502,"INGENDESA (NA) Minic","5370",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1528,"MAguilar.Lit.Review.1080","agui","galaxias maculatus",NA,NA,"puerto aguirre",-45.1666666674,-73.5333333326,"Rademacher K. 2007. ","1080",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
