"bibliographicCitation","associatedReferences","occurrenceID","locationRemarks","locality","decimalLatitude","decimalLongitude","year","eventDate","scientificName","individualCount","samplingProtocol","recordedBy","license","rightsHolder","accessRights","datasetName","datasetName_tmp","basisOfRecord"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005876","Río Prat","Río Prat",-51.558266,-72.734854,2015,2015-04-13,"Oncorhynchus tshawytscha",17,"Electric fishing","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005878","Río Prat","Río Prat",-51.558266,-72.734854,2015,2015-04-13,"Salmo trutta",17,"Electric fishing","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005875","Río Prat","Río Prat",-51.55826599,-72.73485401,2015,2015-04-13,"Oncorhynchus kisutch",1,"Fishing line","Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005871","Río Prat","Río Prat",-51.55826599,-72.73485401,2015,2015-04-13,"Oncorhynchus tshawytscha",4,"Fishing line","Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005870","Río Prat","Río Prat",-51.55743803,-72.73782397,2015,2015-04-13,"Galaxias maculatus",31,"Electric fishing","Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005884","Río Prat","Río Prat",-51.557438,-72.737824,2015,2015-04-14,"Oncorhynchus kisutch",13,"Electric fishing","Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005882","Río Prat","Río Prat",-51.557438,-72.737824,2015,2015-04-14,"Oncorhynchus tshawytscha",3,"Electric fishing, Casting Net","Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005898","Río Prat","Río Prat",-51.557438,-72.737824,2015,2015-04-14,"Salmo trutta",1,"Electric fishing","Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004649","Lago Presidente Ríos","Río Presidente Río",-46.35258101,-74.09578297,2014,2014-03-30,"Galaxias maculatus",25,"Seine net","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004592","Lago Presidente Ríos","Río Presidente Río",-46.34229801,-74.07488999,2014,2014-03-26,"Galaxias maculatus",1,"Minnow Trap","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004591","Lago Presidente Ríos","Río Presidente Río",-46.34229801,-74.07488999,2014,2014-03-26,"Galaxias platei",1,"Minnow Trap","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004652","Lago Presidente Ríos","Río Presidente Río",-46.27725301,-73.99606104,2014,2014-03-31,"Aplochiton marinus",1,"Gill Net Aplochitonera 3mX10m","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004650","Lago Presidente Ríos","Río Presidente Río",-46.27725301,-73.99606104,2014,2014-03-31,"Galaxias platei",2,"Gill Net Aplochitonera 3mX10m","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004653","Lago Presidente Ríos","Río Presidente Río",-46.27533699,-73.99421501,2014,2014-03-31,"Aplochiton marinus",7,"Gill Net Aplochitonera 3mX5m","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006459","Quempillen","Río Quempillen",-41.897728,-73.707035,2017,2017-02-12,"Aplochiton marinus",1,"Gill Net Aplochitonera 1.5mX7m","Cristian Correa, Camila Sola, Consuelo Guevara, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006458","Quempillen","Río Quempillen",-41.897728,-73.707035,2017,2017-02-12,"Aplochiton taeniatus",5,"Gill Net Aplochitonera 1.5mX7m, Fyke net","Cristian Correa, Camila Sola, Consuelo Guevara, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006465","Quempillen","Río Quempillen",-41.897728,-73.707035,2017,2017-02-12,"Eleginops maclovinus",1,"Fyke net","Cristian Correa, Camila Sola, Consuelo Guevara, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006466","Quempillen","Río Quempillen",-41.897728,-73.707035,2017,2017-02-12,"Galaxias maculatus",55,"Fyke net, Minnow Trap","Cristian Correa, Camila Sola, Consuelo Guevara, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006464","Quempillen","Río Quempillen",-41.897728,-73.707035,2017,2017-02-12,"Odontesthes brevianalis",1,"Fyke net","Cristian Correa, Camila Sola, Consuelo Guevara, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.011973","Palena","Río Risopatron",-44.0148,-72.575,2023,2023-01-31,"Galaxias maculatus",9,"Seine net","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.011974","Palena","Río Risopatron",-44.0148,-72.575,2023,2023-01-31,"Oncorhynchus mykiss",21,"Seine net","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005424","Río San Juan","Río San Juan",-53.650197,-70.95960497,2015,2015-02-19,"Cottoperca trigloides",1,"Gill Net Aplochitonera 3mX10m","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005425","Río San Juan","Río San Juan",-53.650197,-70.95960497,2015,2015-02-19,"Eleginops maclovinus",26,"Gill Net Aplochitonera 3mX10m","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005421","Río San Juan","Río San Juan",-53.650197,-70.95960497,2015,2015-02-19,"Oncorhynchus mykiss",2,"Gill Net Aplochitonera 3mX10m","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005420","Río San Juan","Río San Juan",-53.650197,-70.95960497,2015,2015-02-19,"Salmo trutta",2,"Gill Net Aplochitonera 3mX10m","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006221","Río San Juan","Río San Juan",-53.64753096,-70.98136003,2015,2015-02-20,"Galaxias maculatus",26,"Seine net, Casting Net","Maryse Boisjoly, Jonathan Poblete, Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006220","Río San Juan","Río San Juan",-53.64602499,-70.96704299,2015,2015-02-20,"Salmo trutta",1,"Casting Net","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006223","Río San Juan","Río San Juan",-53.64597403,-70.97132497,2015,2015-02-20,"Oncorhynchus mykiss",30,"Seine net","Maryse Boisjoly, Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.012245","Río San Juan","Río San Juan",-53.64571,-70.954077,2015,2015-02-20,"Eleginops maclovinus",1,"Seine net","Maryse Boisjoly, Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005464","Río San Juan","Río San Juan",-53.64571,-70.954077,2015,2015-02-20,"Galaxias maculatus",40,"Seine net","Maryse Boisjoly, Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.007192","Valle Exploradores","Río San Juan",-46.370005,-73.215932,2019,2019-01-14,"Oncorhynchus tshawytscha",2,"Angling","Cristian Correa, Julien Cucherousset, Simon Blanchet, Didier Galop, Jaime Schienfeldt","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.007191","Valle Exploradores","Río San Juan",-46.370005,-73.215932,2019,2019-01-14,"Salmo trutta",42,"Angling","Cristian Correa, Julien Cucherousset, Simon Blanchet, Didier Galop, Jaime Schienfeldt","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.012080","Valle Exploradores","Río San Juan",-46.369945,-73.216154,2023,2023-01-11,"Salmo trutta",15,"Angling","Cristian Correa, Simon Blanchet, Julien Cucherousset","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.007181","Valle Exploradores","Río San Juan",-46.369308,-73.225753,2019,2019-01-12,"Oncorhynchus tshawytscha",3,"Casting Net","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.012068","Valle Exploradores","Río San Juan",-46.3685559999999,-73.226594,2023,2023-01-11,"Salmo trutta",12,"Angling","Cristian Correa, Julien Cucherousset, Simon Blanchet","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.009404","Rio San Nicolas","Río San Nicolas",-53.83056,-71.110348,2020,2020-03-05,"Eleginops maclovinus",15,"Gill Net Experimental","Cristian Correa, Benjamin Caceres, Cristian Correa, Benjamin Caceres","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.009468","Rio San Nicolas","Río San Nicolas",-53.83056,-71.110348,2020,2020-03-05,"Oncorhynchus kisutch",9,"Fyke net, Gill Net Experimental","Cristian Correa, Benjamin Caceres, Cristian Correa, Benjamin Caceres","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.009473","Rio San Nicolas","Río San Nicolas",-53.83056,-71.110348,2020,2020-03-05,"Salmo trutta",1,"Gill Net Experimental","Cristian Correa, Benjamin Caceres","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.009255","Rio San Pedro Magallanes","Río San Pedro, Magallanes",-53.6982,-70.969089,2020,2020-03-02,"Oncorhynchus kisutch",61,"Electric fishing, Minnow Trap","Cristian Correa, Benjamin Caceres, Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.009257","Rio San Pedro Magallanes","Río San Pedro, Magallanes",-53.6982,-70.969089,2020,2020-03-02,"Salmo trutta",12,"Electric fishing","Cristian Correa, Benjamin Caceres","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005430","Río Santa María","Río Santa María",-53.67451,-70.99068,2015,2015-02-19,"Oncorhynchus kisutch",13,"Casting Net","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005429","Río Santa María","Río Santa María",-53.67451,-70.99068,2015,2015-02-19,"Oncorhynchus mykiss",1,"Casting Net","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005442","Río Santa María","Río Santa María",-53.67451,-70.99068,2015,2015-02-19,"Salmo trutta",9,"Casting Net","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006215","Río Santa María","Río Santa María",-53.674301,-70.99034199,2015,2015-02-20,"Oncorhynchus kisutch",1,"Gill Net Aplochitonera 3mX10m","Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006214","Río Santa María","Río Santa María",-53.674301,-70.99034199,2015,2015-02-20,"Salmo trutta",1,"Gill Net Aplochitonera 3mX10m","Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005482","Río Santa María","Río Santa María",-53.673942,-70.989748,2015,2015-02-21,"Oncorhynchus kisutch",17,"Electric fishing","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005489","Río Santa María","Río Santa María",-53.673942,-70.989748,2015,2015-02-21,"Oncorhynchus mykiss",1,"Electric fishing","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005481","Río Santa María","Río Santa María",-53.673942,-70.989748,2015,2015-02-21,"Salmo trutta",15,"Electric fishing","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005487","Río Santa María","Río Santa María",-53.67364,-70.98554,2015,2015-02-21,"Oncorhynchus mykiss",2,"Electric fishing","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005512","Río Santa María","Río Santa María",-53.67364,-70.98554,2015,2015-02-21,"Salmo trutta",13,"Electric fishing","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006218","Río Santa María","Río Santa María",-53.67295302,-70.98883099,2015,2015-02-19,"Galaxias maculatus",2,"Seine net","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005452","Río Santa María","Río Santa María",-53.67295302,-70.98883099,2015,2015-02-19,"Oncorhynchus kisutch",4,"Seine net","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005453","Río Santa María","Río Santa María",-53.67295302,-70.98883099,2015,2015-02-19,"Oncorhynchus mykiss",8,"Seine net","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
