"bibliographicCitation","associatedReferences","occurrenceID","locationRemarks","locality","decimalLatitude","decimalLongitude","year","eventDate","scientificName","individualCount","samplingProtocol","recordedBy","license","rightsHolder","accessRights","datasetName","datasetName_tmp","basisOfRecord"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006706","Huelde","Lago Huelde",-42.58977603,-74.11237696,2017,2017-02-24,"Salmo trutta",6,"Gill Net Experimental","Camila Sola, Consuelo Guevara, Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006624","Huelde","Lago Huelde",-42.58850802,-74.11076303,2017,2017-02-19,"Galaxias platei",2,"","Cristian Correa, Maryse Boisjoly, Camila Sola, Consuelo Guevara","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006683","Huelde","Lago Huelde, Río Cipresales",-42.59312603,-74.10311898,2017,2017-02-24,"Galaxias maculatus",8,"Fyke net","Cristian Correa, Maryse Boisjoly, Consuelo Guevara, Camila Sola","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006678","Huelde","Lago Huelde, Río Cipresales",-42.59312603,-74.10311898,2017,2017-02-24,"Galaxias platei",15,"Fyke net","Cristian Correa, Maryse Boisjoly, Consuelo Guevara, Camila Sola","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004440","Huelde","Lago Huelde, Río Cipresales",-42.59275001,-74.10274004,2014,2014-02-25,"Galaxias platei",1,"Minnow Trap","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004388","Huelde","Lago Huelde, Río Cipresales",-42.59159298,-74.10339198,2014,2014-02-23,"Aplochiton marinus",0,"Gill Net Aplochitonera 3mX5m","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004389","Huelde","Lago Huelde, Río Cipresales",-42.59159298,-74.10339198,2014,2014-02-23,"Odontesthes brevianalis",1,"Gill Net Aplochitonera 3mX5m","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004384","Huelde","Lago Huelde, Río Cipresales",-42.58925501,-74.10024198,2014,2014-02-22,"Aplochiton marinus",0,"Gill Net Aplochitonera 3mX5m","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004453","Huelde","Lago Huelde, Río Cipresales",-42.58837298,-74.09985197,2014,2014-02-25,"Salmo trutta",5,"Gill Net Experimental","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004386","Huelde","Lago Huelde, Río Cipresales",-42.58799002,-74.09973001,2014,2014-02-23,"Aplochiton taeniatus",0,"Gill Net Aplochitonera 3mX5m","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004387","Huelde","Lago Huelde, Río Cipresales",-42.58799002,-74.09973001,2014,2014-02-23,"Galaxias platei",0,"Gill Net Aplochitonera 3mX5m","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006699","Huelde","Lago Huelde, Río Cipresales",-42.58783604,-74.09967503,2017,2017-02-24,"Aplochiton taeniatus",1,"Gill Net Aplochitonera 3mX10m","Cristian Correa, Maryse Boisjoly, Camila Sola, Consuelo Guevara","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004439","Huelde","Lago Huelde, Río Cipresales",-42.58777603,-74.09943597,2014,2014-02-25,"Galaxias maculatus",1,"Minnow Trap","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006700","Huelde","Lago Huelde, Río Cipresales",-42.587053,-74.09770402,2017,2017-02-24,"Aplochiton taeniatus",1,"Gill Net Aplochitonera 3mX5m  X2","Cristian Correa, Maryse Boisjoly, Consuelo Guevara, Camila Sola","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004437","Huelde","Lago Huelde, Río Cipresales",-42.58641598,-74.09600099,2014,2014-02-25,"Galaxias maculatus",2,"Minnow Trap","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006679","Huelde","Lago Huelde, Río Cipresales",-42.58623803,-74.09595799,2017,2017-02-24,"Geotria australis",1,"Snorkeling","Cristian Correa, Maryse Boisjoly, Consuelo Guevara, Camila Sola","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006709","Huelde","Lago Huelde, Río Cipresales",-42.58606302,-74.09559103,2017,2017-02-24,"Salmo trutta",1,"Gill Net Aplochitonera 1.5mX7m","Cristian Correa, Maryse Boisjoly, Consuelo Guevara, Camila Sola","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004442","Huelde","Lago Huelde, Río Cipresales",-42.58599697,-74.091143,2014,2014-02-25,"Galaxias platei",1,"Minnow Trap","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004434","Huelde","Lago Huelde, Río Cipresales",-42.58597098,-74.09176201,2014,2014-02-25,"Galaxias maculatus",1,"Minnow Trap","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004433","Huelde","Lago Huelde, Río Cipresales",-42.58584903,-74.09068904,2014,2014-02-25,"Galaxias maculatus",1,"Minnow Trap","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004432","Huelde","Lago Huelde, Río Cipresales",-42.58573797,-74.09019903,2014,2014-02-25,"Galaxias maculatus",1,"Minnow Trap","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004441","Huelde","Lago Huelde, Río Cipresales",-42.58573797,-74.09019903,2014,2014-02-25,"Galaxias platei",1,"Minnow Trap","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006701","Huelde","Lago Huelde, Río Cipresales",-42.58571902,-74.09263599,2017,2017-02-24,"Galaxias platei",1,"Gill Net Aplochitonera 3mX5m  X2","Cristian Correa, Maryse Boisjoly, Consuelo Guevara, Camila Sola","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004435","Huelde","Lago Huelde, Río Cipresales",-42.58565901,-74.09313404,2014,2014-02-25,"Galaxias maculatus",1,"Minnow Trap","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004436","Huelde","Lago Huelde, Río Cipresales",-42.58564099,-74.09356202,2014,2014-02-25,"Galaxias maculatus",1,"Minnow Trap","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004424","Huelde","Lago Huelde, Río Cipresales",-42.58549699,-74.08962999,2014,2014-02-25,"Aplochiton taeniatus",2,"Gill Net Aplochitonera 3mX10m","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006643","Huelde","Lago Huelde, Río Cipresales",-42.584349,-74.08922204,2017,2017-02-20,"Galaxias maculatus",4,"Fyke net","Cristian Correa, Maryse Boisjoly, Camila Sola, Consuelo Guevara","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006633","Huelde","Lago Huelde, Río Cipresales",-42.584349,-74.08922204,2017,2017-02-20,"Galaxias platei",17,"Fyke net","Cristian Correa, Maryse Boisjoly, Camila Sola, Consuelo Guevara","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004393","Huelde","Lago Huelde, desagüe",-42.60365202,-74.12336899,2014,2014-02-24,"Aplochiton marinus",1,"Gill Net Aplochitonera 3mX5m","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004394","Huelde","Lago Huelde, desagüe",-42.60365202,-74.12336899,2014,2014-02-24,"Odontesthes brevianalis",2,"Gill Net Aplochitonera 3mX5m","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004396","Huelde","Lago Huelde, desagüe",-42.60056597,-74.11889104,2014,2014-02-24,"Aplochiton marinus",7,"Gill Net Aplochitonera 3mX10m","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004408","Huelde","Lago Huelde, desagüe",-42.60056597,-74.11889104,2014,2014-02-24,"Eleginops maclovinus",3,"Gill Net Aplochitonera 3mX10m","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004403","Huelde","Lago Huelde, desagüe",-42.60056597,-74.11889104,2014,2014-02-24,"Odontesthes brevianalis",5,"Gill Net Aplochitonera 3mX10m","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
