"occurrenceID","locality","institutionID","institutionCode","recordedBy","year","kingdom","genus","decimalLongitude","coordinateUncertaintyInMeters","decimalLatitude","basisOfRecord","collectionCode","verbatimEventDate","catalogNumber","eventDate","collectionID","family","scientificName","waterBody","individualCount","lifeStage","typeStatus","datasetName","samplingProtocol","organismQuantityType","recordNumber","organismQuantity","uuid","Identification"
"urn:catalog:CAS:ICH:78460","Peulla; 190 m elev.","http://grscicoll.org/institution/california-academy-sciences","CAS","Eigenmann, Carl H.",1919,"Animalia","Galaxias",-72.033333,NA,-41.083333,"PreservedSpecimen","ICH",NA,"78460","1919-02-27","http://grscicoll.org/institutional-collection/cas-ichthyology","Galaxiidae","Galaxias platei","Lago Todos Santos",50,NA,NA,"iDigBio",NA,NA,NA,NA,"7e366195-1fcd-4057-aa8f-b9ebd29df1d5","NULL"
"urn:catalog:CAS:ICH:78890","Peulla; 190 m elev.","http://grscicoll.org/institution/california-academy-sciences","CAS","Eigenmann, Carl H.",1919,"Animalia","Aplochiton",-72.033333,NA,-41.083333,"PreservedSpecimen","ICH",NA,"78890","1919-02-27","http://grscicoll.org/institutional-collection/cas-ichthyology","Galaxiidae","Aplochiton lacustris","Lago Todos Santos",11,NA,NA,"iDigBio",NA,NA,NA,NA,"cc0774a7-106f-4360-81c7-b0430fd5ae94","NULL"
"urn:catalog:CAS:SU(ICH):23954","Peulla; 190 m elev.","http://grscicoll.org/institution/california-academy-sciences","CAS","Eigenmann, Carl H.",1919,"Animalia","Aplochiton",-72.033333,NA,-41.083333,"PreservedSpecimen","SU(ICH)",NA,"23954","1919-02-27","http://grscicoll.org/institutional-collection/cas-ichthyology","Galaxiidae","Aplochiton taeniatus","Lago Todos Santos",1,NA,NA,"iDigBio",NA,NA,NA,NA,"df7de1bd-b8b9-4fec-858b-cbda54f78a6a","NULL"
"urn:catalog:CAS:ICH:78891","Peulla; 190 m elev.","http://grscicoll.org/institution/california-academy-sciences","CAS","Eigenmann, Carl H.",1919,"Animalia","Aplochiton",-72.033333,NA,-41.083333,"PreservedSpecimen","ICH",NA,"78891","1919-02-27","http://grscicoll.org/institutional-collection/cas-ichthyology","Galaxiidae","Aplochiton lacustris","Lago Todos Santos",15,NA,NA,"iDigBio",NA,NA,NA,NA,"ecac56b0-6049-4a29-940d-0a569f5ee39e","NULL"
"urn:catalog:CAS:ICH:78442","Peulla; 190 m elev.","http://grscicoll.org/institution/california-academy-sciences","CAS","Eigenmann, Carl H.",1919,"Animalia","Galaxias",-72.033333,NA,-41.083333,"PreservedSpecimen","ICH",NA,"78442","1919-02-27","http://grscicoll.org/institutional-collection/cas-ichthyology","Galaxiidae","Galaxias maculatus","Lago Todos Santos",139,NA,NA,"iDigBio",NA,NA,NA,NA,"f11f0f1f-6534-4b6d-b5b6-9027ec9e6526","NULL"
"de80666b-7607-4ce4-b4ab-a9bcd9fcdd2d","Casa Panque",NA,"FMNH","C. H. Eigenmann",NA,"Animalia","Aplochiton",-71.8833,NA,-41.05,"PreservedSpecimen","Fishes",NA,"77399",NA,NA,"Galaxiidae","Aplochiton zebra",NA,2,NA,NA,"iDigBio",NA,NA,NA,NA,"058e3525-1cd2-4d32-a1a7-46406ec016c5","NULL"
"urn:catalog:CAS:ICH:78425","Below the falls formed by lava from Volcan Osorno flowing against the foot of Sierra Santo Domingo; 100 m elev.","http://grscicoll.org/institution/california-academy-sciences","CAS","Eigenmann, Carl H.",1919,"Animalia","Aplochiton",-72.416667,NA,-41.15,"PreservedSpecimen","ICH",NA,"78425","1919-03-08","http://grscicoll.org/institutional-collection/cas-ichthyology","Galaxiidae","Aplochiton zebra","R. Petrohue",99,NA,NA,"iDigBio",NA,NA,NA,NA,"2901bce0-b767-46cf-87a3-de9da8cfbe48","NULL"
"urn:catalog:CAS:ICH:97402","Falls of Petrohue.","http://grscicoll.org/institution/california-academy-sciences","CAS","Eigenmann, Carl H.",1919,"Animalia","Aplochiton",-72.446942,385,-41.173193,"PreservedSpecimen","ICH",NA,"97402","1919-03-08","http://grscicoll.org/institutional-collection/cas-ichthyology","Galaxiidae","Aplochiton taeniatus",NA,11,NA,NA,"iDigBio",NA,NA,NA,NA,"3691e356-f407-461f-97fd-7d74709c0d08","NULL"
"urn:catalog:CAS:ICH:78458","Below the falls formed by lava from Volcan Osorno flowing against the foot of Sierra Santo Domingo; 100 m elev.","http://grscicoll.org/institution/california-academy-sciences","CAS","Eigenmann, Carl H.",1919,"Animalia","Galaxias",-72.416667,NA,-41.15,"PreservedSpecimen","ICH",NA,"78458","1919-03-08","http://grscicoll.org/institutional-collection/cas-ichthyology","Galaxiidae","Galaxias platei","R. Petrohue",3,NA,NA,"iDigBio",NA,NA,NA,NA,"4f3dbafe-af57-4cac-818f-81bc0a0788fb","NULL"
"urn:catalog:CAS:ICH:78423","Below the falls formed by lava from Volcan Osorno flowing against the foot of Sierra Santo Domingo; 100 m elev.","http://grscicoll.org/institution/california-academy-sciences","CAS","Eigenmann, Carl H.",1919,"Animalia","Aplochiton",-72.416667,NA,-41.15,"PreservedSpecimen","ICH",NA,"78423","1919-03-08","http://grscicoll.org/institutional-collection/cas-ichthyology","Galaxiidae","Aplochiton zebra","R. Petrohue",18,NA,NA,"iDigBio",NA,NA,NA,NA,"7d280a13-831d-45a6-afbd-7b920a9ef54d","NULL"
"2d5fc3ac-0514-4683-a5c8-a686cee913b9","Falls at Pitrohue, 100 m. elev",NA,"FMNH","C. H. Eigenmann",NA,"Animalia","Aplochiton",-72.4167,NA,-41.15,"PreservedSpecimen","Fishes",NA,"77393",NA,NA,"Galaxiidae","Aplochiton zebra",NA,6,NA,NA,"iDigBio",NA,NA,NA,NA,"87c3b9c3-a8ed-4f13-9994-8ba0d4712229","NULL"
"urn:catalog:CAS:ICH:78437","into Lago Llanquihue; 74 m elev.","http://grscicoll.org/institution/california-academy-sciences","CAS","Eigenmann, Carl H.",1919,"Animalia","Galaxias",-72.795213,NA,-41.253568,"PreservedSpecimen","ICH",NA,"78437","1919-03-10","http://grscicoll.org/institutional-collection/cas-ichthyology","Galaxiidae","Galaxias maculatus","Rio Pescado",75,NA,NA,"iDigBio",NA,NA,NA,NA,"125610b8-1328-4592-a451-6633d6a3a12f","NULL"
"urn:catalog:CAS:ICH:97399","R. Pescado.","http://grscicoll.org/institution/california-academy-sciences","CAS","Eigenmann, Carl H.",1919,"Animalia","Aplochiton",-72.795213,9106,-41.253568,"PreservedSpecimen","ICH",NA,"97399","1919-03-10","http://grscicoll.org/institutional-collection/cas-ichthyology","Galaxiidae","Aplochiton taeniatus",NA,11,NA,NA,"iDigBio",NA,NA,NA,NA,"91cf65df-fdb5-431e-bd79-29f25c61c206","NULL"
"urn:catalog:CAS:ICH:78457","into Lago Llanquihue; 74 m elev.","http://grscicoll.org/institution/california-academy-sciences","CAS","Eigenmann, Carl H.",1919,"Animalia","Galaxias",-72.795213,NA,-41.253568,"PreservedSpecimen","ICH",NA,"78457","1919-03-10","http://grscicoll.org/institutional-collection/cas-ichthyology","Galaxiidae","Galaxias platei","Rio Pescado",22,NA,NA,"iDigBio",NA,NA,NA,NA,"a64244e8-d1c0-449c-9d8d-eaeba03c2522","NULL"
"urn:catalog:CAS:ICH:78417","into Lago Llanquihue; 74 m elev.","http://grscicoll.org/institution/california-academy-sciences","CAS","Eigenmann, Carl H.",1919,"Animalia","Aplochiton",-72.795213,NA,-41.253568,"PreservedSpecimen","ICH",NA,"78417","1919-03-10","http://grscicoll.org/institutional-collection/cas-ichthyology","Galaxiidae","Aplochiton zebra","Rio Pescado",6,NA,NA,"iDigBio",NA,NA,NA,NA,"fc7e2741-386b-41a6-9261-989b4df80efd","NULL"
"c39b90a7-ec4d-4d57-bd89-13e2b85866d1","Peulla, Lago Todos Santos 190 m. elev",NA,"FMNH","C. H. Eigenmann",NA,"Animalia","Galaxias",-72.0333,NA,-41.0833,"PreservedSpecimen","Fishes",NA,"96241",NA,NA,"Galaxiidae","Galaxias maculatus",NA,47,NA,NA,"iDigBio",NA,NA,NA,NA,"4d8b0940-431d-45f3-9069-fe362e4a8ba1","NULL"
"urn:catalog:CAS:ICH:78424","at mouth of creek near base of Monte Tronador, Casa Panque; 320 m elev.","http://grscicoll.org/institution/california-academy-sciences","CAS","Eigenmann, Carl H.",1919,"Animalia","Aplochiton",-71.883333,NA,-41.05,"PreservedSpecimen","ICH",NA,"78424","1919-03","http://grscicoll.org/institutional-collection/cas-ichthyology","Galaxiidae","Aplochiton zebra","RIO PEULLA",7,NA,NA,"iDigBio",NA,NA,NA,NA,"fd770a55-c73c-488b-b8e1-ff3cd38d24a2","NULL"
"3b7b5621-521e-47cc-8822-da3559ea6d34","Chiloe Island, Mocopulli, 5 km N of Dalcahue village","urn:lsid:biocol.org:col:34978","NMV","Pena, L.E.",1966,"Animalia",NA,-73.5,NA,-42.12,"PRESERVED_SPECIMEN","Ichthyology",NA,"A13516","1966-04-25/1966-04-25",NA,"Galaxiidae","GALAXIIDAE",NA,5,NA,NA,"iDigBio",NA,NA,NA,NA,"99aac3c7-e74c-4382-8002-3a92b180008e","NULL"
"0199e546-25a4-4179-a62f-056664d2f68b","Chiloe Island, Mocopulli, 5 km N of Dalcahue village","urn:lsid:biocol.org:col:34978","NMV","Pena, L.E.",1966,"Animalia",NA,-73.5,NA,-42.12,"PRESERVED_SPECIMEN","Ichthyology",NA,"A13517","1966-04-25/1966-04-25",NA,"Galaxiidae","GALAXIIDAE",NA,162,NA,NA,"iDigBio",NA,NA,NA,NA,"b4f61180-4774-44fd-8c45-5aa04ba1dcae","NULL"
"MCZ:Ich:46235","Lago Toro","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Robert M. McDowall",1968,"Animalia","Galaxias",-72.72919,17592,-51.22904,"PreservedSpecimen","Ich","7/1/1968-7/1/1968","46235","1968-01-07",NA,"Galaxiidae","Galaxias maculatus (Jenyns, 1842)",NA,19,"adult",NA,"iDigBio",NA,NA,NA,NA,"ded8aeff-a1b5-4eb9-a6d7-316fbb64af7c","list(`dwc:identifiedBy` = ""Robert M. McDowall"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: McDowell_RM/1968]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:46235"", `dwc:identificationID` = ""846171"", `dwc:scientificName` = ""Galaxias maculatus"")"
"MCZ:Ich:46303","Stream west of Angelmo.","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Robert M. McDowall",1968,"Animalia","Galaxias",-72.97003,567,-41.48622,"PreservedSpecimen","Ich","1/2/1968-1/2/1968","46303","1968-02-01",NA,"Galaxiidae","Galaxias maculatus (Jenyns, 1842)",NA,18,"adult",NA,"iDigBio",NA,NA,NA,NA,"1eeef25e-f9a7-4b9f-9a55-954123bfd359","list(`dwc:identifiedBy` = ""Robert M. McDowall"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: McDowell_RM/1968]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:46303"", `dwc:identificationID` = ""846244"", `dwc:scientificName` = ""Galaxias maculatus"")"
"MCZ:Ich:46249","Stream west of Angelmo.","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Robert M. McDowall",1968,"Animalia","Galaxias",-72.97003,567,-41.48622,"PreservedSpecimen","Ich","1/2/1968-1/2/1968","46249","1968-02-01",NA,"Galaxiidae","Galaxias maculatus (Jenyns, 1842)",NA,300,"adult",NA,"iDigBio",NA,NA,NA,NA,"d81afc3e-01ed-4744-98a1-09111f7bb258","list(`dwc:identifiedBy` = ""Robert M. McDowall"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: McDowell_RM/1968]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:46249"", `dwc:identificationID` = ""846186"", `dwc:scientificName` = ""Galaxias maculatus"")"
"MCZ:Ich:46284","Lago Figueroa","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Robert M. McDowall",1968,"Animalia","Galaxias",-72.44358,1141,-51.37974,"PreservedSpecimen","Ich","7/2/1968-7/2/1968","46284","1968-02-07",NA,"Galaxiidae","Galaxias delfini Philippi, 1895",NA,17,"adult",NA,"iDigBio",NA,NA,NA,NA,"4c19f137-8ec4-4f2e-9075-652936e7726c","list(`dwc:identifiedBy` = ""Robert M. McDowall"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: McDowell_RM/1968]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:46284"", `dwc:identificationID` = ""846224"", `dwc:scientificName` = ""Galaxias delfini"")"
"MCZ:Ich:46268","Lago Figueroa","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Robert M. McDowall",1968,"Animalia","Galaxias",-72.44358,1141,-51.37974,"PreservedSpecimen","Ich","7/2/1968-7/2/1968","46268","1968-02-07",NA,"Galaxiidae","Galaxias platei Steindachner, 1898",NA,15,"adult","Voucher of Galaxias platei","iDigBio",NA,NA,NA,NA,"83852eb3-72bf-4a80-b817-7be8f1707428","list(`dwc:identifiedBy` = c(""Steindachner, 1898"", ""Tim M. Berra"", NA), `dwc:phylum` = c(""Chordata"", NA, NA), `dwc:scientificNameAuthorship` = c(""Steindachner, 1898"", NA, NA), `dwc:identificationReferences` = c(""Berra, T. M. and C. D. Barbour. 1998. Is the Chilean Galaxias globiceps (Teleostei: Galaxiidae) extant or extinct? Ichthyological Exploration of Freshwaters 9(3):273–278."", NA, NA), `dwc:identificationVerificationStatus` = c(""Type Publication"", ""migration"", ""migration""), coreid = c(""MCZ:Ich:46268"", 
""MCZ:Ich:46268"", ""MCZ:Ich:46268""), `dwc:identificationID` = c(""205741552261130059Voucher"", ""846206"", ""846207""), `dwc:scientificName` = c(""Galaxias platei"", ""Galaxias platei"", ""Galaxias delfini""), `dwc:dateIdentified` = c(""1998"", NA, NA), `dwc:typeStatus` = c(""Voucher"", NA, NA), `dwc:identificationRemarks` = c(NA, ""[MUSE DETERMINER: Berra_Tim/1995]"", ""[MUSE DETERMINER: ]""))"
"MCZ:Ich:46244","Laguna Azul.","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Robert M. McDowall",1968,"Animalia","Galaxias",-72.7783,3296,-50.88394,"PreservedSpecimen","Ich","8/2/1968-8/2/1968","46244","1968-02-08",NA,"Galaxiidae","Galaxias platei Steindachner, 1898",NA,6,"adult","Voucher of Galaxias platei","iDigBio",NA,NA,NA,NA,"3ddf7641-3963-4f0c-b221-6788d936d702","list(`dwc:identifiedBy` = c(""Steindachner, 1898"", ""Tim M. Berra"", NA), `dwc:phylum` = c(""Chordata"", NA, NA), `dwc:scientificNameAuthorship` = c(""Steindachner, 1898"", NA, NA), `dwc:identificationReferences` = c(""Berra, T. M. and C. D. Barbour. 1998. Is the Chilean Galaxias globiceps (Teleostei: Galaxiidae) extant or extinct? Ichthyological Exploration of Freshwaters 9(3):273–278."", NA, NA), `dwc:identificationVerificationStatus` = c(""Type Publication"", ""migration"", ""migration""), coreid = c(""MCZ:Ich:46244"", 
""MCZ:Ich:46244"", ""MCZ:Ich:46244""), `dwc:identificationID` = c(""205741552212130059Voucher"", ""846180"", ""846181""), `dwc:scientificName` = c(""Galaxias platei"", ""Galaxias platei"", ""Galaxias delfini""), `dwc:dateIdentified` = c(""1998"", NA, NA), `dwc:typeStatus` = c(""Voucher"", NA, NA), `dwc:identificationRemarks` = c(NA, ""[MUSE DETERMINER: Berra_Tim/1995]"", ""[MUSE DETERMINER: ]""))"
"MCZ:Ich:46224","Lago Sarmiento.","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Robert M. McDowall",1968,"Animalia","Galaxias",-72.75685,12403,-51.05052,"PreservedSpecimen","Ich","8/2/1968-8/2/1968","46224","1968-02-08",NA,"Galaxiidae","Galaxias platei Steindachner, 1898",NA,2,"adult","Voucher of Galaxias platei","iDigBio",NA,NA,NA,NA,"8e6358de-61a6-4569-82e6-44c95771a761","list(`dwc:identifiedBy` = c(""Steindachner, 1898"", ""Tim M. Berra"", NA), `dwc:phylum` = c(""Chordata"", NA, NA), `dwc:scientificNameAuthorship` = c(""Steindachner, 1898"", NA, NA), `dwc:identificationReferences` = c(""Berra, T. M. and C. D. Barbour. 1998. Is the Chilean Galaxias globiceps (Teleostei: Galaxiidae) extant or extinct? Ichthyological Exploration of Freshwaters 9(3):273–278."", NA, NA), `dwc:identificationVerificationStatus` = c(""Type Publication"", ""migration"", ""migration""), coreid = c(""MCZ:Ich:46224"", 
""MCZ:Ich:46224"", ""MCZ:Ich:46224""), `dwc:identificationID` = c(""205741552171130059Voucher"", ""846159"", ""846160""), `dwc:scientificName` = c(""Galaxias platei"", ""Galaxias platei"", ""Galaxias delfini""), `dwc:dateIdentified` = c(""1998"", NA, NA), `dwc:typeStatus` = c(""Voucher"", NA, NA), `dwc:identificationRemarks` = c(NA, ""[MUSE DETERMINER: Berra_Tim/1995]"", ""[MUSE DETERMINER: ]""))"
"MCZ:Ich:46245","Lago Pehoe below falls.","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Robert M. McDowall",1968,"Animalia","Galaxias",-73.03424,4783,-51.09298,"PreservedSpecimen","Ich","9/2/1968-9/2/1968","46245","1968-02-09",NA,"Galaxiidae","Galaxias delfini Philippi, 1895",NA,14,"adult",NA,"iDigBio",NA,NA,NA,NA,"23b1f6cc-bdd8-4af5-a617-acdb014d71b5","list(`dwc:identifiedBy` = ""Robert M. McDowall"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: McDowell_RM/1968]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:46245"", `dwc:identificationID` = ""846182"", `dwc:scientificName` = ""Galaxias delfini"")"
"MCZ:Ich:46266","Lago Pehoe","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Robert M. McDowall",1968,"Animalia","Galaxias",-73.03424,4783,-51.09298,"PreservedSpecimen","Ich","9/2/1968-9/2/1968","46266","1968-02-09",NA,"Galaxiidae","Galaxias platei Steindachner, 1898",NA,20,"adult","Voucher of Galaxias platei","iDigBio",NA,NA,NA,NA,"292626c7-cee1-4694-821d-a23a2eb86a75","list(`dwc:identifiedBy` = c(""Steindachner, 1898"", ""Tim M. Berra"", NA), `dwc:phylum` = c(""Chordata"", NA, NA), `dwc:scientificNameAuthorship` = c(""Steindachner, 1898"", NA, NA), `dwc:identificationReferences` = c(""Berra, T. M. and C. D. Barbour. 1998. Is the Chilean Galaxias globiceps (Teleostei: Galaxiidae) extant or extinct? Ichthyological Exploration of Freshwaters 9(3):273–278."", NA, NA), `dwc:identificationVerificationStatus` = c(""Type Publication"", ""migration"", ""migration""), coreid = c(""MCZ:Ich:46266"", 
""MCZ:Ich:46266"", ""MCZ:Ich:46266""), `dwc:identificationID` = c(""205741552257130059Voucher"", ""846203"", ""846204""), `dwc:scientificName` = c(""Galaxias platei"", ""Galaxias platei"", ""Galaxias delfini""), `dwc:dateIdentified` = c(""1998"", NA, NA), `dwc:typeStatus` = c(""Voucher"", NA, NA), `dwc:identificationRemarks` = c(NA, ""[MUSE DETERMINER: Berra_Tim/1995]"", ""[MUSE DETERMINER: ]""))"
"MCZ:Ich:46222","Lago Figueroa","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Robert M. McDowall",1968,"Animalia","Galaxias",-72.44358,1141,-51.37974,"PreservedSpecimen","Ich","9/2/1968-9/2/1968","46222","1968-02-09",NA,"Galaxiidae","Galaxias delfini Philippi, 1895",NA,8,"adult",NA,"iDigBio",NA,NA,NA,NA,"c72fbc05-4bbe-4f62-bd2b-76f1dc6e8982","list(`dwc:identifiedBy` = ""Robert M. McDowall"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: McDowell_RM/1968]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:46222"", `dwc:identificationID` = ""846157"", `dwc:scientificName` = ""Galaxias delfini"")"
"MCZ:Ich:46312","Lago Pehoe","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Robert M. McDowall",1968,"Animalia","Galaxias",-73.03424,4783,-51.09298,"PreservedSpecimen","Ich","9/2/1968-9/2/1968","46312","1968-02-09",NA,"Galaxiidae","Galaxias maculatus (Jenyns, 1842)",NA,2,"adult",NA,"iDigBio",NA,NA,NA,NA,"d0558600-de8d-420c-9a1d-87a2d3fbb813","list(`dwc:identifiedBy` = ""Robert M. McDowall"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: McDowell_RM/1968]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:46312"", `dwc:identificationID` = ""846254"", `dwc:scientificName` = ""Galaxias maculatus"")"
"urn:catalog:CAS:ICH:55141","Patagonian Chile","http://grscicoll.org/institution/california-academy-sciences","CAS","McDowall, R. M.",1968,"Animalia","Aplochiton",-72.646889,3692,-51.527707,"PreservedSpecimen","ICH",NA,"55141","1968-02-10","http://grscicoll.org/institutional-collection/cas-ichthyology","Galaxiidae","Aplochiton zebra","Laguna Sofia",1,NA,NA,"iDigBio",NA,NA,NA,NA,"0b14eea1-e912-4ae1-b0e0-14e9ec7e956e","NULL"
"MCZ:Ich:46283","Streams entering Lago Sofia","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Robert M. McDowall",1968,"Animalia","Galaxias",-72.65186,4093,-51.53647,"PreservedSpecimen","Ich","10/2/1968-10/2/1968","46283","1968-02-10",NA,"Galaxiidae","Galaxias delfini Philippi, 1895",NA,10,"adult",NA,"iDigBio",NA,NA,NA,NA,"3503858d-4e6f-4d2a-9626-5fce6b9cc32c","list(`dwc:identifiedBy` = ""Robert M. McDowall"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: McDowell_RM/1968]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:46283"", `dwc:identificationID` = ""846223"", `dwc:scientificName` = ""Galaxias delfini"")"
"MCZ:Ich:46272","Streams entering Lago Sofia from the South","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Robert M. McDowall",1968,"Animalia","Aplochiton",-72.65186,4093,-51.53647,"PreservedSpecimen","Ich","10/2/1968-10/2/1968","46272","1968-02-10",NA,"Galaxiidae","Aplochiton zebra Jenyns, 1842",NA,53,"adult","Voucher of Aplochiton zebra| Voucher of Aplochiton zebra","iDigBio",NA,NA,NA,NA,"fd3e5b1b-b125-44da-9fec-97b09efd313a","list(`dwc:identifiedBy` = c(""Jenyns, 1842"", ""Jenyns, 1842"", ""Robert M. McDowall""), `dwc:phylum` = c(""Chordata"", ""Chordata"", NA), `dwc:scientificNameAuthorship` = c(""Jenyns, 1842"", ""Jenyns, 1842"", NA), `dwc:identificationReferences` = c(""Johnson, G. D. and C. Patterson. 1996. Relationships of Lower Euteleostean fishes. Pp. 251–331. In M. L. Stiassny (ed.) Interrelationships of Fishes. Academic Press. 496 pp."", ""Schwarzhans, W., R. P. Scofield, A. J. D. Tennyson, J. P. Worthy, and T. H. Worthy. 2023. The ‘Gulliver’ fish fauna of an early Miocene freshwater system of New  Zealand; new insights from otoliths from the Bannockburn Formation. New Zealand Journal of Geology and Geophysics. doi:10.1080/00288306.2022.2153878."", 
NA), `dwc:identificationVerificationStatus` = c(""Type Publication"", ""Type Publication"", ""migration""), coreid = c(""MCZ:Ich:46272"", ""MCZ:Ich:46272"", ""MCZ:Ich:46272""), `dwc:identificationID` = c(""207951552269130066Voucher"", ""745721552269130066Voucher"", ""846211""), `dwc:scientificName` = c(""Aplochiton zebra"", ""Aplochiton zebra"", ""Aplochiton zebra""), `dwc:dateIdentified` = c(""1996"", ""2023"", NA), `dwc:typeStatus` = c(""Voucher"", ""Voucher"", NA), `dwc:identificationRemarks` = c(NA, NA, ""[MUSE DETERMINER: McDowell_RM/1968]""
))"
"MCZ:Ich:46305","Stream near Rio Aqua Fresca.","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Robert M. McDowall",1968,"Animalia","Galaxias",-71.09589,7447,-53.40066,"PreservedSpecimen","Ich","11/2/1968-11/2/1968","46305","1968-02-11",NA,"Galaxiidae","Galaxias maculatus (Jenyns, 1842)",NA,10,"adult",NA,"iDigBio",NA,NA,NA,NA,"152a8b0c-b721-4d4d-b99c-bcec0e468baa","list(`dwc:identifiedBy` = ""Robert M. McDowall"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: McDowell_RM/1968]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:46305"", `dwc:identificationID` = ""846246"", `dwc:scientificName` = ""Galaxias maculatus"")"
"MCZ:Ich:46262","Stream near Rio Aqua Fresca.","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Robert M. McDowall",1968,"Animalia","Galaxias",-71.09589,7447,-53.40066,"PreservedSpecimen","Ich","11/2/1968-11/2/1968","46262","1968-02-11",NA,"Galaxiidae","Galaxias maculatus (Jenyns, 1842)",NA,16,"adult",NA,"iDigBio",NA,NA,NA,NA,"37bdd831-d0a6-4a44-bad5-eda13de49ded","list(`dwc:identifiedBy` = ""Robert M. McDowall"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: McDowell_RM/1968]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:46262"", `dwc:identificationID` = ""846199"", `dwc:scientificName` = ""Galaxias maculatus"")"
"MCZ:Ich:46279","Stream entering Lago Buenos Ayres.","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Robert M. McDowall",1968,"Animalia","Galaxias",-72.11705,78689,-46.5263,"PreservedSpecimen","Ich","17/2/1968-17/2/1968","46279","1968-02-17",NA,"Galaxiidae","Galaxias platei Steindachner, 1898",NA,18,"adult","Voucher of Galaxias platei","iDigBio",NA,NA,NA,NA,"eedb9b62-01e6-4817-8043-fcab11e312fb","list(`dwc:identifiedBy` = c(""Steindachner, 1898"", ""Tim M. Berra"", NA), `dwc:phylum` = c(""Chordata"", NA, NA), `dwc:scientificNameAuthorship` = c(""Steindachner, 1898"", NA, NA), `dwc:identificationReferences` = c(""Berra, T. M. and C. D. Barbour. 1998. Is the Chilean Galaxias globiceps (Teleostei: Galaxiidae) extant or extinct? Ichthyological Exploration of Freshwaters 9(3):273–278."", NA, NA), `dwc:identificationVerificationStatus` = c(""Type Publication"", ""migration"", ""migration""), coreid = c(""MCZ:Ich:46279"", 
""MCZ:Ich:46279"", ""MCZ:Ich:46279""), `dwc:identificationID` = c(""205741552285130059Voucher"", ""846218"", ""846219""), `dwc:scientificName` = c(""Galaxias platei"", ""Galaxias platei"", ""Galaxias delfini""), `dwc:dateIdentified` = c(""1998"", NA, NA), `dwc:typeStatus` = c(""Voucher"", NA, NA), `dwc:identificationRemarks` = c(NA, ""[MUSE DETERMINER: Berra_Tim/1995]"", ""[MUSE DETERMINER: ]""))"
"13575076-d0d2-4d02-8caf-d0140ddeb87d","East Chiloe Island, 7 km W of Quemchi","urn:lsid:biocol.org:col:34978","NMV","Pena, L.E.",1968,"Animalia",NA,-73.5,NA,-42.12,"PRESERVED_SPECIMEN","Ichthyology",NA,"A13519","1968-04-07/1968-04-07",NA,"Galaxiidae","GALAXIIDAE",NA,2,NA,NA,"iDigBio",NA,NA,NA,NA,"53453df7-a806-412d-be88-8b15b92825c4","NULL"
"afdf73af-f13a-4e4a-bd90-c1737ce6116e","East Chloe Island, 7 km W of Quemchi","urn:lsid:biocol.org:col:34978","NMV","Pena, L.E.",1968,"Animalia",NA,-73.5,NA,-42.12,"PRESERVED_SPECIMEN","Ichthyology",NA,"A13515","1968-04-07/1968-04-07",NA,"Galaxiidae","GALAXIIDAE",NA,14,NA,NA,"iDigBio",NA,NA,NA,NA,"acbe14e6-e24a-4a76-873c-5ae1ed318434","NULL"
