id_CC,Comment,duplicated,spatialClu,canonicalN,eventDate,year,locality,bibliograp,datasetNam,recordedBy,identified,catalogNum,institutio,institut_1,occurrence,occurren_1,collection,collecti_1,rObjectRan,decimalLat,decimalLon,scientific,individual,samplingPr,locationRe,license,rightsHold,accessRigh,basisOfRec,eventRemar,references,sex,lifeStage,establishm,dispositio,occurren_2,verbatimEv,eventTime,month,day,habitat,samplingEf,continent,country,countryCod,stateProvi,county,municipali,verbatimEl,verbatimLa,verbatimLo,kingdom,phylum,class,order,family,genus,specificEp,vernacular,coordinate,waterBody,typeStatus,organismQu,recordNumb,organism_1,uuid,Identifica,gbifID,datasetKey,species,infraspeci,taxonRank,verbatimSc,verbatim_1,publishing,coordina_1,elevation,elevationA,depth,depthAccur,taxonKey,speciesKey,dateIdenti,lastInterp,mediaType,issue,recorded_1,modified,taxonID,verbatimCo,verbatimSR,bibiograph,sampleSize,sampleSi_1,higherClas,startDayOf,geodeticDa,higherGeog,verbatim_2,eventID,language,georeferen,nomenclatu,endDayOfYe,georefer_1,georefer_2,georefer_3,preparatio,fieldNumbe,georefer_4,scientif_1,georefer_5,associated,otherCatal,dynamicPro,island,verbatimDe,maximumDep,minimumDep,footprintW,identifi_1,ownerInsti,islandGrou,identifi_2,previousId,locationAc,locationID,organismID,datasetID,associat_1,materialSa,subgenus,minimumEle,maximumEle,namePublis,scientif_2,namePubl_1,namePubl_2,verbatim_3,originalNa,associat_2,identifi_3,earliestAg,verbatimTa,formation,lithostrat,latestAgeO,group,member,lowestBios,highestBio,bed,earliestPe,earliestEp,latestEonO,earliestEr,earliestEo,latestEraO,geological,latestPeri,latestEpoc,scientif_3,IncludePew,Duplicate,Comment,.references,.associatedReferences,.decimalLat,.decimalLon,.locality,.year,.eventDate,.bibliographicCitation,.canonicalName,.scientificName,.catalogNumber,.recordedBy,.occurrenceID
13554,,true,2106,Galaxias platei,NA,NA,NA,NA,DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN,NA,NA,NA,FO,NA,4556315,NA,Peces,NA,8,-43.1333,-71.6,"Galaxias platei Steindachner, 1898",NA,NA,NA,CC BY-NC 3.0,"Conservation Biology Institute, http://consbio.org",not-for-profit use only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Galaxias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias platei,true,,,,,,,,,,,,,,,
13556,,true,2106,Odontesthes hatcheri,NA,NA,NA,NA,DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN,NA,NA,NA,FO,NA,4559327,NA,Peces,NA,8,-43.1333,-71.6,"Odontesthes hatcheri (Eigenmann, 1909)",NA,NA,NA,CC BY-NC 3.0,"Conservation Biology Institute, http://consbio.org",not-for-profit use only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Atheriniformes,Atherinopsidae,Odontesthes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Odontesthes hatcheri,true,,,,,,,,,,,,,,,
13558,,true,2106,Oncorhynchus mykiss,NA,NA,NA,NA,DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN,NA,NA,NA,FO,NA,4559876,NA,Peces,NA,8,-43.1333,-71.6,"Oncorhynchus mykiss (Walbaum, 1792)",NA,NA,NA,CC BY-NC 3.0,"Conservation Biology Institute, http://consbio.org",not-for-profit use only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus mykiss,true,,,,,,,,,,,,,,,
13560,,true,2106,Percichthys trucha,NA,NA,NA,NA,DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN,NA,NA,NA,FO,NA,4560344,NA,Peces,NA,8,-43.1333,-71.6,"Percichthys trucha (Valenciennes, 1833)",NA,NA,NA,CC BY-NC 3.0,"Conservation Biology Institute, http://consbio.org",not-for-profit use only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Perciformes,Percichthyidae,Percichthys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Percichthys trucha,true,,,,,,,,,,,,,,,
13562,,true,2106,Salmo trutta,NA,NA,NA,NA,DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN,NA,NA,NA,FO,NA,4562558,NA,Peces,NA,8,-43.1333,-71.6,"Salmo trutta Linnaeus, 1758",NA,NA,NA,CC BY-NC 3.0,"Conservation Biology Institute, http://consbio.org",not-for-profit use only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Salmo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salmo trutta,true,,,,,,,,,,,,,,,
13564,,true,2106,Salvelinus fontinalis,NA,NA,NA,NA,DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN,NA,NA,NA,FO,NA,4562573,NA,Peces,NA,8,-43.1333,-71.6,"Salvelinus fontinalis (Mitchill, 1814)",NA,NA,NA,CC BY-NC 3.0,"Conservation Biology Institute, http://consbio.org",not-for-profit use only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Salvelinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,true,,,,,,,,,,,,,,,
13566,,true,853,Galaxias platei,NA,NA,NA,NA,DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN,NA,NA,NA,FO,NA,4556248,NA,Peces,NA,8,-42.45,-71.6,"Galaxias platei Steindachner, 1898",NA,NA,NA,CC BY-NC 3.0,"Conservation Biology Institute, http://consbio.org",not-for-profit use only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Galaxias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias platei,true,,,,,,,,,,,,,,,
13568,,true,1112,Galaxias maculatus,NA,NA,NA,NA,DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN,NA,NA,NA,FO,NA,4556188,NA,Peces,NA,8,-41.3333,-71.6,"Galaxias maculatus (Jenyns, 1842)",NA,NA,NA,CC BY-NC 3.0,"Conservation Biology Institute, http://consbio.org",not-for-profit use only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Galaxias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,true,,,,,,,,,,,,,,,
13570,,true,1112,Galaxias platei,NA,NA,NA,NA,DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN,NA,NA,NA,FO,NA,4556311,NA,Peces,NA,8,-41.3333,-71.6,"Galaxias platei Steindachner, 1898",NA,NA,NA,CC BY-NC 3.0,"Conservation Biology Institute, http://consbio.org",not-for-profit use only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Galaxias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias platei,true,,,,,,,,,,,,,,,
13572,,true,1112,Oncorhynchus mykiss,NA,NA,NA,NA,DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN,NA,NA,NA,FO,NA,4559872,NA,Peces,NA,8,-41.3333,-71.6,"Oncorhynchus mykiss (Walbaum, 1792)",NA,NA,NA,CC BY-NC 3.0,"Conservation Biology Institute, http://consbio.org",not-for-profit use only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus mykiss,true,,,,,,,,,,,,,,,
13574,,true,1112,Salmo trutta,NA,NA,NA,NA,DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN,NA,NA,NA,FO,NA,4562554,NA,Peces,NA,8,-41.3333,-71.6,"Salmo trutta Linnaeus, 1758",NA,NA,NA,CC BY-NC 3.0,"Conservation Biology Institute, http://consbio.org",not-for-profit use only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Salmo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salmo trutta,true,,,,,,,,,,,,,,,
13576,,true,1112,Salvelinus fontinalis,NA,NA,NA,NA,DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN,NA,NA,NA,FO,NA,4562569,NA,Peces,NA,8,-41.3333,-71.6,"Salvelinus fontinalis (Mitchill, 1814)",NA,NA,NA,CC BY-NC 3.0,"Conservation Biology Institute, http://consbio.org",not-for-profit use only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Salvelinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,true,,,,,,,,,,,,,,,
13578,,false,859,Galaxias platei,NA,NA,Arroyo Desaguadero,"Cussac, V., Ortubay, S., Iglesias, G., Milano, D., Lattuca, M.E., Barriga, J.P., Battini, M. and Gross, M. (2004), The distribution of South American galaxiid fishes: the role of biological traits and post-glacial history. Journal of Biogeography, 31: 10","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,437,NA,NA,NA,NA,NA,NA,4,-42.8833333327,-71.5999999998,"Galaxias platei Steindachner, 1898",NA,NA,NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,"S, Ortubay & D, Wegrzyn (pers, comm,)",NA,NA,native,NA,NA,NA,NA,NA,NA,NA,NA,Sudamérica,Argentina,AR,Provincia del Chubut,Departamento de Futaleufú,NA,NA,42°53'S,71°36'O,Animalia,Chordata,Actinopterygii,Osmeriformes,Galaxiidae,Galaxias,platei,Puyen grande,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias platei,true,,,,,,,,,,,,,,,
13580,,false,1111,Aplochiton zebra,NA,1996,Lago Puelo,"Milano D. 2003. Biología de Galaxias platei (Pisces, Galaxiidae): especializaciones relativas a su distribución. Centro Regional Universitario Bariloche. Universidad Nacional del Comahue. Argentina. 135 p.","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,908,NA,NA,NA,NA,NA,NA,4,-42.1166666672,-71.5999999998,"Aplochiton zebra Jenyns, 1842",NA,"a) redes agalleras bentónicas, b) trampas cebadas de profundidad y c) red de arrastre costero.",NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,-,NA,NA,native,NA,NA,1996-2002,NA,NA,NA,NA,NA,Sudamérica,Argentina,AR,Provincia del Chubut,Departamento de Cushamen,Lago Puelo,190 m.a.s.l.,42°07'S,71°36'O,Animalia,Chordata,Actinopterygii,Osmeriformes,Galaxiidae,Aplochiton,zebra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton zebra,true,,,,,,,,,,,,,,,
13581,,false,1111,Galaxias platei,NA,1996,Lago Puelo,"Milano D. 2003. Biología de Galaxias platei (Pisces, Galaxiidae): especializaciones relativas a su distribución. Centro Regional Universitario Bariloche. Universidad Nacional del Comahue. Argentina. 135 p.","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,920,NA,NA,NA,NA,NA,NA,4,-42.1166666672,-71.5999999998,"Galaxias platei Steindachner, 1898",NA,"a) redes agalleras bentónicas, b) trampas cebadas de profundidad y c) red de arrastre costero.",NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,-,NA,NA,native,NA,NA,1996-2002,NA,NA,NA,NA,NA,Sudamérica,Argentina,AR,Provincia del Chubut,Departamento de Cushamen,Lago Puelo,190 m.a.s.l.,42°07'S,71°36'O,Animalia,Chordata,Actinopterygii,Osmeriformes,Galaxiidae,Galaxias,platei,Puyen grande,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias platei,true,,,,,,,,,,,,,,,
13582,,false,1111,Odontesthes hatcheri,NA,1996,Lago Puelo,"Milano D. 2003. Biología de Galaxias platei (Pisces, Galaxiidae): especializaciones relativas a su distribución. Centro Regional Universitario Bariloche. Universidad Nacional del Comahue. Argentina. 135 p.","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,927,NA,NA,NA,NA,NA,NA,4,-42.1166666672,-71.5999999998,"Odontesthes hatcheri (Eigenmann, 1909)",NA,"a) redes agalleras bentónicas, b) trampas cebadas de profundidad y c) red de arrastre costero.",NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,-,NA,NA,native,NA,NA,1996-2002,NA,NA,NA,NA,NA,Sudamérica,Argentina,AR,Provincia del Chubut,Departamento de Cushamen,Lago Puelo,190 m.a.s.l.,42°07'S,71°36'O,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Odontesthes,hatcheri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Odontesthes hatcheri,true,,,,,,,,,,,,,,,
13583,,false,1111,Percichthys trucha,NA,1996,Lago Puelo,"Milano D. 2003. Biología de Galaxias platei (Pisces, Galaxiidae): especializaciones relativas a su distribución. Centro Regional Universitario Bariloche. Universidad Nacional del Comahue. Argentina. 135 p.","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,929,NA,NA,NA,NA,NA,NA,4,-42.1166666672,-71.5999999998,"Percichthys trucha (Valenciennes, 1833)",NA,"a) redes agalleras bentónicas, b) trampas cebadas de profundidad y c) red de arrastre costero.",NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,-,NA,NA,native,NA,NA,1996-2002,NA,NA,NA,NA,NA,Sudamérica,Argentina,AR,Provincia del Chubut,Departamento de Cushamen,Lago Puelo,190 m.a.s.l.,42°07'S,71°36'O,Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,Percichthys,trucha,Perca patagonica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Percichthys trucha,true,,,,,,,,,,,,,,,
13584,,false,671,Galaxias maculatus,NA,1995,Laguna Los Moscos,"Milano, D., Ruzzante, D.E., Cussac, V.E., Macchi, P.J., Ferriz, R.A., Barriga, J.P., Aigo, J.D., Lattuca, M.E., & Walde, S.J. (2006). Latitudinal and ecological correlates of morphological variation in Galaxias platei (Pisces, Galaxiidae) in Patagonia. ","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,936,NA,NA,NA,NA,NA,NA,4,-41.35,-71.5999999998,"Galaxias maculatus (Jenyns, 1842)",NA,gillnets,NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,-,NA,NA,native,NA,NA,1995-2001,NA,NA,NA,NA,NA,Sudamérica,Argentina,AR,Provincia de Río Negro,Departamento de Bariloche,NA,NA,41°21'S,71°36'O,Animalia,Chordata,Actinopterygii,Osmeriformes,Galaxiidae,Galaxias,maculatus,Puyen chico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,true,,,,,,,,,,,,,,,
