id_CC,Comment,duplicated,spatialClu,canonicalN,eventDate,year,locality,bibliograp,datasetNam,recordedBy,identified,catalogNum,institutio,institut_1,occurrence,occurren_1,collection,collecti_1,rObjectRan,decimalLat,decimalLon,scientific,individual,samplingPr,locationRe,license,rightsHold,accessRigh,basisOfRec,eventRemar,references,sex,lifeStage,establishm,dispositio,occurren_2,verbatimEv,eventTime,month,day,habitat,samplingEf,continent,country,countryCod,stateProvi,county,municipali,verbatimEl,verbatimLa,verbatimLo,kingdom,phylum,class,order,family,genus,specificEp,vernacular,coordinate,waterBody,typeStatus,organismQu,recordNumb,organism_1,uuid,Identifica,gbifID,datasetKey,species,infraspeci,taxonRank,verbatimSc,verbatim_1,publishing,coordina_1,elevation,elevationA,depth,depthAccur,taxonKey,speciesKey,dateIdenti,lastInterp,mediaType,issue,recorded_1,modified,taxonID,verbatimCo,verbatimSR,bibiograph,sampleSize,sampleSi_1,higherClas,startDayOf,geodeticDa,higherGeog,verbatim_2,eventID,language,georeferen,nomenclatu,endDayOfYe,georefer_1,georefer_2,georefer_3,preparatio,fieldNumbe,georefer_4,scientif_1,georefer_5,associated,otherCatal,dynamicPro,island,verbatimDe,maximumDep,minimumDep,footprintW,identifi_1,ownerInsti,islandGrou,identifi_2,previousId,locationAc,locationID,organismID,datasetID,associat_1,materialSa,subgenus,minimumEle,maximumEle,namePublis,scientif_2,namePubl_1,namePubl_2,verbatim_3,originalNa,associat_2,identifi_3,earliestAg,verbatimTa,formation,lithostrat,latestAgeO,group,member,lowestBios,highestBio,bed,earliestPe,earliestEp,latestEonO,earliestEr,earliestEo,latestEraO,geological,latestPeri,latestEpoc,scientif_3,IncludePew,Duplicate,Comment,.references,.associatedReferences,.decimalLat,.decimalLon,.locality,.year,.eventDate,.bibliographicCitation,.canonicalName,.scientificName,.catalogNumber,.recordedBy,.occurrenceID
13585,,false,671,Galaxias maculatus,NA,1996,Laguna Los Moscos,"Milano D. 2003. Biología de Galaxias platei (Pisces, Galaxiidae): especializaciones relativas a su distribución. Centro Regional Universitario Bariloche. Universidad Nacional del Comahue. Argentina. 135 p.","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,911,NA,NA,NA,NA,NA,NA,4,-41.35,-71.5999999998,"Galaxias maculatus (Jenyns, 1842)",NA,"a) redes agalleras bentónicas, b) trampas cebadas de profundidad y c) red de arrastre costero.",NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,-,NA,NA,native,NA,NA,1996-2002,NA,NA,NA,NA,NA,Sudamérica,Argentina,AR,Provincia de Río Negro,Departamento de Bariloche,NA,NA,41°21'S,71°36'O,Animalia,Chordata,Actinopterygii,Osmeriformes,Galaxiidae,Galaxias,maculatus,Puyen chico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,true,,,,,,,,,,,,,,,
13586,"change coordinates to -41.345645, -71.619084",false,671,Galaxias maculatus,NA,2003,Laguna Los Moscos,Viozzi G. Semenas L. Brugni N. y Flores V. (2009). Metazoan Parasites of Galaxias maculatus (Osmeriformes: Galaxiidae) from Argentinean Patagonia. Comparative Parasitology 76(2): 229-239. DOI:10.1654/4328.1,"Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,1308,NA,NA,NA,NA,NA,NA,4,-41.35,-71.5999999998,"Galaxias maculatus (Jenyns, 1842)",27,baited traps,NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,-,NA,NA,native,NA,NA,Apr 03,NA,4,NA,NA,NA,Sudamérica,Argentina,AR,Provincia de Río Negro,Departamento de Bariloche,NA,NA,41°21'S,71°36'O,Animalia,Chordata,Actinopterygii,Osmeriformes,Galaxiidae,Galaxias,maculatus,Puyen chico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,true,,"change coordinates to -41.345645, -71.619084",,,-41.345645,-71.619084,,,,,,,,,
13587,,false,671,Galaxias maculatus,NA,NA,Laguna Los Moscos,"Aigo, J., Cussac, V., Peris, S. et al. Distribution of introduced and native fish in Patagonia (Argentina): patterns and changes in fish assemblages. Rev Fish Biol Fisheries 18, 387–408 (2008). https://doi.org/10.1007/s11160-007-9080-8","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,10,NA,NA,NA,NA,NA,NA,4,-41.35,-71.5999999998,"Galaxias maculatus (Jenyns, 1842)",NA,NA,NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,"Cussac V, Ortubay S, Iglesias G, Milano D, Lattuca M, Barriga J, Battini M, Gross M (2004) The distribution of South American galaxiid fishes: the role of biological traits and post glacial history. J Biogeogr 31:103–122   |   Milano D, Cussac VE, Macc",NA,NA,native,NA,NA,NA,NA,NA,NA,NA,NA,Sudamérica,Argentina,AR,Provincia de Río Negro,Departamento de Bariloche,NA,800 m.a.s.l.,41°21'S,71°36'O,Animalia,Chordata,Actinopterygii,Osmeriformes,Galaxiidae,Galaxias,maculatus,Puyen chico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,true,,,,,,,,,,,,,,,
13588,,false,671,Galaxias platei,NA,1995,Laguna Los Moscos,"Milano, D., Ruzzante, D.E., Cussac, V.E., Macchi, P.J., Ferriz, R.A., Barriga, J.P., Aigo, J.D., Lattuca, M.E., & Walde, S.J. (2006). Latitudinal and ecological correlates of morphological variation in Galaxias platei (Pisces, Galaxiidae) in Patagonia. ","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,941,NA,NA,NA,NA,NA,NA,4,-41.35,-71.5999999998,"Galaxias platei Steindachner, 1898",NA,gillnets,NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,-,NA,NA,native,NA,NA,1995-2001,NA,NA,NA,NA,NA,Sudamérica,Argentina,AR,Provincia de Río Negro,Departamento de Bariloche,NA,NA,41°21'S,71°36'O,Animalia,Chordata,Actinopterygii,Osmeriformes,Galaxiidae,Galaxias,platei,Puyen grande,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias platei,true,,,,,,,,,,,,,,,
13589,,false,671,Galaxias platei,NA,1996,Laguna Los Moscos,"Milano D. 2003. Biología de Galaxias platei (Pisces, Galaxiidae): especializaciones relativas a su distribución. Centro Regional Universitario Bariloche. Universidad Nacional del Comahue. Argentina. 135 p.","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,916,NA,NA,NA,NA,NA,NA,4,-41.35,-71.5999999998,"Galaxias platei Steindachner, 1898",NA,"a) redes agalleras bentónicas, b) trampas cebadas de profundidad y c) red de arrastre costero.",NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,-,NA,NA,native,NA,NA,1996-2002,NA,NA,NA,NA,NA,Sudamérica,Argentina,AR,Provincia de Río Negro,Departamento de Bariloche,NA,NA,41°21'S,71°36'O,Animalia,Chordata,Actinopterygii,Osmeriformes,Galaxiidae,Galaxias,platei,Puyen grande,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias platei,true,,,,,,,,,,,,,,,
13590,,false,671,Galaxias platei,NA,NA,Laguna Los Moscos,"Aigo, J., Cussac, V., Peris, S. et al. Distribution of introduced and native fish in Patagonia (Argentina): patterns and changes in fish assemblages. Rev Fish Biol Fisheries 18, 387–408 (2008). https://doi.org/10.1007/s11160-007-9080-8","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,27,NA,NA,NA,NA,NA,NA,4,-41.35,-71.5999999998,"Galaxias platei Steindachner, 1898",NA,NA,NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,"Cussac V, Ortubay S, Iglesias G, Milano D, Lattuca M, Barriga J, Battini M, Gross M (2004) The distribution of South American galaxiid fishes: the role of biological traits and post glacial history. J Biogeogr 31:103–122   |   Milano D, Cussac VE, Macc",NA,NA,native,NA,NA,NA,NA,NA,NA,NA,NA,Sudamérica,Argentina,AR,Provincia de Río Negro,Departamento de Bariloche,NA,800 m.a.s.l.,41°21'S,71°36'O,Animalia,Chordata,Actinopterygii,Osmeriformes,Galaxiidae,Galaxias,platei,Puyen grande,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias platei,true,,,,,,,,,,,,,,,
13591,,false,671,Oncorhynchus mykiss,NA,NA,Laguna Los Moscos,"Aigo, J., Cussac, V., Peris, S. et al. Distribution of introduced and native fish in Patagonia (Argentina): patterns and changes in fish assemblages. Rev Fish Biol Fisheries 18, 387–408 (2008). https://doi.org/10.1007/s11160-007-9080-8","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,106,NA,NA,NA,NA,NA,NA,4,-41.35,-71.5999999998,"Oncorhynchus mykiss (Walbaum, 1792)",NA,NA,NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,"Cussac V, Ortubay S, Iglesias G, Milano D, Lattuca M, Barriga J, Battini M, Gross M (2004) The distribution of South American galaxiid fishes: the role of biological traits and post glacial history. J Biogeogr 31:103–122   |   Milano D, Cussac VE, Macc",NA,NA,introduced,NA,NA,NA,NA,NA,NA,NA,NA,Sudamérica,Argentina,AR,Provincia de Río Negro,Departamento de Bariloche,NA,800 m.a.s.l.,41°21'S,71°36'O,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus mykiss,true,,,,,,,,,,,,,,,
13592,,false,671,Salmo trutta,NA,NA,Laguna Los Moscos,"Aigo, J., Cussac, V., Peris, S. et al. Distribution of introduced and native fish in Patagonia (Argentina): patterns and changes in fish assemblages. Rev Fish Biol Fisheries 18, 387–408 (2008). https://doi.org/10.1007/s11160-007-9080-8","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,108,NA,NA,NA,NA,NA,NA,4,-41.35,-71.5999999998,"Salmo trutta Linnaeus, 1758",NA,NA,NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,"Cussac V, Ortubay S, Iglesias G, Milano D, Lattuca M, Barriga J, Battini M, Gross M (2004) The distribution of South American galaxiid fishes: the role of biological traits and post glacial history. J Biogeogr 31:103–122   |   Milano D, Cussac VE, Macc",NA,NA,introduced,NA,NA,NA,NA,NA,NA,NA,NA,Sudamérica,Argentina,AR,Provincia de Río Negro,Departamento de Bariloche,NA,800 m.a.s.l.,41°21'S,71°36'O,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,trutta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salmo trutta,true,,,,,,,,,,,,,,,
13593,,false,671,Salvelinus fontinalis,NA,NA,Laguna Los Moscos,"Aigo, J., Cussac, V., Peris, S. et al. Distribution of introduced and native fish in Patagonia (Argentina): patterns and changes in fish assemblages. Rev Fish Biol Fisheries 18, 387–408 (2008). https://doi.org/10.1007/s11160-007-9080-8","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,107,NA,NA,NA,NA,NA,NA,4,-41.35,-71.5999999998,"Salvelinus fontinalis (Mitchill, 1814)",NA,NA,NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,"Cussac V, Ortubay S, Iglesias G, Milano D, Lattuca M, Barriga J, Battini M, Gross M (2004) The distribution of South American galaxiid fishes: the role of biological traits and post glacial history. J Biogeogr 31:103–122   |   Milano D, Cussac VE, Macc",NA,NA,introduced,NA,NA,NA,NA,NA,NA,NA,NA,Sudamérica,Argentina,AR,Provincia de Río Negro,Departamento de Bariloche,NA,800 m.a.s.l.,41°21'S,71°36'O,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,fontinalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,true,,,,,,,,,,,,,,,
13595,,false,2850,Salmo trutta,NA,2009,NA,NA,SUBPESCA-1,NA,NA,12246,NA,NA,NA,NA,NA,NA,9,-52.86794,-71.595637,"Salmo trutta Linnaeus, 1758",1,PESCA ELECTRICA,ND,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,NA,NA,NA,NA,NA,NA,,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,729128.0706,4136990.2342,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Salmo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"CEA (NA) Linea Base Limnologia  Southern Star Coal Project. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salmo trutta,true,,,,,,,,,,,,,,,
13596,,false,961,Oncorhynchus tshawytscha,NA,2012,Sitio de muestreo 1,"Di Prinzio, C.Y. and Arismendi, I. (2018), Early development and diets of non-native juvenile Chinook Salmon (Oncorhynchus tshawytscha) in an invaded river of Patagonia, southern South America. Austral Ecology, 43: 732-741. https://doi.org/10.1111/aec.1","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,587,NA,NA,NA,NA,NA,NA,4,-43.173055556,-71.5944444442,"Oncorhynchus tshawytscha (Walbaum, 1792)",NA,three-pass beach seine (3 mm mesh-size; 5 x 5 m2),NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,-,NA,juvenile,introduced,NA,NA,Austral Winter (August 2012) at the middle of the Austral Summer (January 2013).,NA,NA,NA,NA,"along 50 m reaches, once a month (august 2012-january 2013 without sampling in june and july).",Sudamérica,Argentina,AR,Provincia del Chubut,Departamento de Futaleufú,NA,331 m.a.s.l.,43°10'23''S,71°35'40''W,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,tshawytscha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus tshawytscha,true,,,,,,,,,,,,,,,
13597,,false,962,Oncorhynchus tshawytscha,NA,2012,Sitio de muestreo 2,"Di Prinzio, C.Y. and Arismendi, I. (2018), Early development and diets of non-native juvenile Chinook Salmon (Oncorhynchus tshawytscha) in an invaded river of Patagonia, southern South America. Austral Ecology, 43: 732-741. https://doi.org/10.1111/aec.1","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,588,NA,NA,NA,NA,NA,NA,4,-43.1411111108,-71.5927777783,"Oncorhynchus tshawytscha (Walbaum, 1792)",NA,three-pass beach seine (3 mm mesh-size; 5 x 5 m2),NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,-,NA,juvenile,introduced,NA,NA,Austral Winter (August 2012) at the middle of the Austral Summer (January 2013).,NA,NA,NA,NA,"along 50 m reaches, once a month (august 2012-january 2013 without sampling in june and july).",Sudamérica,Argentina,AR,Provincia del Chubut,Departamento de Futaleufú,Aldea Escolar (Los Rápidos),340 m.a.s.l.,43°08'28''S,71°35'34''W,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,tshawytscha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus tshawytscha,true,,,,,,,,,,,,,,,
13598,,false,2070,Galaxias maculatus,2021-02-05,2021,"Bariloche, Río Negro, Argentina",NA,iNaturalist research-grade observations,Facundo Cabezas Cartes,NA,69102805,NA,NA,https://www.inaturalist.org/observations/69102805,NA,NA,NA,7,-41.3500408058,-71.586782299,"Galaxias maculatus (Jenyns, 1842)",NA,NA,NA,NA,NA,NA,HumanObservation,NA,NA,NA,NA,NA,NA,NA,2021-02-05 5:51:34 PM GMT-03:00,NA,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,Bariloche,NA,NA,NA,Animalia,Chordata,Actinopterygii,Osmeriformes,Galaxiidae,Galaxias,NA,Puyen chico,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-05 20:55:43 UTC,NA,NA,NA,3422508,2021-02-06 22:36:42 UTC,321994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,true,,,,,,,,,,,,,,,
13599,,false,699,Oncorhynchus mykiss,NA,NA,Lago Buenos Aires,"Aigo, J., Cussac, V., Peris, S. et al. Distribution of introduced and native fish in Patagonia (Argentina): patterns and changes in fish assemblages. Rev Fish Biol Fisheries 18, 387–408 (2008). https://doi.org/10.1007/s11160-007-9080-8","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,74,NA,NA,NA,NA,NA,NA,4,-46.4999999996,-71.5833333329,"Oncorhynchus mykiss (Walbaum, 1792)",NA,NA,NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,"Ortubay S, Semenas L, Úbeda C, Quaggiotto A, Viozzi G. (1994). Catálogo de peces dulceacuícolas de la Patagonia argentina y sus parásitos metazoos, Río Negro, Argentina, Subsecretaría de Recursos Naturales, 110 p.",NA,NA,introduced,NA,NA,NA,NA,NA,NA,NA,NA,Sudamérica,Argentina,AR,Provincia de Santa Cruz,Departamento Lago Buenos Aires,NA,214 m.a.s.l.,46°30'S,71°35'O,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus mykiss,true,,,,,,,,,,,,,,,
