"catalogNumber","month","year","locationRemarks","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimSRS","scientificName","samplingProtocol","individualCount","bibliographicCitation","decimalLongitude","decimalLatitude","verbatimEventDate","datasetName","license","accessRights"
"39627",2,2017,"2","-72.560861110000005","-41.429250000000003","DECIMAL","ND","Percichthys trucha","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.56086111,-41.42925,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"39628",2,2017,"3","-72.566666670000004","-41.401138889999999","DECIMAL","ND","Percichthys trucha","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.56666667,-41.40113889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"39629",2,2017,"3","-72.566666670000004","-41.401138889999999","DECIMAL","ND","Percichthys trucha","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.56666667,-41.40113889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"39630",2,2017,"3","-72.566666670000004","-41.401138889999999","DECIMAL","ND","Percichthys trucha","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.56666667,-41.40113889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"39631",2,2017,"3","-72.566666670000004","-41.401138889999999","DECIMAL","ND","Percichthys trucha","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.56666667,-41.40113889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"39632",2,2017,"3","-72.566666670000004","-41.401138889999999","DECIMAL","ND","Percichthys trucha","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.56666667,-41.40113889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"39633",2,2017,"3","-72.566666670000004","-41.401138889999999","DECIMAL","ND","Percichthys trucha","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.56666667,-41.40113889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"39634",2,2017,"3","-72.566666670000004","-41.401138889999999","DECIMAL","ND","Percichthys trucha","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.56666667,-41.40113889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"39635",2,2017,"3","-72.566666670000004","-41.401138889999999","DECIMAL","ND","Percichthys trucha","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.56666667,-41.40113889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"39636",2,2017,"3","-72.566666670000004","-41.401138889999999","DECIMAL","ND","Percichthys trucha","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.56666667,-41.40113889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"39637",2,2017,"3","-72.566666670000004","-41.401138889999999","DECIMAL","ND","Percichthys trucha","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.56666667,-41.40113889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"39638",2,2017,"3","-72.566666670000004","-41.401138889999999","DECIMAL","ND","Percichthys trucha","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.56666667,-41.40113889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"39639",2,2017,"1","-72.544027779999993","-41.418555560000001","DECIMAL","ND","Percichthys trucha","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54402778,-41.41855556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"39640",2,2017,"1","-72.544027779999993","-41.418555560000001","DECIMAL","ND","Percichthys trucha","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54402778,-41.41855556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"39641",2,2017,"1","-72.544027779999993","-41.418555560000001","DECIMAL","ND","Percichthys trucha","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54402778,-41.41855556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"39642",2,2017,"1","-72.544027779999993","-41.418555560000001","DECIMAL","ND","Percichthys trucha","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54402778,-41.41855556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"39643",2,2017,"1","-72.544027779999993","-41.418555560000001","DECIMAL","ND","Percichthys trucha","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54402778,-41.41855556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"39644",2,2017,"1","-72.544027779999993","-41.418555560000001","DECIMAL","ND","Percichthys trucha","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54402778,-41.41855556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"39645",2,2017,"2","-72.555999999999997","-41.42658333","DECIMAL","ND","Percichthys trucha","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.556,-41.42658333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"39646",2,2017,"2","-72.555999999999997","-41.42658333","DECIMAL","ND","Percichthys trucha","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.556,-41.42658333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"39647",2,2017,"3","-72.553358329999995","-41.424661110000002","DECIMAL","ND","Percichthys trucha","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.55335833,-41.42466111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"39648",2,2017,"3","-72.553358329999995","-41.424661110000002","DECIMAL","ND","Percichthys trucha","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.55335833,-41.42466111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
