"id_CC","duplicated_CC","spatialClust_CC","canonicalName","eventDate","year","locality","bibliographicCitation","datasetName","recordedBy","identifiedBy","catalogNumber","institutionCode","institutionID","occurrenceID","occurrenceStatus","collectionCode","collectionID","rObjectRank_CC","decimalLatitude","decimalLongitude","scientificName","individualCount","samplingProtocol","locationRemarks","license","rightsHolder","accessRights","basisOfRecord","eventRemarks","references","sex","lifeStage","establishmentMeans","disposition","occurrenceRemarks","verbatimEventDate","eventTime","month","day","habitat","samplingEffort","continent","country","countryCode","stateProvince","county","municipality","verbatimElevation","verbatimLatitude","verbatimLongitude","kingdom","phylum","class","order","family","genus","specificEpithet","vernacularName","coordinateUncertaintyInMeters","waterBody","typeStatus","organismQuantityType","recordNumber","organismQuantity","uuid","Identification","gbifID","datasetKey","species","infraspecificEpithet","taxonRank","verbatimScientificName","verbatimScientificNameAuthorship","publishingOrgKey","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","taxonKey","speciesKey","dateIdentified","lastInterpreted","mediaType","issue","recordedByID","modified","taxonID","verbatimCoordinateSystem","verbatimSRS","bibiographicCitation","sampleSizeValue","sampleSizeUnit","higherClassification","startDayOfYear","geodeticDatum","higherGeography","verbatimLocality","eventID","language","georeferenceVerificationStatus","nomenclaturalCode","endDayOfYear","georeferencedDate","georeferenceProtocol","georeferencedBy","preparations","fieldNumber","georeferenceSources","scientificNameAuthorship","georeferenceRemarks","associatedReferences","otherCatalogNumbers","dynamicProperties","island","verbatimDepth","maximumDepthInMeters","minimumDepthInMeters","footprintWKT","identificationVerificationStatus","ownerInstitutionCode","islandGroup","identificationRemarks","previousIdentifications","locationAccordingTo","locationID","organismID","datasetID","associatedMedia","materialSampleID","subgenus","minimumElevationInMeters","maximumElevationInMeters","namePublishedInID","scientificNameID","namePublishedInYear","namePublishedIn","verbatimCoordinates","originalNameUsage","associatedSequences","identificationQualifier","earliestAgeOrLowestStage","verbatimTaxonRank","formation","lithostratigraphicTerms","latestAgeOrHighestStage","group","member","lowestBiostratigraphicZone","highestBiostratigraphicZone","bed","earliestPeriodOrLowestSystem","earliestEpochOrLowestSeries","latestEonOrHighestEonothem","earliestEraOrLowestErathem","earliestEonOrLowestEonothem","latestEraOrHighestErathem","geologicalContextID","latestPeriodOrHighestSystem","latestEpochOrHighestSeries","scientificName_Old","IncludePewProAP"
14221,FALSE,1918,"Galaxias maculatus","2023-10-16T12:24:13",2023,"",NA,"GBIF","Pablo","Pablo","187833010","iNaturalist",NA,"https://www.inaturalist.org/observations/187833010","PRESENT","Observations",NA,"6",-54.840095,-68.572999,"Galaxias maculatus (Jenyns, 1842)",NA,NA,NA,"CC_BY_4_0","Pablo",NA,"HUMAN_OBSERVATION",NA,NA,NA,NA,"",NA,NA,NA,NA,10,16,NA,NA,NA,NA,"AR","Tierra del Fuego",NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Osmeriformes","Galaxiidae","Galaxias",NA,NA,7,NA,"",NA,"",NA,NA,NA,4430639939,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Galaxias maculatus","","SPECIES","Galaxias maculatus","","28eb1a3f-1c15-4a95-931a-4af90ecb574d",NA,NA,NA,NA,NA,5214265,5214265,"2023-10-17 00:11:00","2025-08-03 01:25:09.676","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galaxias maculatus (Jenyns, 1842)","1"
14222,FALSE,1985,"Salmo trutta","2023-10-16T13:52:28",2023,"",NA,"GBIF","Pablo","Pablo","187837142","iNaturalist",NA,"https://www.inaturalist.org/observations/187837142","PRESENT","Observations",NA,"6",-54.83426,-68.568848,"Salmo trutta Linnaeus, 1758",NA,NA,NA,"CC_BY_4_0","Pablo",NA,"HUMAN_OBSERVATION",NA,NA,NA,NA,"",NA,NA,NA,NA,10,16,NA,NA,NA,NA,"AR","Tierra del Fuego",NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Salmo",NA,NA,12,NA,"",NA,"",NA,NA,NA,4431136047,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Salmo trutta","","SPECIES","Salmo trutta","","28eb1a3f-1c15-4a95-931a-4af90ecb574d",NA,NA,NA,NA,NA,8215487,8215487,"2023-10-17 00:09:36","2025-08-03 01:24:58.744","StillImage;StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo trutta Linnaeus, 1758","1"
14223,FALSE,2038,"Salvelinus fontinalis","2023-10-16T13:10:58",2023,"",NA,"GBIF","Pablo","Pablo","187833057","iNaturalist",NA,"https://www.inaturalist.org/observations/187833057","PRESENT","Observations",NA,"6",-54.835755,-68.568827,"Salvelinus fontinalis (Mitchill, 1814)",NA,NA,NA,"CC_BY_4_0","Pablo",NA,"HUMAN_OBSERVATION",NA,NA,NA,NA,"",NA,NA,NA,NA,10,16,NA,NA,NA,NA,"AR","Tierra del Fuego",NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Salvelinus",NA,NA,7,NA,"",NA,"",NA,NA,NA,4431097896,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Salvelinus fontinalis","","SPECIES","Salvelinus fontinalis","","28eb1a3f-1c15-4a95-931a-4af90ecb574d",NA,NA,NA,NA,NA,2351271,2351271,"2023-10-17 00:10:31","2025-08-03 05:03:15.883","StillImage;StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salvelinus fontinalis (Mitchill, 1814)","1"
14224,FALSE,650,"Salvelinus fontinalis",NA,2005,"Hoste 5","M, Moorman (In prep.) Freshwater fish of Nature Reserve on Isla Navarino, Magellan region, Chile (provisory title).. Masters thesis, North Carolina University NA. Type of document: Thesis Notes: NA","FishGIS_metaDatabase_CCorrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",-54.94831,-68.56876,"Salvelinus fontinalis (Mitchill, 1814)",NA,NA,NA,"CC BY-NC 4.0",NA,NA,"Ocurrence","2005  Geolocation: GPS waypoint",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Salvelinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salvelinus fontinalis","1"
14225,FALSE,1946,"Galaxias maculatus","2024-11-02T18:20:03",2024,"",NA,"GBIF","Pablo","Pablo","250216624","iNaturalist",NA,"https://www.inaturalist.org/observations/250216624","PRESENT","Observations",NA,"6",-54.843943,-68.568655,"Galaxias maculatus (Jenyns, 1842)",NA,NA,NA,"CC_BY_4_0","Pablo",NA,"HUMAN_OBSERVATION",NA,NA,NA,NA,"",NA,NA,NA,NA,11,2,NA,NA,NA,NA,"AR","Tierra del Fuego",NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Osmeriformes","Galaxiidae","Galaxias",NA,NA,7,NA,"",NA,"",NA,NA,NA,4978536347,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Galaxias maculatus","","SPECIES","Galaxias maculatus","","28eb1a3f-1c15-4a95-931a-4af90ecb574d",NA,NA,NA,NA,NA,5214265,5214265,"2024-11-04 17:52:50","2025-08-03 02:44:50.079","StillImage;StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galaxias maculatus (Jenyns, 1842)","1"
14226,TRUE,1372,"Eleginops maclovinus","1987-02-25",1987,"At.Sur-Occid Canal Beagle",NA,"GBIF","","","IIPB 29/1987","FishBase",NA,"FishBase:Occurrence:IIPB 29/1987","PRESENT","Occurrence",NA,"6",-54.85,-68.566667,"Eleginops maclovinus (Cuvier, 1830)",NA,NA,NA,"CC_BY_NC_4_0","",NA,"PRESERVED_SPECIMEN",NA,NA,NA,NA,"",NA,NA,NA,NA,2,25,NA,NA,NA,NA,"AR","",NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Perciformes","Eleginopsidae","Eleginops",NA,NA,NA,NA,"",NA,"",NA,NA,NA,864458504,"197908d0-5565-11d8-b290-b8a03c50a862","Eleginops maclovinus","","SPECIES","Eleginops maclovinus","(Cuvier, 1830)","192a9ab0-5565-11d8-b290-b8a03c50a862",NA,NA,NA,0.5,0.5,2382427,2382427,NA,"2025-07-04 20:55:47.019","","COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eleginops maclovinus (Cuvier, 1830)","1"
14228,FALSE,735,"Galaxias maculatus",NA,2005,"Río Ovando","Boy, C.C., Pérez, A.F., Fernández, D.A. et al. Energy allocation in relation to spawning and overwintering of a diadromous Puyen (Galaxias maculatus) population in the southernmost limit of the species distribution. Polar Biol 32, 9–14 (2009). https://doi.org/10.1007/s00300-008-0495-z","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,"180",NA,NA,NA,NA,NA,NA,"4",-54.8333333331,-68.5666666674,"Galaxias maculatus (Jenyns, 1842)",79,"Specimens were anesthetized to death with MS-222, measured with a digital caliper (total length (TL), 0.01 mm), weighed (total wet mass (M), 0.01 g) and sexed.",NA,"CC BY-NC 4.0",NA,NA,"HumanObservation",NA,"-","Hembras y machos","adult","native",NA,NA,"between February 2005 and February 2006.",NA,NA,NA,"Flat plain with tidal influence, where salinity fluctuates between 0 and 20%.",NA,"Sudamérica","Argentina","AR","Provincia de Tierra del Fuego","Departamento de Ushuaia",NA,NA,"54°50'S","68°34'W","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","maculatus","Puyen chico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galaxias maculatus","1"
14231,FALSE,1955,"Oncorhynchus kisutch","2023-10-16T15:45:43",2023,"",NA,"GBIF","Pablo","Pablo","187837183","iNaturalist",NA,"https://www.inaturalist.org/observations/187837183","PRESENT","Observations",NA,"6",-54.832382,-68.566589,"Oncorhynchus kisutch (Walbaum, 1792)",NA,NA,NA,"CC_BY_4_0","Pablo",NA,"HUMAN_OBSERVATION",NA,NA,NA,NA,"",NA,NA,NA,NA,10,16,NA,NA,NA,NA,"AR","Tierra del Fuego",NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Oncorhynchus",NA,NA,8,NA,"",NA,"",NA,NA,NA,4430628862,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Oncorhynchus kisutch","","SPECIES","Oncorhynchus kisutch","","28eb1a3f-1c15-4a95-931a-4af90ecb574d",NA,NA,NA,NA,NA,5204034,5204034,"2023-10-17 00:07:25","2025-08-03 01:25:04.41","StillImage;StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus kisutch (Walbaum, 1792)","1"
14232,TRUE,1356,"Galaxias maculatus","2006-02-22",2006,"Small stream [name unknown] beside estancia Canasaca, [Península Dumas], [Isla Hoste], [ca. 14.9 air miles SW center Ushuaia, Argentina], [Communa de Cabo de Hornos], [see remarks]","North Carolina Museum of Natural Sciences. NCSM Fishes Collection. Record ID: 3D31FFF0-AF4F-4941-B2A6-4014D06DF148. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_fishes (source published on 2017-10-27)","VertNet",NA,NA,"50900","NCSM","NCSM","3D31FFF0-AF4F-4941-B2A6-4014D06DF148",NA,"NCSM-Fishes",NA,"12",-54.9416,-68.5656,"Galaxias maculatus (Jenyns, 1842)",5,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/","North Carolina Museum of Natural Sciences","No Restrictions","PreservedSpecimen",NA,"http://collections.naturalsciences.org/specimenFishes.aspx?ID=50900",NA,NA,NA,"In Collections",NA,NA,NA,2,22,NA,NA,"South America","Chile","CL","Magallanes","Antártica Chilena",NA,NA,NA,NA,"Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","maculatus","Inanga",NA,"Chile (S of Santiago) Minor Coastal (misc. creek tribs)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-19",NA,NA,NA,NA,NA,NA,NA,53,"WGS84",NA,"[Estancia refers to a ranch or farm, often boarding travelers.]",NA,"EN",NA,NA,53,NA,NA,NA,NA,"HOSTE-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCSM",NA,NA,NA,NA,NA,NA,"NCSM-FishesDWC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galaxias maculatus","1"
14234,FALSE,1356,"Galaxias maculatus",NA,2006,"Small stream [name unknown] beside estancia Canasaca, [Península Dumas], [Isla Hoste], [ca. 14.9 air miles SW center Ushuaia, Argentina], [Communa de Cabo de Hornos], [see remarks]",NA,"iDigBio; Originaly provided by: NCSM, NCSM Ichthyology Collection",NA,NA,"50900","NCSM","NCSM","3D31FFF0-AF4F-4941-B2A6-4014D06DF148",NA,"NCSM-Fishes",NA,"5",-54.9416007995605,-68.5655975341797,"Galaxias maculatus (Jenyns, 1842)",5,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Osmeriformes","Galaxiidae","Galaxias",NA,NA,NA,"Chile (S of Santiago) Minor Coastal (misc. creek tribs)",NA,NA,NA,NA,"03a2de2a-d377-4aba-99a4-70b7ea8b9131","NULL",NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galaxias maculatus","1"
14235,FALSE,1129,"Geotria australis",NA,NA,"Río Lapataia","Nardi, C.F., Sánchez, J., Fernández, D.A. et al. Detection of lamprey in Southernmost South America by environmental DNA (eDNA) and molecular evidence for a new species. Polar Biol 43, 369–383 (2020). https://doi.org/10.1007/s00300-020-02640-3","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,"984",NA,NA,NA,NA,NA,NA,"4",-54.8422222223,-68.5641666673,"Geotria australis Gray, 1851",NA,"Electrofishing ",NA,"CC BY-NC 4.0",NA,NA,"HumanObservation",NA,"-",NA,NA,"native",NA,NA,NA,NA,NA,NA,NA,NA,"Sudamérica","Argentina","AR","Provincia de Tierra del Fuego","Departamento de Ushuaia",NA,NA,"54°50'32''S","68°33'51''O","Animalia","Chordata","Cephalaspidomorphi","Petromyzontiformes","Geotriidae","Geotria","australis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geotria australis","1"
14236,FALSE,1948,"Galaxias maculatus","2022-11-13T17:27",2022,"",NA,"GBIF","Federico Muñoz","Julia M.","142030334","iNaturalist",NA,"https://www.inaturalist.org/observations/142030334","PRESENT","Observations",NA,"6",-54.845347,-68.563968,"Galaxias maculatus (Jenyns, 1842)",NA,NA,NA,"CC0_1_0","Federico Muñoz",NA,"HUMAN_OBSERVATION",NA,NA,NA,NA,"",NA,NA,NA,NA,11,13,NA,NA,NA,NA,"AR","Tierra del Fuego",NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Osmeriformes","Galaxiidae","Galaxias",NA,NA,15,NA,"",NA,"",NA,NA,NA,4987642125,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Galaxias maculatus","","SPECIES","Galaxias maculatus","","28eb1a3f-1c15-4a95-931a-4af90ecb574d",NA,NA,NA,NA,NA,5214265,5214265,"2022-11-18 16:27:55","2025-08-03 03:31:54.676","StillImage;StillImage;StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galaxias maculatus (Jenyns, 1842)","1"
14237,FALSE,1948,"Galaxias maculatus","2022-11-13",2022,"Ushuaia, Tierra del Fuego, Argentina",NA,"iNaturalist research-grade observations","Federico Muñoz",NA,"142030334",NA,NA,"https://www.inaturalist.org/observations/142030334",NA,NA,NA,"7",-54.8453471032,-68.5639678236,"Galaxias maculatus (Jenyns, 1842)",NA,NA,NA,NA,NA,NA,"HumanObservation",NA,NA,NA,NA,NA,NA,NA,"2022/11/13 5:27 PM",NA,NA,NA,NA,NA,NA,"Argentina",NA,"Tierra del Fuego",NA,"Ushuaia",NA,NA,NA,"Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias",NA,"Puyen chico",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-11-15 00:33:52 UTC",NA,NA,NA,"4444997","2022-11-21 22:27:44 UTC","321994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galaxias maculatus","1"
14238,FALSE,2068,"Galaxias maculatus","2019-10-06",2019,"PNTDF, Ushuaia, Tierra del Fuego, Argentina",NA,"iNaturalist research-grade observations","Mariano Rodriguez",NA,"63008495",NA,NA,"https://www.inaturalist.org/observations/63008495",NA,NA,NA,"7",-54.8449391365,-68.5638769452,"Galaxias maculatus (Jenyns, 1842)",NA,NA,NA,NA,NA,NA,"HumanObservation",NA,NA,NA,NA,NA,NA,NA,"2019/10/06 4:18 PM -0300",NA,NA,NA,NA,NA,NA,"Argentina",NA,"Tierra del Fuego",NA,"Ushuaia",NA,NA,NA,"Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias",NA,"Puyen chico",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-19 14:08:53 UTC",NA,NA,NA,"1757020","2022-12-08 01:00:17 UTC","321994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galaxias maculatus","1"
14239,FALSE,1995,"Oncorhynchus kisutch","2022-12-06T16:05",2022,"",NA,"GBIF","Gustavo Fernando Durán","operculum_ben","145800372","iNaturalist",NA,"https://www.inaturalist.org/observations/145800372","PRESENT","Observations",NA,"6",-54.830469,-68.563843,"Oncorhynchus kisutch (Walbaum, 1792)",NA,NA,NA,"CC_BY_NC_4_0","Gustavo Fernando Durán",NA,"HUMAN_OBSERVATION",NA,NA,NA,NA,"",NA,NA,NA,NA,12,6,NA,NA,NA,NA,"AR","Tierra del Fuego",NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Oncorhynchus",NA,NA,794,NA,"",NA,"",NA,NA,NA,4901782451,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Oncorhynchus kisutch","","SPECIES","Oncorhynchus kisutch","","28eb1a3f-1c15-4a95-931a-4af90ecb574d",NA,NA,NA,NA,NA,5204034,5204034,"2023-01-09 03:53:54","2025-08-03 01:14:12.149","StillImage;StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus kisutch (Walbaum, 1792)","1"
14240,FALSE,1995,"Oncorhynchus kisutch","2022-12-06",2022,"Ushuaia, Tierra del Fuego, Argentina",NA,"iNaturalist research-grade observations","Gustavo Fernando Durán",NA,"145800372",NA,NA,"https://www.inaturalist.org/observations/145800372",NA,NA,NA,"7",-54.8304685547,-68.5638426771,"Oncorhynchus kisutch (Walbaum, 1792)",NA,NA,NA,"CC-BY-NC-SA",NA,NA,"HumanObservation",NA,NA,NA,NA,NA,NA,NA,"2022/12/06 4:05 PM",NA,NA,NA,NA,NA,NA,"Argentina",NA,"Tierra del Fuego",NA,"Ushuaia",NA,NA,NA,"Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus",NA,"Salmón Plateado",794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-01-04 02:55:22 UTC",NA,NA,NA,"144","2023-01-09 10:07:09 UTC","53692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus kisutch","1"
