"id_CC","duplicated_CC","spatialClust_CC","canonicalName","eventDate","year","locality","bibliographicCitation","datasetName","recordedBy","identifiedBy","catalogNumber","institutionCode","institutionID","occurrenceID","occurrenceStatus","collectionCode","collectionID","rObjectRank_CC","decimalLatitude","decimalLongitude","scientificName","individualCount","samplingProtocol","locationRemarks","license","rightsHolder","accessRights","basisOfRecord","eventRemarks","references","sex","lifeStage","establishmentMeans","disposition","occurrenceRemarks","verbatimEventDate","eventTime","month","day","habitat","samplingEffort","continent","country","countryCode","stateProvince","county","municipality","verbatimElevation","verbatimLatitude","verbatimLongitude","kingdom","phylum","class","order","family","genus","specificEpithet","vernacularName","coordinateUncertaintyInMeters","waterBody","typeStatus","organismQuantityType","recordNumber","organismQuantity","uuid","Identification","gbifID","datasetKey","species","infraspecificEpithet","taxonRank","verbatimScientificName","verbatimScientificNameAuthorship","publishingOrgKey","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","taxonKey","speciesKey","dateIdentified","lastInterpreted","mediaType","issue","recordedByID","modified","taxonID","verbatimCoordinateSystem","verbatimSRS","bibiographicCitation","sampleSizeValue","sampleSizeUnit","higherClassification","startDayOfYear","geodeticDatum","higherGeography","verbatimLocality","eventID","language","georeferenceVerificationStatus","nomenclaturalCode","endDayOfYear","georeferencedDate","georeferenceProtocol","georeferencedBy","preparations","fieldNumber","georeferenceSources","scientificNameAuthorship","georeferenceRemarks","associatedReferences","otherCatalogNumbers","dynamicProperties","island","verbatimDepth","maximumDepthInMeters","minimumDepthInMeters","footprintWKT","identificationVerificationStatus","ownerInstitutionCode","islandGroup","identificationRemarks","previousIdentifications","locationAccordingTo","locationID","organismID","datasetID","associatedMedia","materialSampleID","subgenus","minimumElevationInMeters","maximumElevationInMeters","namePublishedInID","scientificNameID","namePublishedInYear","namePublishedIn","verbatimCoordinates","originalNameUsage","associatedSequences","identificationQualifier","earliestAgeOrLowestStage","verbatimTaxonRank","formation","lithostratigraphicTerms","latestAgeOrHighestStage","group","member","lowestBiostratigraphicZone","highestBiostratigraphicZone","bed","earliestPeriodOrLowestSystem","earliestEpochOrLowestSeries","latestEonOrHighestEonothem","earliestEraOrLowestErathem","earliestEonOrLowestEonothem","latestEraOrHighestErathem","geologicalContextID","latestPeriodOrHighestSystem","latestEpochOrHighestSeries","scientificName_Old","IncludePewProAP"
4716,FALSE,2235,"Salmo trutta",NA,2012,NA,NA,"SUBPESCA-1",NA,NA,"21774",NA,NA,NA,NA,NA,NA,"9",-47.313415,-72.866522,"Salmo trutta Linnaeus, 1758",3,"PESCA ELECTRICA","EMBA 2.1","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"661245","4757799","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Salmo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","CEA (NA) Monitoreo Limnologico En El Area De Influencia Del Proyecto Hidroelectrico Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo trutta","1"
4717,TRUE,2235,"Percichthys trucha",NA,2009,NA,NA,"SUBPESCA-1",NA,NA,"15559",NA,NA,NA,NA,NA,NA,"9",-47.313577,-72.866502,"Percichthys trucha (Valenciennes, 1833)",9,"PESCA ELECTRICA","ND","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"661246","4757781","Animalia","Chordata",NA,"Perciformes","Percichthyidae","Percichthys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","CEA (NA) Linea Base Flora Y Fauna Acuatica, Calidad De Agua Y Caudal Ecologico En Los Rios Baker  Y Pascua. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Percichthys trucha","1"
4718,TRUE,2235,"Salmo trutta",NA,2009,NA,NA,"SUBPESCA-1",NA,NA,"15568",NA,NA,NA,NA,NA,NA,"9",-47.313577,-72.866502,"Salmo trutta Linnaeus, 1758",1,"PESCA ELECTRICA","ND","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"661246","4757781","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Salmo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","CEA (NA) Linea Base Flora Y Fauna Acuatica, Calidad De Agua Y Caudal Ecologico En Los Rios Baker  Y Pascua. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo trutta","1"
4719,FALSE,1050,"Oncorhynchus mykiss",NA,2006,"Lago Ñadis","Habit, E., Gonzalez, J., Ruzzante, D.E. and Walde, S.J. (2012), Native and introduced fish species richness in Chilean Patagonian lakes: inferences on invasion mechanisms using salmonid-free lakes. Diversity Distrib., 18: 1153-1165. https://doi.org/10.1111/j.1472-4642.2012.00906.x","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,"804",NA,NA,NA,NA,NA,NA,"4",-47.6046944441,-72.8664166671,"Oncorhynchus mykiss (Walbaum, 1792)",NA,"gillnets, seine net (5 mm mesh size) and a backpack electroshocker.",NA,"CC BY-NC 4.0",NA,NA,"HumanObservation",NA,"-",NA,NA,"introduced",NA,NA,"Austral summer (December-March) between 2006 and 2011",NA,NA,NA,NA,NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de Capitán Prat","Comuna de Cochrane","95 m.a.s.l.","47°",NA,"Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","mykiss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus mykiss","1"
4720,FALSE,1050,"Salmo trutta",NA,2006,"Lago Ñadis","Habit, E., Gonzalez, J., Ruzzante, D.E. and Walde, S.J. (2012), Native and introduced fish species richness in Chilean Patagonian lakes: inferences on invasion mechanisms using salmonid-free lakes. Diversity Distrib., 18: 1153-1165. https://doi.org/10.1111/j.1472-4642.2012.00906.x","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,"803",NA,NA,NA,NA,NA,NA,"4",-47.6046944441,-72.8664166671,"Salmo trutta Linnaeus, 1758",NA,"gillnets, seine net (5 mm mesh size) and a backpack electroshocker.",NA,"CC BY-NC 4.0",NA,NA,"HumanObservation",NA,"-",NA,NA,"introduced",NA,NA,"Austral summer (December-March) between 2006 and 2011",NA,NA,NA,NA,NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de Capitán Prat","Comuna de Cochrane","95 m.a.s.l.","47°",NA,"Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","trutta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo trutta","1"
4721,TRUE,2235,"Galaxias platei",NA,2006,NA,NA,"SUBPESCA-1",NA,NA,"4375",NA,NA,NA,NA,NA,NA,"9",-47.313543,-72.866133,"Galaxias platei Steindachner, 1898",1,"PESCA ELECTRICA","B12","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"661274","4757784","Animalia","Chordata",NA,"Osmeriformes","Galaxiidae","Galaxias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","CEA (NA) Proyecto Hidroelectrico Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galaxias platei","1"
4723,TRUE,2235,"Oncorhynchus mykiss",NA,2006,NA,NA,"SUBPESCA-1",NA,NA,"4372",NA,NA,NA,NA,NA,NA,"9",-47.313543,-72.866133,"Oncorhynchus mykiss (Walbaum, 1792)",2,"PESCA ELECTRICA","B12","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"661274","4757784","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Oncorhynchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","CEA (NA) Proyecto Hidroelectrico Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus mykiss","1"
4726,FALSE,2235,"Oncorhynchus mykiss",NA,2007,NA,NA,"SUBPESCA-1",NA,NA,"4373",NA,NA,NA,NA,NA,NA,"9",-47.313543,-72.866133,"Oncorhynchus mykiss (Walbaum, 1792)",3,"PESCA ELECTRICA","B12","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"661274","4757784","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Oncorhynchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","CEA (NA) Proyecto Hidroelectrico Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus mykiss","1"
4727,FALSE,2235,"Oncorhynchus mykiss",NA,2009,NA,NA,"SUBPESCA-1",NA,NA,"4942",NA,NA,NA,NA,NA,NA,"9",-47.313543,-72.866133,"Oncorhynchus mykiss (Walbaum, 1792)",7,"ESPINEL O PESCA ELECTRICA (NO ESPECIFICADO)","B12","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"661274","4757784","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Oncorhynchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","CEA (NA) Proyecto Hidroelectrico Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus mykiss","1"
4729,TRUE,2235,"Salmo trutta",NA,2006,NA,NA,"SUBPESCA-1",NA,NA,"4377",NA,NA,NA,NA,NA,NA,"9",-47.313543,-72.866133,"Salmo trutta Linnaeus, 1758",6,"PESCA ELECTRICA","B12","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"661274","4757784","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Salmo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","CEA (NA) Proyecto Hidroelectrico Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo trutta","1"
4731,FALSE,2235,"Salmo trutta",NA,2007,NA,NA,"SUBPESCA-1",NA,NA,"4374",NA,NA,NA,NA,NA,NA,"9",-47.313543,-72.866133,"Salmo trutta Linnaeus, 1758",3,"PESCA ELECTRICA","B12","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"661274","4757784","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Salmo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","CEA (NA) Proyecto Hidroelectrico Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo trutta","1"
4733,FALSE,2267,"Galaxias platei",NA,2009,NA,NA,"SUBPESCA-1",NA,NA,"4949",NA,NA,NA,NA,NA,NA,"9",-47.513468,-72.86436,"Galaxias platei Steindachner, 1898",1,"ESPINEL O PESCA ELECTRICA (NO ESPECIFICADO)","BCAT 26","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"660798","4735563","Animalia","Chordata",NA,"Osmeriformes","Galaxiidae","Galaxias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","CEA (NA) Proyecto Hidroelectrico Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galaxias platei","1"
4734,TRUE,2267,"Oncorhynchus mykiss",NA,2008,NA,NA,"SUBPESCA-1",NA,NA,"14890",NA,NA,NA,NA,NA,NA,"9",-47.513468,-72.86436,"Oncorhynchus mykiss (Walbaum, 1792)",8,"PESCA ELECTRICA","ND","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"660798","4735563","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Oncorhynchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","CEA (NA) Linea Base Flora Y Fauna Acuatica, Calidad De Agua Y Caudal Ecologico En Los Rios Baker  Y Pascua. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus mykiss","1"
4736,TRUE,2267,"Oncorhynchus mykiss",NA,2009,NA,NA,"SUBPESCA-1",NA,NA,"4952",NA,NA,NA,NA,NA,NA,"9",-47.513468,-72.86436,"Oncorhynchus mykiss (Walbaum, 1792)",16,"ESPINEL O PESCA ELECTRICA (NO ESPECIFICADO)","BCAT 26","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"660798","4735563","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Oncorhynchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","CEA (NA) Proyecto Hidroelectrico Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus mykiss","1"
4738,TRUE,2267,"Salmo trutta",NA,2008,NA,NA,"SUBPESCA-1",NA,NA,"14928",NA,NA,NA,NA,NA,NA,"9",-47.513468,-72.86436,"Salmo trutta Linnaeus, 1758",1,"ESPINEL","ND","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"660798","4735563","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Salmo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","CEA (NA) Linea Base Flora Y Fauna Acuatica, Calidad De Agua Y Caudal Ecologico En Los Rios Baker  Y Pascua. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo trutta","1"
4740,TRUE,2267,"Salmo trutta",NA,2009,NA,NA,"SUBPESCA-1",NA,NA,"4951",NA,NA,NA,NA,NA,NA,"9",-47.513468,-72.86436,"Salmo trutta Linnaeus, 1758",5,"ESPINEL O PESCA ELECTRICA (NO ESPECIFICADO)","BCAT 26","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"660798","4735563","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Salmo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","CEA (NA) Proyecto Hidroelectrico Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo trutta","1"
4741,TRUE,2267,"Oncorhynchus mykiss",NA,2006,NA,NA,"SUBPESCA-1",NA,NA,"4661",NA,NA,NA,NA,NA,NA,"9",-47.513529,-72.864238,"Oncorhynchus mykiss (Walbaum, 1792)",1,"ESPINEL","TB35","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"660807","4735556","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Oncorhynchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","CEA (NA) Proyecto Hidroelectrico Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus mykiss","1"
4745,FALSE,2267,"Oncorhynchus mykiss",NA,2007,NA,NA,"SUBPESCA-1",NA,NA,"4669",NA,NA,NA,NA,NA,NA,"9",-47.513529,-72.864238,"Oncorhynchus mykiss (Walbaum, 1792)",3,"PESCA ELECTRICA","TB35","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"660807","4735556","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Oncorhynchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","CEA (NA) Proyecto Hidroelectrico Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus mykiss","1"
4747,TRUE,2267,"Salmo trutta",NA,2006,NA,NA,"SUBPESCA-1",NA,NA,"4663",NA,NA,NA,NA,NA,NA,"9",-47.513529,-72.864238,"Salmo trutta Linnaeus, 1758",4,"PESCA ELECTRICA","TB35","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"660807","4735556","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Salmo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","CEA (NA) Proyecto Hidroelectrico Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo trutta","1"
