"locality","decimalLatitude","decimalLongitude","year","eventDate","scientificName","individualCount","samplingProtocol","locationRemarks","recordedBy","associatedReferences","license","rightsHolder","accessRights","bibliographicCitation","datasetName","basisOfRecord"
"Estero Mallín, Estación U de Chile",-46.296692,-73.407726,2023,2023-01-27,"Galaxias maculatus",7,"Minnow Trap","Valle Exploradores","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Estrecho de Magallanes",-53.68112102,-70.97443499,2015,2015-02-22,"Galaxias maculatus",80,"Gill Net","Río Santa María","Fishermen","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Estrecho de Magallanes",-53.68112102,-70.97443499,2015,2015-02-22,"Oncorhynchus kisutch",10,"Gill Net","Río Santa María","Fishermen","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Estrecho de Magallanes",-53.68112102,-70.97443499,2015,2015-02-23,"Oncorhynchus kisutch",16,"Gill Net","Río Santa María","Fishermen","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Fiordo Esteffen",-47.971891,-73.209556,2007,2007-03-25,"Galaxias maculatus",9,"Electric fishing","Fiordo Esteffen","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Fjordo Quitralco",-45.591076,-73.256494,2023,2023-01-30,"Patagonotothen",3,"Minnow Trap","Quitralco","Cristian Correa, Maryse Boisjoly, Gael Correa Boisjoly, Brian Reid","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Fjordo Quitralco",-45.591076,-73.256494,2023,2023-01-30,"Sebastes",1,"Minnow Trap","Quitralco","Cristian Correa, Maryse Boisjoly, Gael Correa Boisjoly, Brian Reid","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Fjordo de Alarcón",-51.563762,-72.754988,2015,2015-04-17,"Oncorhynchus kisutch",6,"Gill Net","Seno de Última Esperanza","Fisherman","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Fjordo de Alarcón",-51.563762,-72.754988,2015,2015-04-17,"Oncorhynchus tshawytscha",14,"Gill Net","Seno de Última Esperanza","Fisherman","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Fjordo de Alarcón",-51.563762,-72.754988,2015,2015-04-17,"Salmo salar",1,"Gill Net","Seno de Última Esperanza","Fisherman","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Fjordo de Alarcón",-51.563762,-72.754988,2015,2015-04-17,"Salmo trutta",2,"Gill Net","Seno de Última Esperanza","Fisherman","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Futaleufu",-43.19055,-71.842697,2023,2023-11-11,"Oncorhynchus mykiss",24,"Electric fishing","Rio Futaleufu","CC BD","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Hueñuhueñu, Petrohue",-41.260111,-72.477917,2004,2004-04-14,"Oncorhynchus tshawytscha",10,"Hooks/Poaching","Hueñuhueñu (Petrohue)","Cristian Correa","(Correa and Moran 2017) | (Narum et al. 2017)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Aislado",-46.376777,-73.250979,2019,2019-01-15,"Galaxias platei",1,"Gill Net Experimental","Valle Exploradores","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Aislado",-46.376777,-73.250979,2019,2019-01-15,"Salmo trutta",1,"Gill Net Experimental","Valle Exploradores","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Aislado",-46.376454,-73.247836,2023,2023-01-11,"Salmo trutta",7,"Angling","Valle Exploradores","Cristian Correa, Julien Cucherousset, Simon Blanchet","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Aislado",-46.376363,-73.247718,2019,2019-01-14,"Oncorhynchus tshawytscha",3,"Minnow Trap","Valle Exploradores","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Aislado",-46.376035,-73.24722298,2014,2014-03-20,"Oncorhynchus tshawytscha",1,"Gill Net Aplochitonera 3mX5m  X2","Valle Exploradores","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Aislado",-46.375956,-73.246697,2019,2019-01-15,"Galaxias platei",1,"Seine net","Valle Exploradores","Cristian Correa, Julien Cucherousset, Simon Blanchet, Jaime Schienfeldt","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Aislado",-46.375956,-73.246697,2019,2019-01-15,"Oncorhynchus tshawytscha",102,"Seine net","Valle Exploradores","Cristian Correa, Julien Cucherousset, Simon Blanchet, Jaime Schienfeldt","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Aislado",-46.375956,-73.246697,2019,2019-01-18,"Oncorhynchus tshawytscha",3,"Electric fishing","Valle Exploradores","Cristian Correa, Julien Cucherousset, Simon Blanchet, Didier Galop","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Aislado",-46.375956,-73.246697,2019,2019-01-18,"Salmo trutta",3,"Electric fishing","Valle Exploradores","Cristian Correa, Julien Cucherousset, Simon Blanchet, Didier Galop","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Aislado",-46.37539102,-73.246047,2014,2014-03-19,"Galaxias platei",6,"Seine net","Valle Exploradores","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Aislado",-46.37539102,-73.246047,2014,2014-03-19,"Oncorhynchus tshawytscha",2,"Seine net","Valle Exploradores","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Aislado",-46.37539102,-73.246047,2014,2014-03-19,"Salmo trutta",6,"Seine net","Valle Exploradores","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Aislado",-46.37539102,-73.246047,2014,2014-03-20,"Galaxias platei",2,"Hand Collected, Minnow Trap","Valle Exploradores","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Aislado",-46.37539102,-73.246047,2014,2014-03-20,"Oncorhynchus tshawytscha",1,"Hand Collected","Valle Exploradores","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Aislado",-46.37539102,-73.246047,2014,2014-03-20,"Salmo trutta",4,"Gill Net Experimental","Valle Exploradores","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Aislado",-46.375313,-73.257109,2019,2019-01-19,"Oncorhynchus tshawytscha",7,"Angling","Valle Exploradores","Jaime Schienfeldt","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Aislado",-46.375313,-73.257109,2019,2019-01-19,"Salmo trutta",42,"Angling","Valle Exploradores","Jaime Schienfeldt","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Aislado",-46.37491602,-73.24579496,2014,2014-03-20,"Aplochiton marinus",1,"Gill Net Aplochitonera 3mX10m","Valle Exploradores","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Aislado",-46.373227,-73.2364699999999,2023,2023-01-11,"Salmo trutta",1,"Angling","Valle Exploradores","Cristian Correa, Julien Cucherousset, Simon Blanchet","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Aislado",-46.372943,-73.261209,2019,2019-01-18,"Oncorhynchus tshawytscha",2,"Angling","Valle Exploradores","Cristian Correa, Julien Cucherousset, Simon Blanchet, Didier Galop","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Aislado",-46.372943,-73.261209,2019,2019-01-18,"Salmo trutta",4,"Angling","Valle Exploradores","Cristian Correa, Julien Cucherousset, Simon Blanchet, Didier Galop","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Aislado",-46.367221,-73.2371959999999,2023,2023-01-11,"Salmo trutta",15,"Angling","Valle Exploradores","Cristian Correa, Simon Blanchet, Julien Cucherousset","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Aislado",-46.36571604,-73.27051998,2014,2014-03-21,"Oncorhynchus tshawytscha",1,"Harpoon","Valle Exploradores","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Aislado",-46.35968199,-73.287767,2014,2014-03-22,"Oncorhynchus tshawytscha",1,"Minnow Trap","Valle Exploradores","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Aislado",-46.358849,-73.28902697,2014,2014-03-18,"Oncorhynchus tshawytscha",2,"Harpoon","Valle Exploradores","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Aislado",-46.358849,-73.28902697,2014,2014-03-22,"Oncorhynchus tshawytscha",7,"Harpoon","Valle Exploradores","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Atravesado",-45.700192,-72.297064,2016,2016-12-23,"Salmo trutta",3,"Seine net","Lago Atravesado","Cristian Correa, Gabriel Orrellana","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Balmaceda",-51.93363997,-72.35920636,2015,2015-04-19,"Salmo trutta",49,"Electric fishing","Lago Balmaceda","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Balmaceda",-51.927723,-72.355777,2015,2015-04-19,"Galaxias maculatus",7,"Seine net","Lago Balmaceda","Cristian Correa, Jonathan Poblete","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Balmaceda",-51.927058,-72.3627,2015,2015-04-18,"Galaxias maculatus",30,"Seine net","Lago Balmaceda","Maryse Boisjoly, Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Balmaceda",-51.926961,-72.361106,2015,2015-04-19,"Aplochiton taeniatus",1,"Gill Net","Lago Balmaceda","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Balmaceda",-51.926961,-72.361106,2015,2015-04-19,"Salmo trutta",2,"Gill Net","Lago Balmaceda","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Barroso",-45.739552,-72.245082,2007,2007-03-08,"Galaxias platei",31,"Trapping","Barroso","Cristian Correa","(Correa et al. 2012)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Barroso",-45.739552,-72.245082,2007,2007-03-08,"Salmo trutta",11,"Bottom gillnet L, Bottom gillnet S","Barroso","Cristian Correa","(Correa et al. 2012)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Barroso",-45.739552,-72.245082,2007,2007-03-09,"Galaxias platei",15,"Electric fishing","Barroso","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Barroso",-45.739552,-72.245082,2007,2007-03-09,"Salmo trutta",56,"Electric fishing","Barroso","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Barroso",-45.739552,-72.245082,2009,2009-03-26,"Galaxias platei",26,"Electric fishing","Barroso","Cristian Correa","(Correa et al. 2012)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Barroso",-45.739552,-72.245082,2009,2009-03-26,"Salmo trutta",6,"Electric fishing","Barroso","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Barroso",-45.739552,-72.245082,2009,2009-11-03,"Galaxias platei",8,"Electric fishing","Barroso","Cristian Correa","(Correa et al. 2012)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Barroso",-45.739552,-72.245082,2009,2009-11-03,"Salmo trutta",7,"Electric fishing","Barroso","Cristian Correa","(Correa et al. 2012)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Bayo",-46.491536,-73.121668,2023,2023-01-15,"Salmo trutta",11,"Angling","Valle Exploradores","Cristian Correa, Simon Blanchet, Julien Cucherousset","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Blanco",-42.752964,-72.604903,2014,2014-03-03,"Galaxias maculatus",30,"Minnow Trap","Lago Blanco","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Blanco",-42.752964,-72.604903,2014,2014-03-03,"Geotria australis",1,"Minnow Trap","Lago Blanco","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Blanco",-42.752964,-72.604903,2014,2014-03-03,"Oncorhynchus mykiss",4,"Gill Net Aplochitonera 3mX5m","Lago Blanco","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Burgos",-45.712804,-72.218462,2009,2009-02-21,"Oncorhynchus mykiss",8,"Bottom gillnet S","Burgos","Cristian Correa","(Correa et al. 2012)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Burgos",-45.712804,-72.218462,2009,2009-02-21,"Salmo trutta",2,"Bottom gillnet S","Burgos","Cristian Correa","(Correa et al. 2012)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Caro",-45.80969101,-72.591674,2014,2014-04-22,"Aplochiton sp.",6,"Seine net","Caro","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Caro",-45.804111,-72.54898,2009,2009-04-12,"Aplochiton sp.",10,"Seine net","Caro","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Caro",-45.804111,-72.54898,2009,2009-04-12,"Aplochiton taeniatus",218,"Bottom gillnet S, Seine net","Caro","Cristian Correa","(Alò et al. 2019) | (Alò et al. 2013) | (Correa et al. 2012)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Caro",-45.804111,-72.54898,2009,2009-04-12,"Aplochiton zebra",58,"Seine net","Caro","Cristian Correa","(Alò et al. 2013) | (Correa et al. 2012) | (Alò et al. 2019)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Caro",-45.804111,-72.54898,2009,2009-04-12,"Oncorhynchus mykiss",1,"Bottom gillnet S","Caro","Cristian Correa","(Alò et al. 2019) | (Correa et al. 2012)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Caro",-45.804111,-72.54898,2009,2009-04-12,"Salmo trutta",5,"Bottom gillnet S, Superficial gillnet tip, Seine net","Caro","Cristian Correa","(Alò et al. 2019) | (Correa et al. 2012)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Caro",-45.804111,-72.54898,2009,2009-04-13,"Aplochiton taeniatus",15,"Bottom gillnet S","Caro","Cristian Correa","(Correa et al. 2012)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Caro",-45.804111,-72.54898,2009,2009-04-13,"Galaxias platei",1,"Bottom gillnet S","Caro","Cristian Correa","(Correa et al. 2012)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Caro",-45.804111,-72.54898,2009,2009-04-13,"Oncorhynchus mykiss",2,"Bottom gillnet S","Caro","Cristian Correa","(Alò et al. 2019) | (Correa et al. 2012)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
