"This database is one of the products of the following grants: Carlos García de Leániz (PI), Gonzalo Gajardo, et al. Department for Environment Food and Rural Affairs (DEFRA, UK). Darwin Initiative Grants 15020 (2006-2009) and EIDPO041 (2010-2012).",,,,,,,,,,,,,
Watershed,Location,Station,Latitude,Longitude,Date,Day,Month,Year,Species,Collected by,n.genotyped,n.not.genotyped,n.individuals
Río U56,Río U56,U56A,-41.58798,-73.31819,2020-02-08,20,2,2008,Geotria australis,"Kyle Young, Jessica Stephenson",,2,2
Río U56,Río U56,U56A,-41.58798,-73.31819,2020-02-08,20,2,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson",,4,4
Río U57,Río U57,U57A,-42.06765,-73.29066,2020-02-08,20,2,2008,Aplochiton taeniatus,"Kyle Young, Jessica Stephenson",,1,1
Río U57,Río U57,U57A,-42.06765,-73.29066,2020-02-08,20,2,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson",,59,59
Río U57,Río U57,U57A,-42.06765,-73.29066,2020-02-08,20,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson",,13,13
Río U57,Río U57,U57A,-42.06765,-73.29066,2020-02-08,20,2,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson",,11,11
Río U58,Río U58,U58A,-42.38344,-73.60149,2022-02-08,22,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson",,1,1
Río U58,Río U58,U58A,-42.38344,-73.60149,2022-02-08,22,2,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson",,70,70
Río U59,Río U59,U59A,-42.3891,-73.62015,2022-02-08,22,2,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson",,14,14
Río U6,Río U6,U6,-42.84663,-73.65218,2017-05-07,17,5,2007,Galaxias maculatus,"Kyle Young, Jane McDonald",,8,8
Río U6,Río U6,U6,-42.84663,-73.65218,2017-05-07,17,5,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald",,1,1
Río U6,Río U6,U6,-42.84663,-73.65218,2017-05-07,17,5,2007,Salmo trutta,"Kyle Young, Jane McDonald",,1,1
Río U6,Río U6,U6A,-42.84671,-73.65187,2009-02-08,9,2,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,1,1
Río U6,Río U6,U6A,-42.84671,-73.65187,2009-02-08,9,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,2,2
Río U6,Río U6,U6A,-42.84671,-73.65187,2009-02-08,9,2,2008,Salmo trutta,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,21,21
Río U60,Río U60,U60A,-42.38962,-73.63062,2022-02-08,22,2,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson",,1,1
Río U60,Río U60,U60A,-42.38962,-73.63062,2022-02-08,22,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson",,9,9
Río U60,Río U60,U60A,-42.38962,-73.63062,2022-02-08,22,2,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson",,5,5
Río U61,Río U61,U61A,-42.46796,-73.538,2022-02-08,22,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson",,36,36
Río U61,Río U61,U61A,-42.46796,-73.538,2022-02-08,22,2,2008,Oncorhynchus kisutch,"Kyle Young, Jessica Stephenson",,1,1
Río U62,Río U62,U62A,-42.46011,-73.72127,2024-02-08,24,2,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson",,5,5
Río U62,Río U62,U62A,-42.46011,-73.72127,2024-02-08,24,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson",,1,1
Río U62,Río U62,U62A,-42.46011,-73.72127,2024-02-08,24,2,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson",,19,19
Río U63,Río U63,U63A,-42.47964,-73.73206,2024-02-08,24,2,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson",,31,31
Río U63,Río U63,U63A,-42.47964,-73.73206,2024-02-08,24,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson",,8,8
Río U63,Río U63,U63A,-42.47964,-73.73206,2024-02-08,24,2,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson",,24,24
Río U64,Río U64,U64A,-42.24865,-73.39458,2026-02-08,26,2,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson",,35,35
Río U64,Río U64,U64A,-42.24865,-73.39458,2026-02-08,26,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson",,77,77
Río U64,Río U64,U64A,-42.24865,-73.39458,2026-02-08,26,2,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson",,10,10
Río U65,Río U65,U65A,-42.26036,-73.39855,2026-02-08,26,2,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson",,34,34
Río U65,Río U65,U65A,-42.26036,-73.39855,2026-02-08,26,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson",,15,15
Río U65,Río U65,U65A,-42.26036,-73.39855,2026-02-08,26,2,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson",,26,26
Río U66,Río U66,U66A,-42.26304,-73.42131,2027-02-08,27,2,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson",,72,72
Río U66,Río U66,U66A,-42.26304,-73.42131,2027-02-08,27,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson",,52,52
Río U66,Río U66,U66A,-42.26304,-73.42131,2027-02-08,27,2,2008,Geotria australis,"Kyle Young, Jessica Stephenson",,2,2
Río U66,Río U66,U66A,-42.26304,-73.42131,2027-02-08,27,2,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson",,20,20
Río U67,Río U67,U67A,-42.26334,-73.42747,2027-02-08,27,2,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson",,28,28
Río U67,Río U67,U67A,-42.26334,-73.42747,2027-02-08,27,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson",,46,46
Río U67,Río U67,U67A,-42.26334,-73.42747,2027-02-08,27,2,2008,Geotria australis,"Kyle Young, Jessica Stephenson",,3,3
Río U67,Río U67,U67A,-42.26334,-73.42747,2027-02-08,27,2,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson",,5,5
Río U68,Río U68,U68A,-42.3081,-73.43253,2003-03-08,3,3,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson",,14,14
Río U68,Río U68,U68A,-42.3081,-73.43253,2003-03-08,3,3,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson",,132,132
Río U68,Río U68,U68A,-42.3081,-73.43253,2003-03-08,3,3,2008,Geotria australis,"Kyle Young, Jessica Stephenson",,2,2
Río U68,Río U68,U68A,-42.3081,-73.43253,2003-03-08,3,3,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson",,2,2
Río U69,Río U69,U69A,-42.348,-73.57414,2003-03-08,3,3,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson",,2,2
Río U69,Río U69,U69A,-42.348,-73.57414,2003-03-08,3,3,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson",,13,13
Río U7,Río U7,U7,-42.86742,-73.51138,2018-05-07,18,5,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald",,6,6
Río U70,Río U70,U70A,-42.36095,-73.60734,2003-03-08,3,3,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson",,9,9
Río U70,Río U70,U70A,-42.36095,-73.60734,2003-03-08,3,3,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson",,10,10
Río U70,Río U70,U70A,-42.36095,-73.60734,2003-03-08,3,3,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson",,12,12
Río U71,Río U71,U71A,-41.80997,-73.59871,2007-03-08,7,3,2008,Aplochiton taeniatus,"Kyle Young, Jessica Stephenson",,1,1
Río U72,Río U72,U72A,-41.92332,-73.55228,2022-03-08,22,3,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson",,37,37
Río U72,Río U72,U72A,-41.92332,-73.55228,2022-03-08,22,3,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson",,53,53
Río U73,Río U73,U73A,-41.86837,-73.51987,2022-03-08,22,3,2008,Aplochiton taeniatus,"Kyle Young, Jessica Stephenson",,12,12
Río U73,Río U73,U73A,-41.86837,-73.51987,2022-03-08,22,3,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson",,34,34
Río U73,Río U73,U73A,-41.86837,-73.51987,2022-03-08,22,3,2008,Brachygalaxias bullocki,"Kyle Young, Jessica Stephenson",,2,2
Río U74,Río U74,U74A,-42.42342,-73.7237,2004-04-08,4,4,2008,Aplochiton zebra,"Kyle Young, BC, MK",,51,51
Río U74,Río U74,U74A,-42.42342,-73.7237,2004-04-08,4,4,2008,Galaxias maculatus,"Kyle Young, BC, MK",,2,2
Río U74,Río U74,U74A,-42.42342,-73.7237,2004-04-08,4,4,2008,Oncorhynchus mykiss,"Kyle Young, BC, MK",,11,11
Río U75,Río U75,U75A,-41.90449,-73.53587,2008-04-08,8,4,2008,Aplochiton taeniatus,"Kyle Young, Jessica Stephenson",,5,5
Río U75,Río U75,U75A,-41.90449,-73.53587,2008-04-08,8,4,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson",,13,13
Río U76,Río U76,U76A,-41.52874,-72.74181,2004-05-08,4,5,2008,Salmo trutta,"Kyle Young, Jessica Stephenson, Gabriel",,37,37
Río U76,Río U76,U76A,-41.52874,-72.74181,1930-08-08,30,8,2008,Galaxias maculatus,"Kyle Young, Gabriel Orellana",,2,2
Río U76,Río U76,U76A,-41.52874,-72.74181,1930-08-08,30,8,2008,Oncorhynchus mykiss,"Kyle Young, Gabriel Orellana",,1,1
Río U76,Río U76,U76A,-41.52874,-72.74181,1930-08-08,30,8,2008,Oncorhynchus tshawytscha ,"Kyle Young, Gabriel Orellana",,1,1
Río U76,Río U76,U76A,-41.52874,-72.74181,1930-08-08,30,8,2008,Salmo trutta,"Kyle Young, Gabriel Orellana",,33,33
Río U77,Río U77,U77,-42.42342,-73.7237,1930-06-08,30,6,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson, PH",,25,25
Río U77,Río U77,U77,-42.42342,-73.7237,1930-06-08,30,6,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson, PH",,1,1
Río U78,Río U78,U78A,-41.74099,-72.65036,2023-08-08,23,8,2008,Oncorhynchus mykiss,"Kyle Young, Gabriel Orellana",,3,3
Río U78,Río U78,U78A,-41.74099,-72.65036,2023-08-08,23,8,2008,Salmo trutta,"Kyle Young, Gabriel Orellana",,11,11
Río U8,Río U8,U8,-41.97971,-72.77434,2009-06-07,9,6,2007,Galaxias maculatus,"Kyle Young, Jane McDonald, BP",,19,19
Río U8,Río U8,U8,-41.97971,-72.77434,2009-06-07,9,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,1,1
Río U80,Río U80,U80A,-41.38716,-72.28236,2020-09-08,20,9,2008,Aplochiton zebra,"Kyle Young, Gabriel Orellana",,1,1
Río U80,Río U80,U80A,-41.38716,-72.28236,2020-09-08,20,9,2008,Oncorhynchus mykiss,"Kyle Young, Gabriel Orellana",,12,12
Río U80,Río U80,U80A,-41.38716,-72.28236,2020-09-08,20,9,2008,Salmo salar,"Kyle Young, Gabriel Orellana",,13,13
Río U80,Río U80,U80A,-41.38716,-72.28236,2020-09-08,20,9,2008,Salmo trutta,"Kyle Young, Gabriel Orellana",,29,29
Río U9,Río U9,U9,-41.83229,-73.50793,1931-10-07,31,10,2007,Brachygalaxias bullocki,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U9,Río U9,U9,-41.83229,-73.50793,1931-10-07,31,10,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,71,71
Río U9,Río U9,U9,-41.83229,-73.50793,1931-10-07,31,10,2007,Unknown,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río Valdivia,Mañio,RMA8,-39.71472222,-72.3985,39895,23,3,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,42,42
Río Valdivia,Mañio,RMA8,-39.71472222,-72.3985,39895,23,3,2009,Salmo trutta,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,38,38
Río Valdivia,Ñancul,RNA9,-39.71436111,-72.43272222,39895,23,3,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,64,64
Río Valdivia,Ñancul,RNA9,-39.71436111,-72.43272222,39895,23,3,2009,Salmo trutta,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,28,28
Río Valdivia,Paillehuinte,RPAF13,-39.81608333,-72.07838889,39897,25,3,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,80,80
Río Valdivia,Paillehuinte,RPAF13,-39.81608333,-72.07838889,39897,25,3,2009,Percichthys trucha,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,1,1
Río Valdivia,Paillehuinte,RPAF13,-39.81608333,-72.07838889,39897,25,3,2009,Salmo trutta,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,56,56
Río Valdivia,Paillehuinte,RPAF13,-39.81608333,-72.07838889,39897,25,3,2009,Trichomycterus areolatus,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,1,1
Río Valdivia,Río Blanco - Enco,REN10,-39.57483333,-72.14986111,39896,24,3,2009,Aplochiton zebra,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",30,35,65
Río Valdivia,Río Blanco - Enco,REN10,-39.57483333,-72.14986111,39896,24,3,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,43,43
Río Valdivia,Río Blanco - Enco,REN10,-39.57483333,-72.14986111,39896,24,3,2009,Salmo trutta,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,25,25
Río Valdivia,Río Calle-Calle,RCC,-39.79563889,-73.12931944,39462,15,1,2008,Oncorhynchus mykiss,,,1,1
Río Valdivia,Río Punahue,RPU11,-39.83119444,-72.03711111,39896,24,3,2009,Aplochiton zebra,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",21,,21
Río Valdivia,Río Punahue,RPU11,-39.83119444,-72.03711111,39896,24,3,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,80,80
Río Valdivia,Río Punahue,RPU11,-39.83119444,-72.03711111,39896,24,3,2009,Salmo trutta,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,35,35
Río Valdivia,Río Quinchilca,RQ,-39.858825,-72.75344167,39462,15,1,2008,Oncorhynchus mykiss,,,1,1
Río Valdivia,Río Truful,RTR12,-39.82494444,-71.99744444,39897,25,3,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,130,130
Río Valdivia,Río Truful,RTR12,-39.82494444,-71.99744444,39897,25,3,2009,Salmo trutta,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,9,9
Seno del Reloncaví,Aguas Claras,AC,-41.73256,-72.63393,2024-12-07,24,12,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,34,34
Seno del Reloncaví,Calbuco,CAL,-41.767375,-73.129775,39823,10,1,2009,Oncorhynchus mykiss,José del Carmen Sanzana,,10,10
Seno del Reloncaví,Calbuco,CAL,-41.767375,-73.129775,39831,18,1,2009,Oncorhynchus mykiss,José del Carmen Sanzana,,6,6
Seno del Reloncaví,Calbuco,CAL,-41.767375,-73.129775,39838,25,1,2009,Oncorhynchus mykiss,José del Carmen Sanzana,,4,4
Seno del Reloncaví,Calbuco,CAL,-41.767375,-73.129775,39838,25,1,2009,Salmo salar,José del Carmen Sanzana,,2,2
Seno del Reloncaví,Calbuco,CAL,-41.767375,-73.129775,39845,1,2,2009,Oncorhynchus kisutch,José del Carmen Sanzana,,1,1
Seno del Reloncaví,Calbuco,CAL,-41.767375,-73.129775,39845,1,2,2009,Oncorhynchus mykiss,José del Carmen Sanzana,,8,8
