"occurrenceID","decimalLongitude","decimalLatitude","locality","scientificName","year","eventDate","bibliographicCitation","eventRemarks","license","datasetName","datasetName_tmp","basisOfRecord"
"CCorrea.Lit.Review.271",-72.38705,-41.12001,"Lago Todos Los Santos","Salmo salar",2000,"2000","Soto, D. (2002) Estudio del ciclo reproductivo de las principales especies objetivo de la pesca deportiva en la X región.. Proyecto FIP  2000-24 (2000-2001).","2000  Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.277",-72.36269,-43.33927,"Río Café","Oncorhynchus mykiss",2000,"2000/2002","Soto, D. (2002) Estudio del ciclo reproductivo de las principales especies objetivo de la pesca deportiva en la X región.. Proyecto FIP  2000-24 (2000-2001).","2000, 2001  Geolocation: The position of the point is not accurate; it is based on general figure.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.278",-72.36269,-43.33927,"Río Café","Salmo trutta",2000,"2000/2002","Soto, D. (2002) Estudio del ciclo reproductivo de las principales especies objetivo de la pesca deportiva en la X región.. Proyecto FIP  2000-24 (2000-2001).","2000, 2001  Geolocation: The position of the point is not accurate; it is based on general figure.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.279",-72.44188,-43.12616,"Río Fierro","Oncorhynchus mykiss",2000,"2000/2002","Soto, D. (2002) Estudio del ciclo reproductivo de las principales especies objetivo de la pesca deportiva en la X región.. Proyecto FIP  2000-24 (2000-2001).","2000, 2001  Geolocation: The position of the point is not accurate; it is based on general figure.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.280",-72.44188,-43.12616,"Río Fierro","Salmo trutta",2000,"2000/2002","Soto, D. (2002) Estudio del ciclo reproductivo de las principales especies objetivo de la pesca deportiva en la X región.. Proyecto FIP  2000-24 (2000-2001).","2000, 2001  Geolocation: The position of the point is not accurate; it is based on general figure.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.281",-72.39943,-43.30142,"Río Puente Naranjo 2","Oncorhynchus mykiss",2000,"2000/2002","Soto, D. (2002) Estudio del ciclo reproductivo de las principales especies objetivo de la pesca deportiva en la X región.. Proyecto FIP  2000-24 (2000-2001).","2000, 2001  Geolocation: The position of the point is not accurate; it is based on general figure.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.342",-70.06845,-53.95527,"Río Cóndor, cauce central y afluentes.","Oncorhynchus mykiss",1995,"1995","Vila, Irma; Leopoldo Fuentes, Marcelo Saavedra (1999) Ictiofauna en los sistemas límnicos de la isla grande, Tierra del Fuego, Chile.. Revista Chilena de Historia Natural 72: 273-284.","1995 Less abundant than brown trout. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.343",-70.06845,-53.95527,"Río Cóndor, cauce central y afluentes.","Salmo trutta",1995,"1995","Vila, Irma; Leopoldo Fuentes, Marcelo Saavedra (1999) Ictiofauna en los sistemas límnicos de la isla grande, Tierra del Fuego, Chile.. Revista Chilena de Historia Natural 72: 273-284.","1995 More abundant that rainbow trout. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.344",-70.06845,-53.95527,"Río Cóndor, cauce central y afluentes.","Galaxias maculatus",1995,"1995","Vila, Irma; Leopoldo Fuentes, Marcelo Saavedra (1999) Ictiofauna en los sistemas límnicos de la isla grande, Tierra del Fuego, Chile.. Revista Chilena de Historia Natural 72: 273-284.","1995 More abundant in castor's (Castor canadensis, introduced) dams. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.345",-69.80318,-53.68642,"Río Bueno, cauce central y afluentes.","Oncorhynchus mykiss",1995,"1995","Vila, Irma; Leopoldo Fuentes, Marcelo Saavedra (1999) Ictiofauna en los sistemas límnicos de la isla grande, Tierra del Fuego, Chile.. Revista Chilena de Historia Natural 72: 273-284.","1995 ","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.346",-68.67287,-53.98592,"Río Rasmunssen, cauce central y afluentes.","Oncorhynchus mykiss",1995,"1995","Vila, Irma; Leopoldo Fuentes, Marcelo Saavedra (1999) Ictiofauna en los sistemas límnicos de la isla grande, Tierra del Fuego, Chile.. Revista Chilena de Historia Natural 72: 273-284.","1995 Less abundant than brown trout. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.347",-68.67287,-53.98592,"Río Rasmunssen, cauce central y afluentes.","Salmo trutta",1995,"1995","Vila, Irma; Leopoldo Fuentes, Marcelo Saavedra (1999) Ictiofauna en los sistemas límnicos de la isla grande, Tierra del Fuego, Chile.. Revista Chilena de Historia Natural 72: 273-284.","1995 Predominant species. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.348",-68.85548,-53.98113,"Valle Castor, cauce central y afluentes.","Oncorhynchus mykiss",1995,"1995","Vila, Irma; Leopoldo Fuentes, Marcelo Saavedra (1999) Ictiofauna en los sistemas límnicos de la isla grande, Tierra del Fuego, Chile.. Revista Chilena de Historia Natural 72: 273-284.","1995 Less abundant than brown trout. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.349",-68.85548,-53.98113,"Valle Castor, cauce central y afluentes.","Salmo trutta",1995,"1995","Vila, Irma; Leopoldo Fuentes, Marcelo Saavedra (1999) Ictiofauna en los sistemas límnicos de la isla grande, Tierra del Fuego, Chile.. Revista Chilena de Historia Natural 72: 273-284.","1995 Predominant species. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.351",-72.21622,-45.49326,"Río Simpson","Oncorhynchus masou",1984,"1984","CORFO-IFOP (1990) Un legado a la salmonicultura. Proyecto de introducción de salmón del pacífico en Aysén.. Chile Pesquero 1: 51-56.","1984 One adult of cherry salmon returned to the Simpson river. Geolocation: Not accurate; somewere in the Simpson River.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.352",-72.73421,-51.56258,"Río Prat","Oncorhynchus keta",1986,"1986","CORFO-IFOP (1990) Un legado a la salmonicultura. Proyecto de introducción de salmón del pacífico en Aysén.. Chile Pesquero 1: 51-56.","1986 Seven ripe adult chum salmon returned to Prat River, XII region. Geolocation: Not accurate; somewere in the Prat River.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.353",-72.45548,-46.64234,"Lago General Carrera","Oncorhynchus masou",1989,"1989","CORFO-IFOP (1990) Un legado a la salmonicultura. Proyecto de introducción de salmón del pacífico en Aysén.. Chile Pesquero 1: 51-56.","1989 The first run in the Lake General Carrera occured in 1989; 150000 eggs were obtained. Geolocation: Not accurate; somewere in the General Carrera Lake.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.354",-72.26949,-45.4832,"Río Simpson","Oncorhynchus mykiss",2000,"2000/2002","Edwin Niklitschek and Eduardo Aedo (2002) Estudio del ciclo reproductivo de las principales especies objetivo de la pesca deportiva en la XI región. FIP 2000-25. FIP 2000-25 75pp.","2000, 2001 ","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.355",-72.26949,-45.4832,"Río Simpson","Salmo trutta",2000,"2000/2002","Edwin Niklitschek and Eduardo Aedo (2002) Estudio del ciclo reproductivo de las principales especies objetivo de la pesca deportiva en la XI región. FIP 2000-25. FIP 2000-25 75pp.","2000, 2001 ","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.356",-71.91679,-45.81854,"Río Blanco (Aysen)","Salmo trutta",2001,"2001","Edwin Niklitschek and Eduardo Aedo (2002) Estudio del ciclo reproductivo de las principales especies objetivo de la pesca deportiva en la XI región. FIP 2000-25. FIP 2000-25 75pp.","2001 ","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.357",-71.91679,-45.81854,"Río Blanco (Aysen)","Oncorhynchus tshawytscha",2001,"2001","Edwin Niklitschek and Eduardo Aedo (2002) Estudio del ciclo reproductivo de las principales especies objetivo de la pesca deportiva en la XI región. FIP 2000-25. FIP 2000-25 75pp.","2001 ","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.358",-71.78287,-45.83935,"Río Huemules","Oncorhynchus mykiss",2001,"2001","Edwin Niklitschek and Eduardo Aedo (2002) Estudio del ciclo reproductivo de las principales especies objetivo de la pesca deportiva en la XI región. FIP 2000-25. FIP 2000-25 75pp.","2001 ","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.359",-71.78287,-45.83935,"Río Huemules","Salmo trutta",2001,"2001","Edwin Niklitschek and Eduardo Aedo (2002) Estudio del ciclo reproductivo de las principales especies objetivo de la pesca deportiva en la XI región. FIP 2000-25. FIP 2000-25 75pp.","2001 ","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.360",-72.08335,-45.57516,"Río Simpson","Oncorhynchus mykiss",2001,"2001","Edwin Niklitschek and Eduardo Aedo (2002) Estudio del ciclo reproductivo de las principales especies objetivo de la pesca deportiva en la XI región. FIP 2000-25. FIP 2000-25 75pp.","2001 ","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.361",-72.76028,-45.69517,"Arroyo Cea","Oncorhynchus mykiss",2001,"2001","Edwin Niklitschek and Eduardo Aedo (2002) Estudio del ciclo reproductivo de las principales especies objetivo de la pesca deportiva en la XI región. FIP 2000-25. FIP 2000-25 75pp.","2001  Geolocation: Position of the point is based on coordinates only.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.362",-72.76028,-45.69517,"Arroyo Cea","Salmo trutta",2001,"2001","Edwin Niklitschek and Eduardo Aedo (2002) Estudio del ciclo reproductivo de las principales especies objetivo de la pesca deportiva en la XI región. FIP 2000-25. FIP 2000-25 75pp.","2001  Geolocation: Position of the point is based on coordinates only.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.363",-72.76028,-45.69517,"Arroyo Cea","Oncorhynchus kisutch",2001,"2001","Edwin Niklitschek and Eduardo Aedo (2002) Estudio del ciclo reproductivo de las principales especies objetivo de la pesca deportiva en la XI región. FIP 2000-25. FIP 2000-25 75pp.","2001 Coho salmon was caught only in May. Geolocation: Position of the point is based on coordinates only.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.364",-72.19077,-46.16147,"Lago Las Ardillas","Oncorhynchus mykiss",2001,"2001","Edwin Niklitschek and Eduardo Aedo (2002) Estudio del ciclo reproductivo de las principales especies objetivo de la pesca deportiva en la XI región. FIP 2000-25. FIP 2000-25 75pp.","2001 ","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.365",-72.19077,-46.16147,"Lago Las Ardillas","Salmo trutta",2001,"2001","Edwin Niklitschek and Eduardo Aedo (2002) Estudio del ciclo reproductivo de las principales especies objetivo de la pesca deportiva en la XI región. FIP 2000-25. FIP 2000-25 75pp.","2001 ","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.366",-72.19077,-46.16147,"Lago Las Ardillas","Salmo salar",2001,"2001","Edwin Niklitschek and Eduardo Aedo (2002) Estudio del ciclo reproductivo de las principales especies objetivo de la pesca deportiva en la XI región. FIP 2000-25. FIP 2000-25 75pp.","2001 ","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.367",-72.68563,-46.46062,"Arroyo Murta","Oncorhynchus mykiss",2001,"2001","Edwin Niklitschek and Eduardo Aedo (2002) Estudio del ciclo reproductivo de las principales especies objetivo de la pesca deportiva en la XI región. FIP 2000-25. FIP 2000-25 75pp.","2001 11.3+-11.3 cm length","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.368",-72.713,-46.47491,"Bahía Murta","Oncorhynchus mykiss",2001,"2001","Edwin Niklitschek and Eduardo Aedo (2002) Estudio del ciclo reproductivo de las principales especies objetivo de la pesca deportiva en la XI región. FIP 2000-25. FIP 2000-25 75pp.","2001 ","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.369",-72.713,-46.47491,"Bahía Murta","Salmo trutta",2001,"2001","Edwin Niklitschek and Eduardo Aedo (2002) Estudio del ciclo reproductivo de las principales especies objetivo de la pesca deportiva en la XI región. FIP 2000-25. FIP 2000-25 75pp.","2001 ","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.370",-71.97163,-46.28321,"Río Ibañez","Oncorhynchus mykiss",2001,"2001","Edwin Niklitschek and Eduardo Aedo (2002) Estudio del ciclo reproductivo de las principales especies objetivo de la pesca deportiva en la XI región. FIP 2000-25. FIP 2000-25 75pp.","2001 ","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.371",-71.97163,-46.28321,"Río Ibañez","Salmo trutta",2001,"2001","Edwin Niklitschek and Eduardo Aedo (2002) Estudio del ciclo reproductivo de las principales especies objetivo de la pesca deportiva en la XI región. FIP 2000-25. FIP 2000-25 75pp.","2001 ","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
